U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13
NaN,NaN,NaN,NaN,NaN,NaN,1811.05995,NaN,NaN,NaN,NaN,946.8644,1292.88515
NaN,NaN,NaN,NaN,NaN,NaN,1811.39895,NaN,NaN,NaN,NaN,947.1024,1294.0592
NaN,NaN,NaN,NaN,NaN,NaN,1812.2419,NaN,NaN,NaN,NaN,947.3694,1294.747
NaN,NaN,NaN,NaN,NaN,NaN,1812.7186,NaN,NaN,NaN,NaN,947.59375,1295.08815
NaN,NaN,NaN,NaN,NaN,NaN,1813.6092,NaN,NaN,NaN,NaN,947.89245,1295.43895
NaN,NaN,NaN,NaN,NaN,NaN,1813.9769,NaN,NaN,NaN,NaN,947.96715,1295.823
NaN,NaN,NaN,NaN,NaN,NaN,1814.3113,NaN,NaN,NaN,NaN,948.15225,1296.33835
NaN,NaN,NaN,NaN,NaN,NaN,1814.75765,NaN,NaN,NaN,NaN,948.4011,1296.72055
NaN,NaN,NaN,NaN,NaN,NaN,1815.15835,NaN,NaN,NaN,NaN,948.6339,1297.0886
NaN,NaN,NaN,NaN,NaN,NaN,1815.7555,NaN,NaN,NaN,NaN,948.88,1297.40145
NaN,NaN,NaN,NaN,NaN,NaN,1816.3174,NaN,NaN,NaN,NaN,949.1234,1297.5488
NaN,NaN,NaN,NaN,NaN,NaN,1816.90745,NaN,NaN,NaN,NaN,949.34745,1298.0528
NaN,NaN,NaN,NaN,NaN,NaN,1817.2736,NaN,NaN,NaN,NaN,949.5756,1298.4765
NaN,NaN,NaN,NaN,NaN,NaN,1818.5414,NaN,NaN,NaN,NaN,949.8229,1298.8684
NaN,NaN,NaN,NaN,NaN,NaN,1819.1554,NaN,NaN,NaN,NaN,950.1029,1299.22705
NaN,NaN,NaN,NaN,NaN,NaN,1819.64115,NaN,NaN,NaN,NaN,950.33165,1299.68605
NaN,NaN,NaN,NaN,NaN,NaN,1820.14345,NaN,NaN,NaN,NaN,950.58565,1299.93255
NaN,NaN,NaN,NaN,NaN,NaN,1820.2369,NaN,NaN,NaN,NaN,950.5928,1300.22815
NaN,NaN,NaN,NaN,NaN,NaN,1820.63565,NaN,NaN,NaN,NaN,950.83535,1300.5273
NaN,NaN,NaN,NaN,NaN,NaN,1820.9632,NaN,NaN,NaN,NaN,951.0721,1300.98655
NaN,NaN,NaN,NaN,NaN,NaN,1821.2908,NaN,NaN,NaN,NaN,951.30935,1301.5066
NaN,NaN,NaN,NaN,NaN,NaN,1821.45285,NaN,NaN,NaN,NaN,951.5345,1302.12425
NaN,NaN,NaN,NaN,NaN,NaN,1821.7761,NaN,NaN,NaN,NaN,951.7628,1302.6912
NaN,NaN,NaN,NaN,NaN,NaN,1823.0394,NaN,NaN,NaN,NaN,952.00175,1303.0776
NaN,NaN,NaN,NaN,NaN,NaN,1823.6193,NaN,NaN,NaN,NaN,952.21285,1303.52575
NaN,NaN,NaN,NaN,NaN,NaN,1823.92845,NaN,NaN,NaN,NaN,952.4296,1303.99585
NaN,NaN,NaN,NaN,NaN,NaN,1824.20295,NaN,NaN,NaN,NaN,952.6746,1304.3166
NaN,NaN,NaN,NaN,NaN,NaN,1824.9276,NaN,NaN,NaN,NaN,952.8976,1304.69455
NaN,NaN,NaN,NaN,NaN,NaN,1825.2837,NaN,NaN,NaN,NaN,953.1443,1305.13635
NaN,NaN,NaN,NaN,NaN,NaN,1825.7201,NaN,NaN,NaN,NaN,953.3857,1305.5486
NaN,NaN,NaN,NaN,NaN,NaN,1826.20175,NaN,NaN,NaN,NaN,953.6275,1305.91675
NaN,NaN,NaN,NaN,NaN,NaN,1826.66375,NaN,NaN,NaN,NaN,953.8748,1306.25405
NaN,NaN,NaN,NaN,NaN,NaN,1827.2032,NaN,NaN,NaN,NaN,954.1213,1306.75655
NaN,NaN,NaN,NaN,NaN,NaN,1827.6073,NaN,NaN,NaN,NaN,954.6091,1307.17605
NaN,NaN,NaN,NaN,NaN,NaN,1827.8737,NaN,NaN,NaN,NaN,954.85615,1307.47645
NaN,NaN,NaN,NaN,NaN,NaN,1828.27185,NaN,NaN,NaN,NaN,955.1128,1307.78645
NaN,NaN,NaN,NaN,NaN,NaN,1828.5929,NaN,NaN,NaN,NaN,955.36945,1308.18405
NaN,NaN,NaN,NaN,NaN,NaN,1828.92305,NaN,NaN,NaN,NaN,955.6062,1308.9353
NaN,NaN,NaN,NaN,NaN,NaN,1829.5168,NaN,NaN,NaN,NaN,956.03425,1309.4397
NaN,NaN,NaN,NaN,NaN,NaN,1830.6453,NaN,NaN,NaN,NaN,956.5328,1309.5959
NaN,NaN,NaN,NaN,NaN,NaN,1830.9906,NaN,NaN,NaN,NaN,956.7888,1310.1626
NaN,NaN,NaN,NaN,NaN,NaN,1831.31335,NaN,NaN,NaN,NaN,957.03265,1310.57195
NaN,NaN,NaN,NaN,NaN,NaN,1831.634,NaN,NaN,NaN,NaN,957.27795,1310.99985
NaN,NaN,NaN,NaN,NaN,NaN,1831.9133,NaN,NaN,NaN,NaN,957.5322,1311.46065
NaN,NaN,NaN,NaN,NaN,NaN,1832.32515,NaN,NaN,NaN,NaN,957.7984,1311.6677
NaN,NaN,NaN,NaN,NaN,NaN,1832.8193,NaN,NaN,NaN,NaN,958.04605,1311.67045
NaN,NaN,NaN,NaN,NaN,NaN,1833.14985,NaN,NaN,NaN,NaN,958.3042,1311.83995
NaN,NaN,NaN,NaN,NaN,NaN,1833.44665,NaN,NaN,NaN,NaN,958.5716,1312.1411
NaN,NaN,NaN,NaN,NaN,NaN,1833.78785,NaN,NaN,NaN,NaN,958.8327,1312.35975
NaN,NaN,NaN,NaN,NaN,NaN,1834.26975,NaN,NaN,NaN,NaN,959.08325,1312.6418
NaN,NaN,NaN,NaN,NaN,NaN,1834.60055,NaN,NaN,NaN,NaN,959.3323,1312.91285
NaN,NaN,NaN,NaN,NaN,NaN,1835.1968,NaN,NaN,NaN,NaN,959.58415,1313.1726
NaN,NaN,NaN,NaN,NaN,NaN,1835.4717,NaN,NaN,NaN,NaN,959.72065,1313.52995
NaN,NaN,NaN,NaN,NaN,NaN,1835.7786,NaN,NaN,NaN,NaN,959.85345,1313.8268
NaN,NaN,NaN,NaN,NaN,NaN,1836.26575,NaN,NaN,NaN,NaN,960.1087,1314.0967
NaN,NaN,NaN,NaN,NaN,NaN,1836.5911,NaN,NaN,NaN,NaN,960.3648,1314.34865
NaN,NaN,NaN,NaN,NaN,NaN,1837.0518,NaN,NaN,NaN,NaN,960.6348,1314.7416
NaN,NaN,NaN,NaN,NaN,NaN,1837.4103,NaN,NaN,NaN,NaN,960.8896,1315.2026
NaN,NaN,NaN,NaN,NaN,NaN,1837.98145,NaN,NaN,NaN,NaN,961.14395,1316.553
NaN,NaN,NaN,NaN,NaN,NaN,1838.32575,NaN,NaN,NaN,NaN,961.3802,1317.2288
NaN,NaN,NaN,NaN,NaN,NaN,1839.00825,NaN,NaN,NaN,NaN,961.6359,1317.8866
NaN,NaN,NaN,NaN,NaN,NaN,1839.51845,NaN,NaN,NaN,NaN,961.87445,1318.37845
NaN,NaN,NaN,NaN,NaN,NaN,1840.09105,NaN,NaN,NaN,NaN,962.1663,1318.76145
NaN,NaN,NaN,NaN,NaN,NaN,1840.77025,NaN,NaN,NaN,NaN,962.4189,1319.35445
NaN,NaN,NaN,NaN,NaN,NaN,1841.45805,NaN,NaN,NaN,NaN,962.5759,1320.01485
NaN,NaN,NaN,NaN,NaN,NaN,1842.0897,NaN,NaN,NaN,NaN,962.7929,1320.5142
NaN,NaN,NaN,NaN,NaN,NaN,1842.4232,NaN,NaN,NaN,NaN,963.02185,1320.81525
NaN,NaN,NaN,NaN,NaN,NaN,1842.70435,NaN,NaN,NaN,NaN,963.34025,1321.38495
NaN,NaN,NaN,NaN,NaN,NaN,1843.044,NaN,NaN,NaN,NaN,963.6089,1321.8557
NaN,NaN,NaN,NaN,NaN,NaN,1843.6981,NaN,NaN,NaN,NaN,963.85475,1322.5451
NaN,NaN,NaN,NaN,NaN,NaN,1844.09485,NaN,NaN,NaN,NaN,964.1069,1323.59995
NaN,NaN,NaN,NaN,NaN,NaN,1845.1747,NaN,NaN,NaN,NaN,964.3468,1324.1838
NaN,NaN,NaN,NaN,NaN,NaN,1845.4703,NaN,NaN,NaN,NaN,964.6142,1324.4056
NaN,NaN,NaN,NaN,NaN,NaN,1846.5552,NaN,NaN,NaN,NaN,964.88765,1324.8931
NaN,NaN,NaN,NaN,NaN,NaN,1846.89325,NaN,NaN,NaN,NaN,965.13555,1325.7744
NaN,NaN,NaN,NaN,NaN,NaN,1847.3361,NaN,NaN,NaN,NaN,965.3939,1326.1897
NaN,NaN,NaN,NaN,NaN,NaN,1847.8385,NaN,NaN,NaN,NaN,965.64285,1326.7267
NaN,NaN,NaN,NaN,NaN,NaN,1848.2388,NaN,NaN,NaN,NaN,965.9031,1327.08425
NaN,NaN,NaN,NaN,NaN,NaN,1849.1233,NaN,NaN,NaN,NaN,966.2065,1327.6506
NaN,NaN,NaN,NaN,NaN,NaN,1849.8357,NaN,NaN,NaN,NaN,966.50275,1328.14235
NaN,NaN,NaN,NaN,NaN,NaN,1850.1364,NaN,NaN,NaN,NaN,966.77045,1328.5971
NaN,NaN,NaN,NaN,NaN,NaN,1850.4508,NaN,NaN,NaN,NaN,967.0348,1329.0355
NaN,NaN,NaN,NaN,NaN,NaN,1850.9889,NaN,NaN,NaN,NaN,967.29505,1329.6489
NaN,NaN,NaN,NaN,NaN,NaN,1851.4084,NaN,NaN,NaN,NaN,967.5497,1330.0578
NaN,NaN,NaN,NaN,NaN,NaN,1851.68495,NaN,NaN,NaN,NaN,967.8153,1330.44405
NaN,NaN,NaN,NaN,NaN,NaN,1852.15435,NaN,NaN,NaN,NaN,968.0519,1330.8178
NaN,NaN,NaN,NaN,NaN,NaN,1852.5265,NaN,NaN,NaN,NaN,968.32195,1331.9066
NaN,NaN,NaN,NaN,NaN,NaN,1852.84125,NaN,NaN,NaN,NaN,968.60135,1332.39085
NaN,NaN,NaN,NaN,NaN,NaN,1853.3569,NaN,NaN,NaN,NaN,968.85865,1332.77315
NaN,NaN,NaN,NaN,NaN,NaN,1853.6695,NaN,NaN,NaN,NaN,969.12235,1333.2334
NaN,NaN,NaN,NaN,NaN,NaN,1853.98005,NaN,NaN,NaN,NaN,969.3853,1333.5877
NaN,NaN,NaN,NaN,NaN,NaN,1854.3803,NaN,NaN,NaN,NaN,969.6445,1333.9437
NaN,NaN,NaN,NaN,NaN,NaN,1854.67715,NaN,NaN,NaN,NaN,969.69435,1334.24635
NaN,NaN,NaN,NaN,NaN,NaN,1855.0579,NaN,NaN,NaN,NaN,969.88995,1334.54345
NaN,NaN,NaN,NaN,NaN,NaN,1855.382,NaN,NaN,NaN,NaN,970.19415,1334.8164
NaN,NaN,NaN,NaN,NaN,NaN,1855.9725,NaN,NaN,NaN,NaN,970.4565,1335.20855
NaN,NaN,NaN,NaN,NaN,NaN,1856.33755,NaN,NaN,NaN,NaN,970.7707,1335.61255
NaN,NaN,NaN,NaN,NaN,NaN,1856.64075,NaN,NaN,NaN,NaN,971.0759,1336.0906
NaN,NaN,NaN,NaN,NaN,NaN,1856.97875,NaN,NaN,NaN,NaN,971.3212,1336.59075
NaN,NaN,NaN,NaN,NaN,NaN,1857.3661,NaN,NaN,NaN,NaN,971.56535,1337.02615
NaN,NaN,NaN,NaN,NaN,NaN,1857.75245,NaN,NaN,NaN,NaN,971.8257,1337.49
NaN,NaN,NaN,NaN,NaN,NaN,1858.1944,NaN,NaN,NaN,NaN,972.085,1338.1406
NaN,NaN,NaN,NaN,NaN,NaN,1858.5832,NaN,NaN,NaN,NaN,972.32755,1338.9293
NaN,NaN,NaN,NaN,NaN,NaN,1859.25805,NaN,NaN,NaN,NaN,972.5719,1340.3841
NaN,NaN,NaN,NaN,NaN,NaN,1859.62185,NaN,NaN,NaN,NaN,972.8207,1340.86975
NaN,NaN,NaN,NaN,NaN,NaN,1860.08345,NaN,NaN,NaN,NaN,973.08425,1341.32715
NaN,NaN,NaN,NaN,NaN,NaN,1860.4119,NaN,NaN,NaN,NaN,973.3685,1341.39255
NaN,NaN,NaN,NaN,NaN,NaN,1860.68215,NaN,NaN,NaN,NaN,973.61425,1341.6042
NaN,NaN,NaN,NaN,NaN,NaN,1861.0647,NaN,NaN,NaN,NaN,973.83785,1341.8271
NaN,NaN,NaN,NaN,NaN,NaN,1861.42995,NaN,NaN,NaN,NaN,974.0748,1342.13085
NaN,NaN,NaN,NaN,NaN,NaN,1861.729,NaN,NaN,NaN,NaN,974.32285,1342.4345
NaN,NaN,NaN,NaN,NaN,NaN,1862,NaN,NaN,NaN,NaN,974.5887,1342.79955
NaN,NaN,NaN,NaN,NaN,NaN,1862.4749,NaN,NaN,NaN,NaN,974.8436,1343.1022
NaN,NaN,NaN,NaN,NaN,NaN,1862.8079,NaN,NaN,NaN,NaN,975.085,1343.362
NaN,NaN,NaN,NaN,NaN,NaN,1863.1687,NaN,NaN,NaN,NaN,975.22565,1343.72135
NaN,NaN,NaN,NaN,NaN,NaN,1863.5617,NaN,NaN,NaN,NaN,975.24075,1344.02055
NaN,NaN,NaN,NaN,NaN,NaN,1864.26075,NaN,NaN,NaN,NaN,975.3972,1344.3139
NaN,NaN,NaN,NaN,NaN,NaN,1864.95245,NaN,NaN,NaN,NaN,975.6516,1344.7068
NaN,NaN,NaN,NaN,NaN,NaN,1865.29705,NaN,NaN,NaN,NaN,975.90575,1345.06635
NaN,NaN,NaN,NaN,NaN,NaN,1865.70115,NaN,NaN,NaN,NaN,976.15475,1345.6226
NaN,NaN,NaN,NaN,NaN,NaN,1866.0756,NaN,NaN,NaN,NaN,976.43255,1346.25755
NaN,NaN,NaN,NaN,NaN,NaN,1866.4579,NaN,NaN,NaN,NaN,976.70675,1346.861
NaN,NaN,NaN,NaN,NaN,NaN,1866.54185,NaN,NaN,NaN,NaN,976.985,1347.4683
NaN,NaN,NaN,NaN,NaN,NaN,1866.77295,NaN,NaN,NaN,NaN,977.5066,1348.66825
NaN,NaN,NaN,NaN,NaN,NaN,1867.06365,NaN,NaN,NaN,NaN,977.76095,1349.26695
NaN,NaN,NaN,NaN,NaN,NaN,1867.2214,NaN,NaN,NaN,NaN,978.0211,1349.8258
NaN,NaN,NaN,NaN,NaN,NaN,1867.38965,NaN,NaN,NaN,NaN,978.29395,1350.2989
NaN,NaN,NaN,NaN,NaN,NaN,1867.5567,NaN,NaN,NaN,NaN,978.5601,1350.5898
NaN,NaN,NaN,NaN,NaN,NaN,1867.65025,NaN,NaN,NaN,NaN,978.8247,1351.05615
NaN,NaN,NaN,NaN,NaN,NaN,1867.93865,NaN,NaN,NaN,NaN,979.11565,1351.52065
NaN,NaN,NaN,NaN,NaN,NaN,1868.09375,NaN,NaN,NaN,NaN,979.3766,1351.84855
NaN,NaN,NaN,NaN,NaN,NaN,1868.4189,NaN,NaN,NaN,NaN,979.65315,1352.46485
NaN,NaN,NaN,NaN,NaN,NaN,1868.5472,NaN,NaN,NaN,NaN,979.94585,1353.03935
NaN,NaN,NaN,NaN,NaN,NaN,1868.7016,NaN,NaN,NaN,NaN,980.2061,1353.35165
NaN,NaN,NaN,NaN,NaN,NaN,1868.9153,NaN,NaN,NaN,NaN,980.48165,1353.76045
NaN,NaN,NaN,NaN,NaN,NaN,1869.4884,NaN,NaN,NaN,NaN,980.7628,1354.1644
NaN,NaN,NaN,NaN,NaN,NaN,1869.71925,NaN,NaN,NaN,NaN,980.97455,1354.6606
NaN,NaN,NaN,NaN,NaN,NaN,1870.0711,NaN,NaN,NaN,NaN,981.24455,1355.2504
NaN,NaN,NaN,NaN,NaN,NaN,1870.29545,NaN,NaN,NaN,NaN,981.551,1355.84655
NaN,NaN,NaN,NaN,NaN,NaN,1870.47555,NaN,NaN,NaN,NaN,981.8038,1356.5732
NaN,NaN,NaN,NaN,NaN,NaN,1870.8981,NaN,NaN,NaN,NaN,982.0576,1357.30725
NaN,NaN,NaN,NaN,NaN,NaN,1871.7692,NaN,NaN,NaN,NaN,982.29965,1357.61695
NaN,NaN,NaN,NaN,NaN,NaN,1872.4848,NaN,NaN,NaN,NaN,982.53905,1357.9217
NaN,NaN,NaN,NaN,NaN,NaN,1873.0102,NaN,NaN,NaN,NaN,982.78475,1358.32745
NaN,NaN,NaN,NaN,NaN,NaN,1874.1888,NaN,NaN,NaN,NaN,983.0551,1358.688
NaN,NaN,NaN,NaN,NaN,NaN,1874.75005,NaN,NaN,NaN,NaN,983.3232,1359.0234
NaN,NaN,NaN,NaN,NaN,NaN,1875.18345,NaN,NaN,NaN,NaN,983.5817,1359.3543
NaN,NaN,NaN,NaN,NaN,NaN,1875.5049,NaN,NaN,NaN,NaN,983.872,1359.69255
NaN,NaN,NaN,NaN,NaN,NaN,1876.1129,NaN,NaN,NaN,NaN,984.1462,1360.08935
NaN,NaN,NaN,NaN,NaN,NaN,1876.72045,NaN,NaN,NaN,NaN,984.6148,1360.5069
NaN,NaN,NaN,NaN,NaN,NaN,1877.06805,NaN,NaN,NaN,NaN,984.8479,1360.8777
NaN,NaN,NaN,NaN,NaN,NaN,1877.51855,NaN,NaN,NaN,NaN,985.07595,1361.2023
NaN,NaN,NaN,NaN,NaN,NaN,1877.8922,NaN,NaN,NaN,NaN,985.31905,1361.60395
NaN,NaN,NaN,NaN,NaN,NaN,1878.43005,NaN,NaN,NaN,NaN,985.5961,1361.99335
NaN,NaN,NaN,NaN,NaN,NaN,1879.5129,NaN,NaN,NaN,NaN,985.8589,1362.37035
NaN,NaN,NaN,NaN,NaN,NaN,1879.96245,NaN,NaN,NaN,NaN,986.114,1362.69305
NaN,NaN,NaN,NaN,NaN,NaN,1880.54795,NaN,NaN,NaN,NaN,986.3774,1362.9347
NaN,NaN,NaN,NaN,NaN,NaN,1880.95745,NaN,NaN,NaN,NaN,986.652,1363.346
NaN,NaN,NaN,NaN,NaN,NaN,1881.4596,NaN,NaN,NaN,NaN,986.92015,1363.90575
NaN,NaN,NaN,NaN,NaN,NaN,1882.13165,NaN,NaN,NaN,NaN,987.1961,1364.3523
NaN,NaN,NaN,NaN,NaN,NaN,1882.6968,NaN,NaN,NaN,NaN,987.46925,1364.7212
NaN,NaN,NaN,NaN,NaN,NaN,1883.2372,NaN,NaN,NaN,NaN,987.74105,1364.95525
NaN,NaN,NaN,NaN,NaN,NaN,1883.72015,NaN,NaN,NaN,NaN,988.01265,1365.28125
NaN,NaN,NaN,NaN,NaN,NaN,1884.16625,NaN,NaN,NaN,NaN,988.279,1365.63655
NaN,NaN,NaN,NaN,NaN,NaN,1884.80495,NaN,NaN,NaN,NaN,988.5382,1366.22095
NaN,NaN,NaN,NaN,NaN,NaN,1885.1436,NaN,NaN,NaN,NaN,988.8116,1366.55275
NaN,NaN,NaN,NaN,NaN,NaN,1885.70635,NaN,NaN,NaN,NaN,989.08525,1367.0959
NaN,NaN,NaN,NaN,NaN,NaN,1886.26895,NaN,NaN,NaN,NaN,989.37645,1367.62115
NaN,NaN,NaN,NaN,NaN,NaN,1886.6909,NaN,NaN,NaN,NaN,989.66695,1368.02345
NaN,NaN,NaN,NaN,NaN,NaN,1887.11755,NaN,NaN,NaN,NaN,989.9035,1368.4566
NaN,NaN,NaN,NaN,NaN,NaN,1887.92905,NaN,NaN,NaN,NaN,990.14885,1368.9107
NaN,NaN,NaN,NaN,NaN,NaN,1888.3378,NaN,NaN,NaN,NaN,990.38515,1369.37385
NaN,NaN,NaN,NaN,NaN,NaN,1888.9075,NaN,NaN,NaN,NaN,990.62385,1369.74715
NaN,NaN,NaN,NaN,NaN,NaN,1889.4058,NaN,NaN,NaN,NaN,990.8822,1370.02915
NaN,NaN,NaN,NaN,NaN,NaN,1889.76765,NaN,NaN,NaN,NaN,991.15545,1370.3707
NaN,NaN,NaN,NaN,NaN,NaN,1889.8573,NaN,NaN,NaN,NaN,991.45,1370.6712
NaN,NaN,NaN,NaN,NaN,NaN,1890.4889,NaN,NaN,NaN,NaN,991.71285,1370.8437
NaN,NaN,NaN,NaN,NaN,NaN,1891.0545,NaN,NaN,NaN,NaN,991.9716,1371.0181
NaN,NaN,NaN,NaN,NaN,NaN,1891.8567,NaN,NaN,NaN,NaN,992.24215,1371.22865
NaN,NaN,NaN,NaN,NaN,NaN,1892.39385,NaN,NaN,NaN,NaN,992.4229,1371.52525
NaN,NaN,NaN,NaN,NaN,NaN,1892.74635,NaN,NaN,NaN,NaN,992.62815,1371.872
NaN,NaN,NaN,NaN,NaN,NaN,1893.20125,NaN,NaN,NaN,NaN,992.91115,1372.1948
NaN,NaN,NaN,NaN,NaN,NaN,1894.47175,NaN,NaN,NaN,NaN,993.4464,1372.42525
NaN,NaN,NaN,NaN,NaN,NaN,1894.77795,NaN,NaN,NaN,NaN,993.7334,1372.70955
NaN,NaN,NaN,NaN,NaN,NaN,1895.18915,NaN,NaN,NaN,NaN,994.0127,1373.17185
NaN,NaN,NaN,NaN,NaN,NaN,1895.73275,NaN,NaN,NaN,NaN,994.1961,1373.6745
NaN,NaN,NaN,NaN,NaN,NaN,1897.14415,NaN,NaN,NaN,NaN,994.44115,1374.124
NaN,NaN,NaN,NaN,NaN,NaN,1897.7384,NaN,NaN,NaN,NaN,994.7076,1374.4537
NaN,NaN,NaN,NaN,NaN,NaN,1898.7196,NaN,NaN,NaN,NaN,994.96915,1374.90345
NaN,NaN,NaN,NaN,NaN,NaN,1900.14735,NaN,NaN,NaN,NaN,995.25065,1375.4304
NaN,NaN,NaN,NaN,NaN,NaN,1900.6831,NaN,NaN,NaN,NaN,995.51915,1375.6872
NaN,NaN,NaN,NaN,NaN,NaN,1901.02355,NaN,NaN,NaN,NaN,995.79135,1375.96515
NaN,NaN,NaN,NaN,NaN,NaN,1901.4427,NaN,NaN,NaN,NaN,996.03485,1376.19885
NaN,NaN,NaN,NaN,NaN,NaN,1901.81065,NaN,NaN,NaN,NaN,996.29805,1376.46545
NaN,NaN,NaN,NaN,NaN,NaN,1902.26415,NaN,NaN,NaN,NaN,996.56205,1376.9651
NaN,NaN,NaN,NaN,NaN,NaN,1902.6103,NaN,NaN,NaN,NaN,996.82945,1378.12495
NaN,NaN,NaN,NaN,NaN,NaN,1903.0525,NaN,NaN,NaN,NaN,997.11905,1378.8024
NaN,NaN,NaN,NaN,NaN,NaN,1903.39015,NaN,NaN,NaN,NaN,997.3683,1379.22015
NaN,NaN,NaN,NaN,NaN,NaN,1903.70865,NaN,NaN,NaN,NaN,997.614,1379.75775
NaN,NaN,NaN,NaN,NaN,NaN,1904.09895,NaN,NaN,NaN,NaN,997.89695,1380.1548
NaN,NaN,NaN,NaN,NaN,NaN,1904.64635,NaN,NaN,NaN,NaN,998.20535,1380.3888
NaN,NaN,NaN,NaN,NaN,NaN,1905.39505,NaN,NaN,NaN,NaN,998.4373,1380.69815
NaN,NaN,NaN,NaN,NaN,NaN,1905.89085,NaN,NaN,NaN,NaN,998.695,1381.02585
NaN,NaN,NaN,NaN,NaN,NaN,1906.5648,NaN,NaN,NaN,NaN,999.2295,1381.32045
NaN,NaN,NaN,NaN,NaN,NaN,1907.00995,NaN,NaN,NaN,NaN,999.501,1381.5622
NaN,NaN,NaN,NaN,NaN,NaN,1907.3781,NaN,NaN,NaN,NaN,999.7731,1381.8143
NaN,NaN,NaN,NaN,NaN,NaN,1907.9228,NaN,NaN,NaN,NaN,1000.0221,1382.17225
NaN,NaN,NaN,NaN,NaN,NaN,1908.22295,NaN,NaN,NaN,NaN,1000.2813,1382.55615
NaN,NaN,NaN,NaN,NaN,NaN,1908.54115,NaN,NaN,NaN,NaN,1000.5501,1382.9306
NaN,NaN,NaN,NaN,NaN,NaN,1909.0057,NaN,NaN,NaN,NaN,1000.82255,1383.2456
NaN,NaN,NaN,NaN,NaN,NaN,1910.05015,NaN,NaN,NaN,NaN,1001.0643,1383.5555
NaN,NaN,NaN,NaN,NaN,NaN,1910.47905,NaN,NaN,NaN,NaN,1001.34705,1383.97965
NaN,NaN,NaN,NaN,NaN,NaN,1910.87745,NaN,NaN,NaN,NaN,1001.6218,1384.3115
NaN,NaN,NaN,NaN,NaN,NaN,1911.2591,NaN,NaN,NaN,NaN,1001.906,1384.74755
NaN,NaN,NaN,NaN,NaN,NaN,1912.46985,NaN,NaN,NaN,NaN,1002.15965,1385.0829
NaN,NaN,NaN,NaN,NaN,NaN,1912.7855,NaN,NaN,NaN,NaN,1002.43315,1385.4477
NaN,NaN,NaN,NaN,NaN,NaN,1913.2025,NaN,NaN,NaN,NaN,1002.66955,1385.85485
NaN,NaN,NaN,NaN,NaN,NaN,1913.62235,NaN,NaN,NaN,NaN,1002.9328,1386.1728
NaN,NaN,NaN,NaN,NaN,NaN,1913.9568,NaN,NaN,NaN,NaN,1003.1917,1386.98915
NaN,NaN,NaN,NaN,NaN,NaN,1914.9314,NaN,NaN,NaN,NaN,1003.46,1387.79835
NaN,NaN,NaN,NaN,NaN,NaN,1916.0561,NaN,NaN,NaN,NaN,1003.7178,1388.27555
NaN,NaN,NaN,NaN,NaN,NaN,1916.4218,NaN,NaN,NaN,NaN,1003.9942,1388.83555
NaN,NaN,NaN,NaN,NaN,NaN,1916.75785,NaN,NaN,NaN,NaN,1004.2348,1389.30165
NaN,NaN,NaN,NaN,NaN,NaN,1917.20625,NaN,NaN,NaN,NaN,1004.33995,1389.5815
NaN,NaN,NaN,NaN,NaN,NaN,1917.6432,NaN,NaN,NaN,NaN,1004.547,1389.65585
NaN,NaN,NaN,NaN,NaN,NaN,1917.97425,NaN,NaN,NaN,NaN,1004.80965,1389.9315
NaN,NaN,NaN,NaN,NaN,NaN,1918.406,NaN,NaN,NaN,NaN,1005.05085,1390.2951
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1005.2871,1390.61245
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1005.5576,1390.89365
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1005.805,1391.2852
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1006.03035,1391.7351
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1006.27855,1392.09145
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1006.5313,1392.5342
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1006.78225,1392.90435
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1007.0338,1393.2611
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1007.2733,1393.72735
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1007.73925,1393.93315
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1007.99475,1394.07435
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1008.2337,1394.289
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1008.47325,1394.5937
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1008.72695,1394.85745
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1008.98775,1395.58415
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1009.2664,1396.02145
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1009.5078,1396.5429
NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1010.07735,1397.1003
