U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13
NaN,NaN,NaN,566.4134,NaN,NaN,324.59175,NaN,NaN,NaN,NaN,168.37925,150.4553
NaN,NaN,NaN,568.647,NaN,NaN,324.89205,NaN,NaN,NaN,NaN,168.61685,150.7122
NaN,NaN,NaN,569.2079,NaN,NaN,325.43145,NaN,NaN,NaN,NaN,168.8668,151.0167
NaN,NaN,NaN,569.3465,NaN,NaN,325.76195,NaN,NaN,NaN,NaN,169.09335,151.23675
NaN,NaN,NaN,570.67655,NaN,NaN,326.0629,NaN,NaN,NaN,NaN,169.6101,151.5066
NaN,NaN,NaN,571.3567,NaN,NaN,326.7388,NaN,NaN,NaN,NaN,169.88385,151.7947
NaN,NaN,NaN,571.86885,NaN,NaN,327.1266,NaN,NaN,NaN,NaN,170.11645,152.0625
NaN,NaN,NaN,573.04655,NaN,NaN,327.4164,NaN,NaN,NaN,NaN,170.36905,152.33865
NaN,NaN,NaN,575.94035,NaN,NaN,327.93445,NaN,NaN,NaN,NaN,170.6314,152.60005
NaN,NaN,NaN,576.1251,NaN,NaN,328.27905,NaN,NaN,NaN,NaN,170.9019,152.8398
NaN,NaN,NaN,576.7994,NaN,NaN,328.7064,NaN,NaN,NaN,NaN,171.4007,153.1805
NaN,NaN,NaN,577.57135,NaN,NaN,329.55905,NaN,NaN,NaN,NaN,171.66865,153.4954
NaN,NaN,NaN,577.7951,NaN,NaN,330.00645,NaN,NaN,NaN,NaN,171.9119,153.74915
NaN,NaN,NaN,578.22075,NaN,NaN,330.2453,NaN,NaN,NaN,NaN,172.1493,154.0219
NaN,NaN,NaN,579.73925,NaN,NaN,330.6214,NaN,NaN,NaN,NaN,172.41645,154.33695
NaN,NaN,NaN,580.3515,NaN,NaN,331.2595,NaN,NaN,NaN,NaN,172.6655,154.6297
NaN,NaN,NaN,580.8182,NaN,NaN,332.8313,NaN,NaN,NaN,NaN,172.92535,154.87925
NaN,NaN,NaN,582.0761,NaN,NaN,333.2577,NaN,NaN,NaN,NaN,173.1784,155.1779
NaN,NaN,NaN,582.40615,NaN,NaN,333.6169,NaN,NaN,NaN,NaN,173.43615,155.49045
NaN,NaN,NaN,582.7555,NaN,NaN,333.96515,NaN,NaN,NaN,NaN,173.5612,155.73455
NaN,NaN,NaN,583.29285,NaN,NaN,334.3202,NaN,NaN,NaN,NaN,173.62785,156.0213
NaN,NaN,NaN,590.25745,NaN,NaN,334.4685,NaN,NaN,NaN,NaN,173.85555,156.25425
NaN,NaN,NaN,590.29425,NaN,NaN,334.80375,NaN,NaN,NaN,NaN,174.13165,156.62285
NaN,NaN,NaN,590.8702,NaN,NaN,335.2167,NaN,NaN,NaN,NaN,174.60345,156.8546
NaN,NaN,NaN,591.5443,NaN,NaN,335.7691,NaN,NaN,NaN,NaN,174.88665,157.08515
NaN,NaN,NaN,595.46355,NaN,NaN,336.2315,NaN,NaN,NaN,NaN,175.15915,157.34905
NaN,NaN,NaN,597.3895,NaN,NaN,336.6228,NaN,NaN,NaN,NaN,175.3966,157.6205
NaN,NaN,NaN,598.2181,NaN,NaN,336.9827,NaN,NaN,NaN,NaN,175.6263,157.9122
NaN,NaN,NaN,599.75485,NaN,NaN,337.2922,NaN,NaN,NaN,NaN,175.72625,158.2307
NaN,NaN,NaN,600.20685,NaN,NaN,337.59965,NaN,NaN,NaN,NaN,175.8708,158.43255
NaN,NaN,NaN,600.9688,NaN,NaN,337.95055,NaN,NaN,NaN,NaN,176.10895,158.6476
NaN,NaN,NaN,601.76845,NaN,NaN,337.964,NaN,NaN,NaN,NaN,176.36415,158.93955
NaN,NaN,NaN,603.202,NaN,NaN,338.26445,NaN,NaN,NaN,NaN,176.62275,159.1841
NaN,NaN,NaN,605.0202,NaN,NaN,338.72635,NaN,NaN,NaN,NaN,176.86195,159.4967
NaN,NaN,NaN,605.4629,NaN,NaN,339.0651,NaN,NaN,NaN,NaN,177.1381,159.7989
NaN,NaN,NaN,605.99945,NaN,NaN,339.35615,NaN,NaN,NaN,NaN,177.3907,160.08805
NaN,NaN,NaN,606.53675,NaN,NaN,339.5406,NaN,NaN,NaN,NaN,177.6481,160.45345
NaN,NaN,NaN,607.00835,NaN,NaN,340.14675,NaN,NaN,NaN,NaN,177.8707,160.7628
NaN,NaN,NaN,607.2206,NaN,NaN,340.65605,NaN,NaN,NaN,NaN,178.11025,161.09635
NaN,NaN,NaN,607.76895,NaN,NaN,341.36935,NaN,NaN,NaN,NaN,178.5491,161.31825
NaN,NaN,NaN,609.30725,NaN,NaN,341.7186,NaN,NaN,NaN,NaN,178.7716,161.59425
NaN,NaN,NaN,610.017,NaN,NaN,341.98075,NaN,NaN,NaN,NaN,178.99195,161.86505
NaN,NaN,NaN,611.12525,NaN,NaN,342.4192,NaN,NaN,NaN,NaN,179.25325,162.0426
NaN,NaN,NaN,611.5254,NaN,NaN,342.6491,NaN,NaN,NaN,NaN,179.50785,162.34165
NaN,NaN,NaN,611.95785,NaN,NaN,343.1095,NaN,NaN,NaN,NaN,179.72535,162.63345
NaN,NaN,NaN,612.4247,NaN,NaN,343.6181,NaN,NaN,NaN,NaN,180.4556,162.8307
NaN,NaN,NaN,612.83205,NaN,NaN,344.2234,NaN,NaN,NaN,NaN,180.67195,163.07335
NaN,NaN,NaN,613.19275,NaN,NaN,344.50335,NaN,NaN,NaN,NaN,181.18205,163.3193
NaN,NaN,NaN,613.60825,NaN,NaN,344.87505,NaN,NaN,NaN,NaN,181.4236,163.58435
NaN,NaN,NaN,613.9811,NaN,NaN,345.3519,NaN,NaN,NaN,NaN,181.67435,163.8371
NaN,NaN,NaN,614.29855,NaN,NaN,346.16495,NaN,NaN,NaN,NaN,181.9409,164.08265
NaN,NaN,NaN,614.5517,NaN,NaN,346.36945,NaN,NaN,NaN,NaN,182.1929,164.3223
NaN,NaN,NaN,614.9188,NaN,NaN,346.7641,NaN,NaN,NaN,NaN,182.44335,164.60145
NaN,NaN,NaN,615.4036,NaN,NaN,347.1421,NaN,NaN,NaN,NaN,182.6792,164.79755
NaN,NaN,NaN,615.80675,NaN,NaN,347.4369,NaN,NaN,NaN,NaN,182.9268,165.0896
NaN,NaN,NaN,616.4098,NaN,NaN,348.21855,NaN,NaN,NaN,NaN,183.16075,165.31685
NaN,NaN,NaN,616.9696,NaN,NaN,348.5581,NaN,NaN,NaN,NaN,183.3831,165.58035
NaN,NaN,NaN,617.34405,NaN,NaN,348.99005,NaN,NaN,NaN,NaN,183.3916,165.79295
NaN,NaN,NaN,617.50515,NaN,NaN,349.4859,NaN,NaN,NaN,NaN,183.49485,165.98315
NaN,NaN,NaN,618.01235,NaN,NaN,350.4485,NaN,NaN,NaN,NaN,183.6417,166.25665
NaN,NaN,NaN,618.34765,NaN,NaN,351.221,NaN,NaN,NaN,NaN,183.87565,166.63595
NaN,NaN,NaN,619.9004,NaN,NaN,351.55405,NaN,NaN,NaN,NaN,184.1096,166.9391
NaN,NaN,NaN,620.04205,NaN,NaN,351.97835,NaN,NaN,NaN,NaN,184.3479,167.2471
NaN,NaN,NaN,620.6153,NaN,NaN,352.4523,NaN,NaN,NaN,NaN,184.5601,167.47715
NaN,NaN,NaN,620.97185,NaN,NaN,352.78155,NaN,NaN,NaN,NaN,184.7926,167.699
NaN,NaN,NaN,622.8959,NaN,NaN,353.4026,NaN,NaN,NaN,NaN,185.2181,168.03495
NaN,NaN,NaN,623.34235,NaN,NaN,353.7039,NaN,NaN,NaN,NaN,185.4815,168.36555
NaN,NaN,NaN,623.53,NaN,NaN,354.00905,NaN,NaN,NaN,NaN,185.72445,168.70345
NaN,NaN,NaN,623.9072,NaN,NaN,354.72995,NaN,NaN,NaN,NaN,185.9485,169.00255
NaN,NaN,NaN,625.0573,NaN,NaN,354.83105,NaN,NaN,NaN,NaN,186.182,169.27855
NaN,NaN,NaN,625.62775,NaN,NaN,355.79055,NaN,NaN,NaN,NaN,186.4223,169.49785
NaN,NaN,NaN,626.67285,NaN,NaN,356.15765,NaN,NaN,NaN,NaN,186.661,169.8222
NaN,NaN,NaN,627.415,NaN,NaN,356.89815,NaN,NaN,NaN,NaN,186.8935,170.17045
NaN,NaN,NaN,630.14855,NaN,NaN,357.2684,NaN,NaN,NaN,NaN,187.15205,170.4505
NaN,NaN,NaN,630.8581,NaN,NaN,357.8695,NaN,NaN,NaN,NaN,187.41325,170.7464
NaN,NaN,NaN,632.1137,NaN,NaN,358.21995,NaN,NaN,NaN,NaN,187.645,171.03025
NaN,NaN,NaN,632.88535,NaN,NaN,358.7588,NaN,NaN,NaN,NaN,187.8705,171.2707
NaN,NaN,NaN,633.63445,NaN,NaN,359.3283,NaN,NaN,NaN,NaN,188.06695,171.5021
NaN,NaN,NaN,634.2797,NaN,NaN,359.80405,NaN,NaN,NaN,NaN,188.26935,171.7669
NaN,NaN,NaN,635.6062,NaN,NaN,360.3077,NaN,NaN,NaN,NaN,188.50355,172.0858
NaN,NaN,NaN,636.2891,NaN,NaN,360.9207,NaN,NaN,NaN,NaN,188.73525,172.41125
NaN,NaN,NaN,636.96485,NaN,NaN,361.31305,NaN,NaN,NaN,NaN,188.9495,172.68435
NaN,NaN,NaN,637.40265,NaN,NaN,361.3935,NaN,NaN,NaN,NaN,189.17375,172.93045
NaN,NaN,NaN,638.34445,NaN,NaN,361.5359,NaN,NaN,NaN,NaN,189.57365,173.2801
NaN,NaN,NaN,638.9189,NaN,NaN,361.8202,NaN,NaN,NaN,NaN,189.83935,173.52925
NaN,NaN,NaN,639.3532,NaN,NaN,362.15805,NaN,NaN,NaN,NaN,190.10125,173.7074
NaN,NaN,NaN,639.7106,NaN,NaN,362.57965,NaN,NaN,NaN,NaN,190.3255,173.8955
NaN,NaN,NaN,640.07335,NaN,NaN,363.07855,NaN,NaN,NaN,NaN,190.568,174.1226
NaN,NaN,NaN,640.54445,NaN,NaN,363.57435,NaN,NaN,NaN,NaN,190.8055,174.31955
NaN,NaN,NaN,640.80345,NaN,NaN,364.4866,NaN,NaN,NaN,NaN,191.06015,174.59675
NaN,NaN,NaN,640.87735,NaN,NaN,364.9777,NaN,NaN,NaN,NaN,191.2823,174.8097
NaN,NaN,NaN,641.20465,NaN,NaN,365.53515,NaN,NaN,NaN,NaN,191.5155,174.9934
NaN,NaN,NaN,641.6692,NaN,NaN,366.01815,NaN,NaN,NaN,NaN,191.7397,175.2123
NaN,NaN,NaN,642.01695,NaN,NaN,366.3438,NaN,NaN,NaN,NaN,191.99455,175.425
NaN,NaN,NaN,642.2013,NaN,NaN,366.6746,NaN,NaN,NaN,NaN,192.24695,175.67835
NaN,NaN,NaN,642.475,NaN,NaN,366.9448,NaN,NaN,NaN,NaN,192.52115,175.91665
NaN,NaN,NaN,642.8312,NaN,NaN,367.1844,NaN,NaN,NaN,NaN,192.7452,176.13655
NaN,NaN,NaN,643.30845,NaN,NaN,367.6063,NaN,NaN,NaN,NaN,192.97975,176.3736
NaN,NaN,NaN,643.75765,NaN,NaN,367.8929,NaN,NaN,NaN,NaN,193.2268,176.6409
NaN,NaN,NaN,644.03925,NaN,NaN,368.24555,NaN,NaN,NaN,NaN,193.4918,176.88565
NaN,NaN,NaN,644.4985,NaN,NaN,368.6451,NaN,NaN,NaN,NaN,193.71685,177.07985
NaN,NaN,NaN,644.9353,NaN,NaN,368.8817,NaN,NaN,NaN,NaN,193.86585,177.29075
NaN,NaN,NaN,645.40355,NaN,NaN,369.32725,NaN,NaN,NaN,NaN,194.13715,177.5348
NaN,NaN,NaN,645.7465,NaN,NaN,369.50875,NaN,NaN,NaN,NaN,194.3713,177.72975
NaN,NaN,NaN,646.10565,NaN,NaN,369.6739,NaN,NaN,NaN,NaN,194.617,177.98585
NaN,NaN,NaN,646.49835,NaN,NaN,369.9509,NaN,NaN,NaN,NaN,194.87515,178.34655
NaN,NaN,NaN,646.8963,NaN,NaN,370.34515,NaN,NaN,NaN,NaN,195.11065,178.55295
NaN,NaN,NaN,647.4402,NaN,NaN,370.57935,NaN,NaN,NaN,NaN,195.36415,178.9363
NaN,NaN,NaN,647.7649,NaN,NaN,370.65975,NaN,NaN,NaN,NaN,195.6832,179.2305
NaN,NaN,NaN,648.205,NaN,NaN,371.06075,NaN,NaN,NaN,NaN,195.92555,179.4699
NaN,NaN,NaN,648.5363,NaN,NaN,371.7239,NaN,NaN,NaN,NaN,196.2008,179.7351
NaN,NaN,NaN,648.86165,NaN,NaN,372.79775,NaN,NaN,NaN,NaN,196.472,179.97105
NaN,NaN,NaN,649.44645,NaN,NaN,373.3158,NaN,NaN,NaN,NaN,196.7338,180.29815
NaN,NaN,NaN,650.1466,NaN,NaN,373.4515,NaN,NaN,NaN,NaN,196.9833,180.61915
NaN,NaN,NaN,650.77175,NaN,NaN,373.9,NaN,NaN,NaN,NaN,197.23125,180.8399
NaN,NaN,NaN,651.07,NaN,NaN,374.0281,NaN,NaN,NaN,NaN,197.4859,181.30575
NaN,NaN,NaN,651.35825,NaN,NaN,374.7027,NaN,NaN,NaN,NaN,197.74465,181.6589
NaN,NaN,NaN,651.74295,NaN,NaN,375.1116,NaN,NaN,NaN,NaN,198.00695,181.93005
NaN,NaN,NaN,651.91445,NaN,NaN,375.4073,NaN,NaN,NaN,NaN,198.2673,182.25745
NaN,NaN,NaN,652.28,NaN,NaN,376.4751,NaN,NaN,NaN,NaN,198.51215,182.5235
NaN,NaN,NaN,652.77905,NaN,NaN,376.83455,NaN,NaN,NaN,NaN,199.04355,182.7924
NaN,NaN,NaN,653.1706,NaN,NaN,377.5326,NaN,NaN,NaN,NaN,199.3053,183.08835
NaN,NaN,NaN,653.96105,NaN,NaN,377.98525,NaN,NaN,NaN,NaN,199.55145,183.3358
NaN,NaN,NaN,655.87215,NaN,NaN,378.5298,NaN,NaN,NaN,NaN,199.8009,183.371
NaN,NaN,NaN,656.3083,NaN,NaN,378.8849,NaN,NaN,NaN,NaN,200.0656,183.52295
NaN,NaN,NaN,657.19325,NaN,NaN,379.23975,NaN,NaN,NaN,NaN,200.5631,183.76135
NaN,NaN,NaN,657.24195,NaN,NaN,380.62625,NaN,NaN,NaN,NaN,200.8078,183.97555
NaN,NaN,NaN,658.2344,NaN,NaN,381.184,NaN,NaN,NaN,NaN,201.05055,184.2124
NaN,NaN,NaN,658.864,NaN,NaN,381.5044,NaN,NaN,NaN,NaN,201.30915,184.50375
NaN,NaN,NaN,659.4291,NaN,NaN,381.8295,NaN,NaN,NaN,NaN,201.54745,184.8024
NaN,NaN,NaN,659.7602,NaN,NaN,382.188,NaN,NaN,NaN,NaN,201.80135,185.0183
NaN,NaN,NaN,660.11715,NaN,NaN,382.71375,NaN,NaN,NaN,NaN,202.0261,185.29575
NaN,NaN,NaN,660.63965,NaN,NaN,382.9671,NaN,NaN,NaN,NaN,202.271,185.56745
NaN,NaN,NaN,661.05055,NaN,NaN,383.30865,NaN,NaN,NaN,NaN,202.5086,185.82055
NaN,NaN,NaN,661.64705,NaN,NaN,383.8287,NaN,NaN,NaN,NaN,202.75015,186.00325
NaN,NaN,NaN,662.2116,NaN,NaN,384.2491,NaN,NaN,NaN,NaN,203.29875,186.20305
NaN,NaN,NaN,662.6713,NaN,NaN,384.5817,NaN,NaN,NaN,NaN,203.85495,186.374
NaN,NaN,NaN,663.11625,NaN,NaN,384.83985,NaN,NaN,NaN,NaN,204.10185,186.53845
NaN,NaN,NaN,663.4576,NaN,NaN,385.18115,NaN,NaN,NaN,NaN,204.35155,186.69295
NaN,NaN,NaN,663.88815,NaN,NaN,385.6622,NaN,NaN,NaN,NaN,204.58165,186.85435
NaN,NaN,NaN,664.57425,NaN,NaN,386.2063,NaN,NaN,NaN,NaN,204.8259,187
NaN,NaN,NaN,664.60905,NaN,NaN,386.7148,NaN,NaN,NaN,NaN,205.09285,187.14555
NaN,NaN,NaN,665.2073,NaN,NaN,387.6071,NaN,NaN,NaN,NaN,205.3471,187.2998
NaN,NaN,NaN,665.67725,NaN,NaN,388.06345,NaN,NaN,NaN,NaN,205.5959,187.50725
NaN,NaN,NaN,666.5034,NaN,NaN,389.15415,NaN,NaN,NaN,NaN,205.8441,187.6447
NaN,NaN,NaN,666.5803,NaN,NaN,389.57525,NaN,NaN,NaN,NaN,206.1153,187.821
NaN,NaN,NaN,666.9453,NaN,NaN,389.7855,NaN,NaN,NaN,NaN,206.38485,188.11665
NaN,NaN,NaN,667.55655,NaN,NaN,390.4236,NaN,NaN,NaN,NaN,206.68175,188.2719
NaN,NaN,NaN,668.4177,NaN,NaN,391.22505,NaN,NaN,NaN,NaN,206.98365,188.43325
NaN,NaN,NaN,670.0274,NaN,NaN,391.9491,NaN,NaN,NaN,NaN,207.2465,188.5937
NaN,NaN,NaN,670.7604,NaN,NaN,392.45515,NaN,NaN,NaN,NaN,207.52065,188.73665
NaN,NaN,NaN,671.28265,NaN,NaN,392.87825,NaN,NaN,NaN,NaN,207.76535,188.9102
NaN,NaN,NaN,672.2812,NaN,NaN,393.1365,NaN,NaN,NaN,NaN,208.0128,189.09125
NaN,NaN,NaN,673.04335,NaN,NaN,393.66655,NaN,NaN,NaN,NaN,208.26915,189.2623
NaN,NaN,NaN,673.4569,NaN,NaN,394.01165,NaN,NaN,NaN,NaN,208.74045,189.33045
NaN,NaN,NaN,673.8971,NaN,NaN,394.34525,NaN,NaN,NaN,NaN,208.999,189.42855
NaN,NaN,NaN,674.25055,NaN,NaN,394.72915,NaN,NaN,NaN,NaN,209.22475,189.54355
NaN,NaN,NaN,674.3516,NaN,NaN,394.9412,NaN,NaN,NaN,NaN,209.47275,189.70885
NaN,NaN,NaN,674.62365,NaN,NaN,395.4992,NaN,NaN,NaN,NaN,209.74215,189.87465
NaN,NaN,NaN,675.01025,NaN,NaN,396.258,NaN,NaN,NaN,NaN,210.0187,190.0388
NaN,NaN,NaN,675.43615,NaN,NaN,396.73555,NaN,NaN,NaN,NaN,210.54515,190.21155
NaN,NaN,NaN,675.978,NaN,NaN,397.31835,NaN,NaN,NaN,NaN,210.8017,190.3701
NaN,NaN,NaN,676.3777,NaN,NaN,397.831,NaN,NaN,NaN,NaN,211.0624,190.5383
NaN,NaN,NaN,676.6603,NaN,NaN,398.26215,NaN,NaN,NaN,NaN,211.34815,190.6648
NaN,NaN,NaN,677.0512,NaN,NaN,399.19605,NaN,NaN,NaN,NaN,211.65375,190.80275
NaN,NaN,NaN,677.6079,NaN,NaN,399.4739,NaN,NaN,NaN,NaN,211.914,190.92905
NaN,NaN,NaN,677.98595,NaN,NaN,399.90435,NaN,NaN,NaN,NaN,212.1783,191.06665
NaN,NaN,NaN,678.5426,NaN,NaN,400.205,NaN,NaN,NaN,NaN,212.45765,191.22265
NaN,NaN,NaN,678.9067,NaN,NaN,400.7699,NaN,NaN,NaN,NaN,212.702,191.39255
NaN,NaN,NaN,679.27,NaN,NaN,401.19115,NaN,NaN,NaN,NaN,212.97695,191.52505
NaN,NaN,NaN,679.72385,NaN,NaN,401.5051,NaN,NaN,NaN,NaN,213.2421,191.7017
NaN,NaN,NaN,680.29405,NaN,NaN,401.90015,NaN,NaN,NaN,NaN,213.50475,191.84
NaN,NaN,NaN,680.7387,NaN,NaN,402.26575,NaN,NaN,NaN,NaN,213.75545,191.9905
NaN,NaN,NaN,681.37695,NaN,NaN,402.67545,NaN,NaN,NaN,NaN,214.0437,192.15745
NaN,NaN,NaN,681.9126,NaN,NaN,403.2407,NaN,NaN,NaN,NaN,214.24805,192.3495
NaN,NaN,NaN,682.1618,NaN,NaN,403.31775,NaN,NaN,NaN,NaN,214.25045,192.48725
NaN,NaN,NaN,682.18445,NaN,NaN,403.6418,NaN,NaN,NaN,NaN,214.46835,192.64885
NaN,NaN,NaN,682.227,NaN,NaN,404.0068,NaN,NaN,NaN,NaN,214.71075,192.81395
NaN,NaN,NaN,682.7756,NaN,NaN,404.2419,NaN,NaN,NaN,NaN,214.97575,192.95225
NaN,NaN,NaN,683.2503,NaN,NaN,405.1798,NaN,NaN,NaN,NaN,215.2268,193.1139
NaN,NaN,NaN,683.61425,NaN,NaN,405.6281,NaN,NaN,NaN,NaN,215.4697,193.28625
NaN,NaN,NaN,684.17825,NaN,NaN,405.98545,NaN,NaN,NaN,NaN,215.70805,193.45855
NaN,NaN,NaN,684.67185,NaN,NaN,406.43655,NaN,NaN,NaN,NaN,216.24735,193.62335
NaN,NaN,NaN,685.26125,NaN,NaN,406.7715,NaN,NaN,NaN,NaN,216.52575,193.7859
NaN,NaN,NaN,685.7064,NaN,NaN,406.99545,NaN,NaN,NaN,NaN,216.56125,194.02105
NaN,NaN,NaN,686.18925,NaN,NaN,407.3638,NaN,NaN,NaN,NaN,216.78795,194.1418
NaN,NaN,NaN,686.60975,NaN,NaN,407.9356,NaN,NaN,NaN,NaN,217.0442,194.31215
NaN,NaN,NaN,686.98825,NaN,NaN,408.41195,NaN,NaN,NaN,NaN,217.30765,194.4856
NaN,NaN,NaN,687.29155,NaN,NaN,408.73285,NaN,NaN,NaN,NaN,217.5608,194.64855
NaN,NaN,NaN,687.6785,NaN,NaN,409.24405,NaN,NaN,NaN,NaN,217.80455,194.8269
NaN,NaN,NaN,688.03405,NaN,NaN,409.5035,NaN,NaN,NaN,NaN,218.0487,194.9987
NaN,NaN,NaN,688.56925,NaN,NaN,409.895,NaN,NaN,NaN,NaN,218.312,195.1582
NaN,NaN,NaN,689.09855,NaN,NaN,410.1801,NaN,NaN,NaN,NaN,218.6136,195.32045
NaN,NaN,NaN,689.4524,NaN,NaN,410.4853,NaN,NaN,NaN,NaN,218.82965,195.48195
NaN,NaN,NaN,689.96195,NaN,NaN,410.7223,NaN,NaN,NaN,NaN,219.08685,195.7882
NaN,NaN,NaN,690.44235,NaN,NaN,410.98155,NaN,NaN,NaN,NaN,219.36395,195.9412
NaN,NaN,NaN,690.82685,NaN,NaN,411.4431,NaN,NaN,NaN,NaN,219.60455,196.1116
NaN,NaN,NaN,691.39315,NaN,NaN,411.8267,NaN,NaN,NaN,NaN,220.1332,196.3265
NaN,NaN,NaN,691.96635,NaN,NaN,412.11095,NaN,NaN,NaN,NaN,220.393,196.48605
NaN,NaN,NaN,692.92325,NaN,NaN,412.39965,NaN,NaN,NaN,NaN,220.63775,196.65555
NaN,NaN,NaN,693.94105,NaN,NaN,412.61215,NaN,NaN,NaN,NaN,220.8865,196.84225
NaN,NaN,NaN,694.46305,NaN,NaN,412.87075,NaN,NaN,NaN,NaN,221.1337,197.0348
NaN,NaN,NaN,694.90935,NaN,NaN,413.3766,NaN,NaN,NaN,NaN,221.3681,197.21045
NaN,NaN,NaN,695.43445,NaN,NaN,413.7393,NaN,NaN,NaN,NaN,221.8442,197.4892
NaN,NaN,NaN,696.0195,NaN,NaN,414.85495,NaN,NaN,NaN,NaN,222.0775,197.7684
NaN,NaN,NaN,696.5795,NaN,NaN,415.7006,NaN,NaN,NaN,NaN,222.31095,198.0579
NaN,NaN,NaN,697.04395,NaN,NaN,416.0209,NaN,NaN,NaN,NaN,222.5413,198.28635
NaN,NaN,NaN,697.17815,NaN,NaN,416.05125,NaN,NaN,NaN,NaN,222.78785,198.5318
NaN,NaN,NaN,697.622,NaN,NaN,416.3911,NaN,NaN,NaN,NaN,223.2873,198.77435
NaN,NaN,NaN,698.0183,NaN,NaN,416.72385,NaN,NaN,NaN,NaN,223.5375,198.98515
NaN,NaN,NaN,698.50815,NaN,NaN,417.128,NaN,NaN,NaN,NaN,223.7709,199.19865
NaN,NaN,NaN,698.7538,NaN,NaN,417.4878,NaN,NaN,NaN,NaN,224.02985,199.3586
NaN,NaN,NaN,699.0984,NaN,NaN,417.9523,NaN,NaN,NaN,NaN,224.2829,199.59095
NaN,NaN,NaN,699.40465,NaN,NaN,418.2966,NaN,NaN,NaN,NaN,224.5267,199.8293
NaN,NaN,NaN,699.9018,NaN,NaN,418.7813,NaN,NaN,NaN,NaN,224.76135,200.064
NaN,NaN,NaN,700.2568,NaN,NaN,419.2366,NaN,NaN,NaN,NaN,225.0179,200.3511
NaN,NaN,NaN,701.0791,NaN,NaN,419.49875,NaN,NaN,NaN,NaN,225.28195,200.6443
NaN,NaN,NaN,701.62365,NaN,NaN,419.8701,NaN,NaN,NaN,NaN,225.5356,200.89785
NaN,NaN,NaN,705.5726,NaN,NaN,420.33385,NaN,NaN,NaN,NaN,225.80165,201.11635
NaN,NaN,NaN,706.1841,NaN,NaN,421.0562,NaN,NaN,NaN,NaN,226.0548,201.37985
NaN,NaN,NaN,706.78285,NaN,NaN,421.49545,NaN,NaN,NaN,NaN,226.3046,201.6649
NaN,NaN,NaN,707.25605,NaN,NaN,422.12445,NaN,NaN,NaN,NaN,226.5385,201.8986
NaN,NaN,NaN,707.68755,NaN,NaN,422.33105,NaN,NaN,NaN,NaN,227.26545,202.11485
NaN,NaN,NaN,708.25615,NaN,NaN,423.0573,NaN,NaN,NaN,NaN,227.52785,202.3511
NaN,NaN,NaN,708.95685,NaN,NaN,423.40185,NaN,NaN,NaN,NaN,227.7633,202.62305
NaN,NaN,NaN,709.61585,NaN,NaN,424.08425,NaN,NaN,NaN,NaN,228.0071,202.9432
NaN,NaN,NaN,710.14385,NaN,NaN,424.8582,NaN,NaN,NaN,NaN,228.243,203.1642
NaN,NaN,NaN,711.65145,NaN,NaN,424.9219,NaN,NaN,NaN,NaN,228.50025,203.3763
NaN,NaN,NaN,712.27895,NaN,NaN,424.9887,NaN,NaN,NaN,NaN,228.74415,203.7174
NaN,NaN,NaN,712.80065,NaN,NaN,425.34795,NaN,NaN,NaN,NaN,228.98045,203.9792
NaN,NaN,NaN,713.1862,NaN,NaN,426.00715,NaN,NaN,NaN,NaN,229.2291,204.23705
NaN,NaN,NaN,716.0708,NaN,NaN,426.22745,NaN,NaN,NaN,NaN,229.45215,204.48645
NaN,NaN,NaN,716.37305,NaN,NaN,427.5364,NaN,NaN,NaN,NaN,229.6822,204.7551
NaN,NaN,NaN,716.4214,NaN,NaN,428.1085,NaN,NaN,NaN,NaN,229.90835,205.0563
NaN,NaN,NaN,716.46935,NaN,NaN,428.658,NaN,NaN,NaN,NaN,230.02815,205.4062
NaN,NaN,NaN,717.2116,NaN,NaN,429.82405,NaN,NaN,NaN,NaN,230.04845,205.75075
NaN,NaN,NaN,717.7487,NaN,NaN,430.76015,NaN,NaN,NaN,NaN,230.38855,206.11265
NaN,NaN,NaN,718.79115,NaN,NaN,430.9476,NaN,NaN,NaN,NaN,230.6312,206.47735
NaN,NaN,NaN,719.58,NaN,NaN,431.27865,NaN,NaN,NaN,NaN,230.8777,206.8667
NaN,NaN,NaN,720.06915,NaN,NaN,432.13695,NaN,NaN,NaN,NaN,231.12605,207.2125
NaN,NaN,NaN,720.8429,NaN,NaN,433.65955,NaN,NaN,NaN,NaN,231.6027,207.55725
NaN,NaN,NaN,721.49665,NaN,NaN,434.6398,NaN,NaN,NaN,NaN,231.8422,207.92505
NaN,NaN,NaN,722.2016,NaN,NaN,435.4438,NaN,NaN,NaN,NaN,232.0716,208.17145
NaN,NaN,NaN,724.6615,NaN,NaN,436.4519,NaN,NaN,NaN,NaN,232.29115,208.68485
NaN,NaN,NaN,725.15205,NaN,NaN,436.86785,NaN,NaN,NaN,NaN,232.548,209.0541
NaN,NaN,NaN,725.78725,NaN,NaN,437.0977,NaN,NaN,NaN,NaN,232.77825,209.38145
NaN,NaN,NaN,726.13425,NaN,NaN,437.37365,NaN,NaN,NaN,NaN,233.0296,209.7687
NaN,NaN,NaN,726.13815,NaN,NaN,437.4461,NaN,NaN,NaN,NaN,233.527,210.0402
NaN,NaN,NaN,726.1594,NaN,NaN,437.6678,NaN,NaN,NaN,NaN,233.743,210.33775
NaN,NaN,NaN,726.4662,NaN,NaN,438.1147,NaN,NaN,NaN,NaN,233.9645,210.71055
