U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
18.714,NaN,13.901,12.482,12.49,13.254,15.871,13.23,13.47,9.674,10.73,10.11,16.015,14.471,13.139,15.336,14.133,14.47,12.802,18.037,11.086,14.499,12.337,11.478,12.491,14.396,10.986,12.207,14.402,15.017,13.161,10.866,12.456,9.355,9.887,11.811,7.659,9.729,13.353,13.479,14.217,70.881,10.54,11.879,18.986,13.412,11.711,13.033,10.691,11.702,15.646,12.763,13.715,11.988,11.495,11.519,13.394,14.281,13.913,13.735,11.697,9.579,13.761,13.125,12.542,14.568,11.424,12.136,16.395,9.66,11.606,13.034,9.658,9.622,10.347,10.928,9.917,10.11,15.622,12.701
18.929,NaN,14.004,12.781,12.68,13.713,16.149,13.583,13.614,9.955,11.463,10.247,16.3,14.807,13.997,15.481,14.295,14.659,12.939,18.267,11.421,14.757,12.624,11.788,12.639,14.741,11.13,12.462,14.652,15.331,13.729,11.165,13.411,9.457,10.33,12.148,8.032,10.498,13.641,13.519,14.788,73.247,10.638,12.189,19.303,13.478,12.083,13.225,10.841,12.064,16.319,13.178,14.189,12.056,11.591,11.621,13.973,14.719,14.148,14.011,11.776,9.715,14.192,13.28,12.9,14.697,12.414,12.513,16.499,9.831,11.774,13.092,9.744,10.152,10.446,11.061,9.961,10.266,16.723,14.298
19.363,NaN,14.174,13.006,13.221,13.987,16.251,13.774,13.829,10.104,12.163,10.459,16.608,15.767,14.491,15.971,14.492,15.226,13.118,18.568,11.889,14.882,12.826,11.918,12.986,14.981,11.572,12.594,14.829,15.574,14.134,11.28,13.501,9.494,10.893,12.188,8.534,10.967,14.322,13.793,16.181,73.794,10.807,12.446,19.554,13.635,12.294,13.728,11.277,12.203,18.204,14.759,14.575,12.195,11.691,11.663,14.064,14.933,14.346,14.578,12.079,10.176,14.379,13.487,13.008,14.818,12.537,12.655,16.787,10.079,11.796,14.246,9.838,10.261,10.583,11.217,10.571,10.73,16.916,14.346
19.501,NaN,14.374,13.436,13.454,14.263,16.389,14.388,14.299,10.273,12.377,10.593,16.895,16.548,14.903,16.166,14.608,15.866,14.196,18.836,11.999,15.263,13.341,12.514,13.146,15.295,12.173,12.763,15.02,16.006,14.351,11.35,13.662,9.616,11.022,12.547,8.622,11.202,14.87,14.312,16.431,75.18,10.984,12.771,19.89,13.941,12.735,14.727,12.131,12.464,18.511,14.884,14.896,12.426,11.854,12.531,14.37,15.109,14.755,14.832,12.322,10.414,14.572,13.756,13.182,15.457,12.792,12.799,17.299,10.345,12.164,15.119,10.232,11.109,10.698,11.444,11.323,11.199,17.076,14.632
19.89,NaN,14.928,13.717,14.203,14.382,16.494,14.635,14.484,10.598,12.53,10.696,17.131,17.673,15.133,16.845,15.357,16.144,14.344,19.002,12.479,15.802,13.66,13.116,13.443,15.429,13.005,12.978,15.154,16.215,14.681,11.605,14.078,9.725,11.612,12.603,9.035,11.945,15.054,14.782,16.534,75.926,11.115,13.657,19.995,14.287,12.999,14.914,12.399,12.805,18.954,15.082,15.21,12.773,11.993,12.873,14.534,15.192,14.901,15.156,14.624,10.745,14.71,13.962,13.355,15.912,13.154,13.405,17.895,10.562,12.299,15.44,10.937,11.157,10.823,11.489,11.613,11.232,17.937,14.735
20.149,NaN,15.141,14.047,14.401,14.861,17.124,14.754,14.711,10.708,12.948,10.895,17.319,17.765,15.242,17.086,15.768,16.481,14.822,19.161,12.818,16.08,13.887,14.38,13.554,15.619,13.833,13.06,15.571,16.301,14.897,12.072,14.162,10.194,12.136,13.107,9.772,12.115,15.444,15.538,16.698,78.223,11.551,14.015,20.246,14.366,13.557,15.31,12.695,13.287,19.354,15.499,15.38,12.879,12.796,13.747,14.753,15.788,15.253,15.28,14.856,10.854,15.149,14.373,13.51,16.132,13.327,13.71,18.172,10.842,12.549,15.494,10.991,11.191,11.352,11.534,11.785,11.348,19.028,14.798
20.66,NaN,15.28,14.368,15.279,15.184,17.218,15.03,15.094,10.814,13.126,11.123,17.723,18.226,16.154,17.37,16.128,16.793,15.533,19.357,13.227,16.147,14.034,14.674,13.653,15.712,14.348,13.513,15.755,16.407,14.955,13.762,14.291,10.679,12.99,13.473,9.847,12.182,15.655,15.787,16.95,86.838,12.264,14.467,20.392,14.542,13.683,15.794,13.03,13.422,19.485,16.467,15.557,13.663,12.948,14.056,15.075,15.913,15.513,15.484,15.095,11.076,15.574,14.485,13.768,16.381,14.089,14.138,18.393,10.989,13.129,15.589,11.052,11.224,11.718,12.138,12.33,11.429,19.322,15.404
21.495,NaN,15.523,14.635,15.386,15.825,17.667,15.193,15.244,10.949,13.428,11.409,18.15,18.434,16.276,17.734,17.326,16.884,15.767,19.747,13.721,16.387,14.234,14.889,13.725,16.019,14.571,14.019,15.981,17.225,15.101,13.924,14.731,10.795,12.99,13.529,9.948,12.253,16.091,16.009,17.779,87.523,12.511,14.574,21.305,14.744,13.887,15.951,13.224,13.626,19.682,16.723,15.719,13.91,13.31,14.543,15.55,16.194,15.921,15.855,15.193,11.288,15.811,14.622,14.106,17.036,14.946,14.532,18.549,11.343,13.341,15.743,11.927,11.435,11.764,12.169,12.515,11.707,19.374,15.984
22.105,NaN,16.226,14.843,15.562,16.189,17.883,15.501,15.361,11.33,13.542,11.724,19.035,18.567,16.419,17.984,17.606,17.21,16.153,19.878,14.183,17.449,14.348,15.252,13.979,16.782,14.824,14.332,16.598,17.403,15.212,13.953,14.768,11.196,13.197,13.671,10.122,12.529,16.158,17.088,17.929,91.778,12.983,15.275,21.512,15.033,14.033,16.203,13.407,13.944,19.857,16.961,16.034,14.037,13.401,14.828,15.905,16.595,16.312,16.176,15.279,11.374,15.916,14.738,14.435,17.634,15.099,14.734,18.746,11.56,13.415,15.874,12.472,11.533,11.94,12.211,12.832,11.819,19.892,16.314
22.777,NaN,16.954,15.065,15.717,16.788,18.002,15.751,15.792,11.405,13.962,12.312,19.468,18.773,16.592,18.364,17.788,17.656,16.285,20.182,14.34,17.613,14.532,15.766,14.059,16.985,15.023,14.612,17.111,17.671,15.332,14.051,15.04,11.709,13.322,13.933,10.182,12.881,16.72,17.325,18.053,94.66,13.046,15.462,22.076,15.362,14.635,16.601,14.098,14.119,19.98,17.199,16.361,14.23,13.88,14.993,16.376,17.134,16.377,16.535,15.656,11.525,16.162,15.092,14.536,18.364,15.349,14.835,19.215,11.711,13.768,16.237,12.769,11.642,12.09,12.424,12.964,11.866,20.267,17.078
22.853,NaN,17.197,15.327,16.025,16.996,18.142,16.176,16.214,12.137,14.37,12.566,19.917,19.397,16.875,18.612,18.146,17.751,16.448,20.784,14.579,18.499,14.749,15.889,14.181,17.324,15.351,15.076,17.381,18.18,15.662,14.109,15.141,11.867,13.372,14.098,10.366,13.086,17,17.351,18.213,96.803,13.239,15.571,22.628,15.768,14.847,16.817,14.238,14.238,20.983,17.429,16.866,14.39,13.985,15.303,16.912,17.281,16.607,16.609,15.976,12.075,16.489,15.647,14.956,19.594,15.535,16.007,19.943,11.896,13.999,16.277,12.974,11.797,12.231,12.589,13.091,11.996,20.439,17.725
23.526,NaN,17.544,15.83,16.375,17.293,18.455,16.501,17.561,12.321,14.563,12.779,20.423,19.751,17.333,19.026,18.523,17.896,16.768,21.149,14.817,18.781,15.263,16.251,14.287,17.921,16.622,15.174,17.489,18.356,16.202,14.293,15.342,12.337,13.666,14.156,10.494,13.127,17.755,17.465,18.416,97.423,13.785,16.125,22.808,16.11,15.356,17.285,14.478,14.381,21.109,17.685,17.316,14.595,14.204,15.427,17.302,17.418,17.259,17.11,15.976,12.355,16.685,15.818,15.102,19.677,15.785,16.328,20.405,12.458,14.361,16.33,13.069,12.201,12.472,12.64,13.441,12.124,20.482,17.888
23.816,NaN,17.801,16.193,16.614,17.495,18.548,16.708,17.942,12.681,14.693,13.055,20.91,20.481,17.795,19.24,18.933,18.295,17.041,21.626,15.166,18.995,15.428,16.486,14.397,19.286,17.03,15.287,17.592,18.755,17.073,14.452,15.802,13.215,13.777,14.22,10.618,13.481,17.889,18.154,18.58,98.145,14.113,16.23,22.938,16.223,15.466,17.97,14.676,14.622,21.517,18.11,17.526,14.893,14.528,15.81,17.757,17.679,17.464,17.328,16.122,12.76,16.957,16.118,15.592,19.97,15.979,16.717,20.656,12.536,14.548,16.653,13.112,12.433,12.653,13.329,13.559,12.372,20.666,18.149
23.993,NaN,17.976,16.335,16.879,17.822,18.749,17.037,18.907,13.314,15.015,13.199,20.983,20.762,18.275,19.579,19.171,18.504,17.618,22.061,15.273,19.06,15.799,16.683,14.596,19.584,17.374,15.439,17.681,19.018,18.119,14.671,16.316,13.259,13.898,14.357,10.965,13.62,18.059,18.196,18.956,99.571,14.364,16.468,23.195,16.618,15.74,18.336,15.114,14.907,21.684,18.476,17.703,15.138,14.658,15.944,18.034,17.986,17.989,17.812,16.441,13.552,17.466,16.31,15.79,20.099,15.979,17.064,20.938,12.957,14.717,17.137,13.148,12.62,12.698,13.537,13.626,12.437,20.808,18.554
23.993,NaN,18.298,16.675,16.991,17.928,20.776,17.389,19.052,13.462,15.234,13.424,21.401,21.083,18.48,19.81,19.993,18.952,17.964,22.192,15.895,19.609,15.995,16.765,14.988,20.298,17.948,15.648,18.189,19.301,18.484,15.395,16.812,13.435,14.587,14.581,11.035,14.406,18.328,18.504,19.368,99.975,14.626,16.626,23.577,16.71,16.236,18.762,15.818,15.048,21.795,18.877,17.939,15.375,14.737,16.077,18.183,18.758,18.129,18.026,17.207,13.756,17.632,16.48,16.066,20.205,16.445,17.666,21.632,13.155,15.537,18.023,13.184,13.091,12.764,13.789,13.789,12.54,20.842,18.639
24.428,NaN,18.442,17.037,16.991,18.269,21.258,17.872,19.219,13.818,15.343,13.495,21.827,21.847,18.855,20.023,19.993,20.298,18.728,22.513,16.135,19.988,16.291,17.151,15.152,20.428,18.081,16.138,18.919,20.606,18.659,15.432,17.068,13.566,15.198,15.545,11.221,14.525,18.806,18.531,19.591,103.891,14.781,16.73,23.822,17.097,16.541,18.998,16.114,15.314,21.895,19.399,18.386,15.547,14.898,16.348,18.651,18.959,18.609,18.254,17.538,14.235,17.828,16.647,16.21,20.701,16.859,18.041,21.98,14.046,15.705,18.301,13.261,13.163,12.965,13.816,14.86,12.781,20.975,18.855
24.586,NaN,18.643,17.729,17.322,18.521,21.618,18.358,19.558,14.053,15.468,14.175,21.984,22.205,19.231,20.661,20.133,21.008,18.857,22.811,16.443,20.327,16.488,17.23,15.506,20.588,18.44,16.2,19.433,20.754,18.895,15.853,17.148,14.512,15.251,15.775,11.292,14.577,19.288,19.388,20.137,104.026,14.869,16.911,23.962,17.336,16.632,19.301,16.364,15.386,22.185,19.493,18.821,15.664,15.02,16.592,18.835,19.197,18.947,18.354,18.22,14.506,18.033,17.014,16.332,20.821,16.922,18.159,22.253,14.568,15.802,18.438,13.384,13.333,13.041,14.779,15.011,12.915,21.491,19.073
24.682,NaN,18.861,17.818,17.381,19.458,22.054,18.599,19.691,14.476,16.183,14.666,22.803,22.825,19.57,20.901,20.269,21.117,19.386,22.892,16.7,20.819,16.869,17.482,15.663,20.746,18.606,16.824,19.77,21.079,18.942,15.957,17.317,14.814,15.773,15.911,11.36,14.668,19.538,19.98,20.419,108.486,15.027,17.025,24.586,17.577,16.825,19.846,17.003,15.563,23.179,19.566,19.756,15.745,15.109,16.754,19.192,19.608,19.086,18.534,18.351,15.178,18.338,17.307,16.585,21.283,17.493,18.438,22.608,14.735,16.171,18.815,13.466,13.487,13.418,15.012,15.104,13.092,21.538,19.195
24.986,NaN,19.339,18.136,17.485,19.564,22.429,18.723,20.3,14.896,16.615,15.034,23.253,24.074,19.778,21.084,20.341,21.758,19.465,22.971,17.003,21.232,16.989,17.636,15.789,20.885,18.722,17.516,19.975,21.623,19.139,16.358,17.368,14.87,15.82,16.265,11.575,14.853,20.181,21.552,20.5,112.8,15.202,17.206,25.187,17.816,17.072,20.46,17.153,15.717,23.724,20.214,19.935,15.954,15.193,17.48,20.336,19.705,19.204,18.822,19.247,15.349,18.587,17.426,16.719,21.46,18.17,18.664,22.737,14.831,16.452,19.183,13.658,13.592,13.635,15.281,15.207,13.306,21.868,20.518
25.792,NaN,19.756,18.333,17.585,19.967,23.3,19.767,20.556,15.28,16.776,15.349,23.612,24.638,19.903,21.309,20.959,22.071,19.765,23.573,17.674,21.459,17.399,17.771,16.455,20.987,19.043,17.649,20.648,22.199,19.539,16.852,17.44,15.201,16.493,16.677,11.91,15.104,20.372,22.333,21.455,114.378,15.811,17.32,25.594,18.174,17.18,20.593,17.338,15.825,23.989,20.431,20.198,16.34,15.753,17.638,20.436,20.049,19.672,19.005,19.376,15.736,18.792,18.386,17.027,21.542,18.424,18.866,23.231,15.163,16.496,19.209,14.167,13.676,13.875,15.567,15.469,13.466,22.021,21.243
25.905,NaN,19.859,18.59,18.02,20.35,23.469,19.898,21.207,15.657,17.069,15.761,24.347,25.164,19.961,22.08,21.118,22.361,19.853,24.072,17.965,21.748,17.663,17.956,16.637,21.455,19.38,17.75,20.772,22.45,19.949,16.905,17.77,15.29,16.808,18.043,12.271,15.165,20.663,22.98,21.685,117.239,16.192,17.428,25.779,18.405,18.207,20.998,17.799,16.136,24.083,21.118,20.285,16.476,15.846,17.812,20.592,20.771,20.054,19.145,19.641,15.882,18.986,18.506,17.671,21.918,18.951,19.56,23.32,15.388,17.192,19.666,14.561,14.2,14.156,15.969,15.928,13.515,22.117,21.833
26.059,NaN,19.974,18.937,18.399,20.449,23.563,20.108,21.297,15.783,17.413,15.976,24.61,25.726,20.725,22.205,21.237,23.094,19.975,24.203,18.365,22.081,17.879,18.516,17.048,21.974,19.51,18.21,20.854,22.584,19.993,17.096,18.002,15.365,17.053,18.175,12.359,15.251,21.143,23.019,21.799,117.46,16.264,17.782,26.111,18.698,18.63,21.422,18.019,16.389,24.198,21.392,20.539,16.6,16.217,18.255,20.979,20.879,20.197,19.254,20.024,16.372,19.974,18.63,18.678,22.754,19.513,19.724,23.767,15.642,17.401,19.8,14.765,14.397,14.61,16.072,16.087,13.773,22.242,21.914
26.408,NaN,20.038,19.398,18.683,20.568,23.666,20.289,21.389,16.45,19.223,16.454,25.293,25.948,20.869,22.35,21.373,24.888,20.575,24.568,18.575,22.175,18.172,19.197,17.641,22.808,19.759,18.488,21.093,22.712,19.993,17.259,19.068,15.525,17.463,18.235,12.477,15.449,21.291,23.074,22.091,118.51,16.439,18.201,26.327,18.835,19.27,21.581,18.164,16.485,24.54,22.018,20.83,16.736,16.581,18.368,20.979,21.236,20.524,19.728,20.45,16.629,20.223,18.766,18.749,23.104,19.615,19.856,24.215,15.92,17.623,19.898,14.957,14.511,14.839,16.768,16.547,14.111,22.318,22.639
26.753,NaN,20.891,19.987,18.765,20.891,23.952,20.882,21.489,16.687,19.682,16.849,25.763,26.155,21.203,22.557,21.6,25.026,20.787,25.339,18.754,22.529,18.451,19.56,17.887,23.665,19.906,18.617,21.255,23.857,20.288,17.396,19.102,15.67,17.646,18.378,12.656,15.579,21.719,23.755,22.501,119.742,16.578,18.474,26.847,19.226,19.759,21.847,18.345,16.652,24.687,22.304,21.056,17.077,16.846,18.683,21.382,21.344,21.12,19.864,21.015,16.842,20.706,18.949,18.958,23.244,20.142,20.34,24.343,16.355,17.757,19.981,14.996,14.836,14.915,16.958,16.591,14.244,22.996,23.005
26.947,NaN,21.532,20.16,19.236,20.994,24.595,21.443,21.573,16.993,19.773,17.374,26.028,26.368,21.526,22.764,21.96,25.283,21.436,25.827,19.242,22.77,18.759,19.804,18.139,24.042,20.096,18.945,21.46,24.102,20.524,17.51,20.428,15.99,18.235,18.486,12.689,15.9,21.983,24.047,22.669,120.2,16.807,18.933,27.321,19.428,20.882,22.013,18.428,16.744,24.888,22.462,21.208,17.161,17.033,18.76,21.567,21.574,21.247,20.427,21.125,17.179,21.241,19.458,19.099,23.354,20.344,20.607,24.45,16.471,17.824,20.031,15.214,15.331,15.143,17.008,16.813,14.577,23.187,23.06
27.251,NaN,21.733,20.304,19.487,21.397,24.852,21.566,22.103,16.993,19.864,17.664,26.327,26.546,21.79,23.047,22.22,25.615,22.101,25.974,19.573,22.855,19.054,19.965,18.462,24.321,20.276,19.168,21.595,24.391,20.632,17.981,20.478,15.99,18.383,18.873,12.919,16.291,22.189,24.432,23.513,121.206,17.416,19.215,27.696,19.484,21.091,22.569,18.852,17.095,25.093,22.741,21.705,17.31,17.332,19.131,21.756,21.792,21.537,20.584,21.309,17.347,21.551,19.91,19.208,23.72,20.542,20.819,24.705,16.705,18.212,20.259,15.562,15.651,15.683,17.35,16.966,14.726,23.309,23.22
28.123,NaN,22.094,20.703,20.723,21.604,25.082,22.112,22.779,17.49,20.623,17.758,27.064,26.919,22.089,23.451,22.391,25.803,22.56,26.376,19.762,23.121,19.809,20.31,18.621,24.954,20.765,19.405,21.78,24.575,20.712,19.145,21.581,16.193,18.519,19.365,13.021,16.424,22.641,24.69,23.713,123.231,17.634,19.599,28.009,19.728,21.239,23.033,19.157,17.312,25.361,23.103,22.127,17.531,17.477,19.359,22.11,22.001,21.76,20.662,21.463,17.644,21.886,20.15,19.599,23.886,20.794,21.112,24.85,17.127,18.804,20.644,15.928,15.671,15.819,17.692,17.815,14.859,23.563,23.356
28.292,NaN,22.396,20.996,21.146,21.924,25.908,22.279,22.849,17.835,21.045,17.969,28.445,27.187,22.285,23.752,22.617,26.104,22.975,26.651,19.845,23.253,19.97,20.668,18.871,25.083,21.086,19.703,22.21,24.906,20.978,19.25,22.459,16.385,18.644,19.483,13.139,16.557,23.014,25.086,23.801,125.031,17.979,20.711,28.479,19.923,21.297,23.136,19.619,17.54,26.082,23.194,22.369,17.693,17.677,19.723,22.447,23.094,21.786,20.758,22.04,17.905,22.007,20.419,19.842,24.145,21.129,21.388,25.074,17.434,18.994,21.143,16.449,15.787,15.932,17.815,17.886,14.962,24.393,23.479
28.582,NaN,22.487,21.531,21.375,22.1,26.235,22.436,22.95,18.478,21.165,18.212,28.611,27.666,22.4,24.112,22.675,26.37,23.453,27.128,19.968,23.465,20.307,21.122,19.155,25.217,21.462,19.994,22.671,25.058,21.123,19.824,22.862,16.619,18.689,19.532,13.998,16.628,23.198,25.178,23.997,125.409,17.979,20.998,28.658,20.006,21.581,23.891,20.02,17.662,26.228,23.523,22.453,17.817,17.912,19.904,23.373,23.553,22.047,20.906,22.375,18.582,22.483,20.601,20.231,24.316,21.317,22.056,25.445,17.641,19.117,21.242,16.971,15.963,16.077,18.829,18.227,15.279,24.635,23.505
29.019,NaN,22.81,21.831,21.715,23.224,26.546,22.698,23.18,18.582,21.302,18.368,28.874,27.776,22.644,24.388,22.94,26.537,23.92,27.241,20.776,23.738,20.52,21.719,19.404,25.341,21.809,20.975,22.823,25.483,21.699,19.942,23.435,16.762,18.762,19.568,14.114,16.753,24.017,26.26,24.062,125.626,18.196,21.086,29.329,20.594,21.719,24.089,20.255,17.772,26.495,23.75,22.922,17.979,18.19,20.093,23.44,23.806,22.177,21.136,22.739,18.808,22.537,21.018,20.967,24.48,21.659,22.214,25.939,17.706,19.308,21.29,17.154,16.482,16.144,19.106,18.313,15.395,24.677,25.254
29.621,NaN,22.979,22.036,22.184,23.312,26.712,22.864,23.34,18.862,22.77,18.754,28.989,28.173,22.865,24.694,23.094,26.611,24.089,27.575,21.248,23.947,20.652,22.093,19.615,25.942,22.097,21.111,23.086,25.752,22.033,20.031,24.235,16.855,19.054,19.626,14.409,16.898,24.709,26.982,24.29,127.013,18.424,21.23,29.388,20.838,21.909,24.235,20.632,17.985,26.793,23.972,23.099,17.979,18.41,20.409,23.515,24.231,22.876,21.604,23.111,19.165,22.759,21.198,21.074,24.624,21.805,22.451,26.11,17.819,19.76,21.946,17.35,16.619,16.386,19.312,18.359,15.641,24.863,25.597
30.205,NaN,23.398,22.755,22.486,23.708,27.112,23.131,23.435,19.211,23.04,19.077,29.141,28.944,23.049,25.979,23.302,26.766,24.207,28,21.621,24.368,20.811,22.371,20.296,26.043,22.691,21.245,23.294,25.966,22.377,20.172,24.441,17.003,20.258,19.762,14.719,17.365,24.925,27.16,24.79,127.977,18.603,21.377,29.804,21.079,21.996,24.373,20.874,18.399,27.051,24.101,23.532,18.483,18.666,20.826,23.684,24.746,23.319,22.045,23.547,19.748,23.108,21.435,21.343,25.088,21.939,22.527,27.892,17.94,19.987,22.086,17.487,16.717,16.427,19.623,19.273,15.672,24.984,26.453
30.751,NaN,23.46,23.013,22.634,23.825,27.185,23.389,23.916,19.353,23.101,19.278,29.535,29.314,23.919,26.384,23.429,27.194,24.383,28.394,21.879,24.515,21.123,22.549,20.444,26.133,22.868,21.391,23.625,26.121,22.466,20.43,24.808,17.129,20.303,19.817,14.75,17.568,25.039,27.312,24.877,127.977,18.942,21.456,30.053,21.45,22.113,24.755,20.931,18.514,27.638,24.204,23.675,18.938,18.75,20.991,23.894,25.315,23.717,22.174,23.758,20.034,23.383,22.118,21.567,25.82,22.137,22.747,28.554,18.115,20.228,22.134,17.521,16.887,16.613,19.939,19.479,15.772,25.071,26.503
31.032,NaN,24.306,23.416,23.191,23.927,27.567,23.531,24.152,19.475,23.407,19.772,29.802,29.536,24.556,26.597,23.535,27.688,24.607,28.436,22.056,24.847,21.452,23.505,20.764,26.859,23.047,21.752,23.83,26.742,22.522,20.907,25.176,17.247,20.581,20.134,15.291,18.086,25.109,27.448,25.247,129.916,19.475,21.617,30.991,22.197,22.209,25.526,21.104,19.115,27.99,25.012,24.475,19.077,19.106,21.292,24.22,25.513,23.955,22.797,24.841,20.25,23.592,22.194,21.715,26.201,22.384,23.188,29.385,18.259,20.399,22.361,18.123,16.931,16.817,20.26,20.216,16,25.439,27.205
31.319,NaN,24.417,23.618,23.38,24.047,27.675,23.659,24.344,19.754,23.928,19.959,29.969,30.052,25.063,27.156,23.838,28.147,24.86,28.651,22.391,25.145,21.998,24.048,20.889,27.111,24.065,21.976,24.322,27.114,22.553,21.005,25.258,17.417,21.038,20.832,15.371,18.237,25.222,27.729,25.408,130.528,19.668,21.75,32.419,22.464,22.476,25.98,21.217,19.199,28.396,25.521,25.327,19.22,19.449,21.414,24.456,25.545,24.19,22.945,25.671,20.571,24.014,22.795,22.016,26.421,22.752,23.519,29.637,18.501,20.51,22.482,18.891,17.093,17.627,20.549,20.278,16.218,25.747,27.272
31.493,NaN,24.578,24.001,23.651,24.298,27.839,24.029,24.532,19.854,24.143,20.472,30.148,30.245,26.1,27.436,24.057,28.252,24.917,28.969,22.494,25.552,22.228,24.896,21.108,27.292,24.524,22.179,24.594,27.323,22.931,21.224,25.329,17.554,21.062,21.132,15.394,18.413,25.674,27.858,25.596,132.19,19.95,22.165,32.996,22.601,22.634,26.215,21.812,20.037,28.542,25.791,25.429,19.609,19.756,22.126,24.589,25.615,24.554,23.142,25.894,21.037,24.271,22.846,22.163,26.741,22.83,23.689,29.863,18.829,20.88,22.544,19.141,17.319,17.744,20.638,20.357,16.36,26.711,27.372
32.158,NaN,24.729,24.095,24.011,24.493,28.214,24.196,24.869,20.141,24.926,20.652,30.568,30.452,26.799,28.339,24.361,28.311,25.004,29.094,22.551,25.699,22.398,24.979,21.448,27.77,24.861,22.355,25.293,27.564,23.112,22.001,25.376,17.596,21.091,21.415,15.672,18.449,25.768,27.894,26.281,137.603,20.142,22.281,33.293,22.715,22.744,26.417,21.942,20.425,28.924,26.091,25.684,20.029,19.849,22.342,24.801,25.813,24.763,23.584,26.07,21.112,24.629,23.273,22.33,26.902,22.933,23.864,30.26,19.03,21.143,22.718,19.405,17.824,17.827,20.729,20.622,16.713,26.968,28.003
32.415,NaN,25.915,24.553,24.485,24.623,28.95,24.532,25.419,20.67,25.41,20.757,31.049,30.796,27.162,28.998,24.606,28.964,25.172,29.821,22.804,25.921,22.622,25.067,21.839,28.74,25.053,22.64,25.943,27.754,23.506,22.088,25.558,17.685,21.418,21.558,16.51,18.575,25.815,28.021,26.671,141.111,20.237,22.47,33.687,23.391,22.992,26.728,22.148,21.001,29.226,26.356,25.857,20.993,20.157,22.613,25.54,25.973,24.887,23.755,26.537,21.234,24.951,23.517,22.531,27.162,23.132,23.967,30.367,19.484,21.526,23.263,19.766,17.956,18.151,21.008,20.648,16.778,27.044,28.046
32.723,NaN,27.077,25.236,24.708,25.223,29.029,25.208,25.832,21.128,25.507,21.26,31.653,31.01,28.293,29.282,24.815,29.347,25.778,30.478,23.079,26.015,22.766,25.93,22.329,29.077,25.43,22.765,26.199,27.931,23.668,22.774,25.605,17.808,21.513,22.006,16.719,18.616,26.64,28.684,26.858,141.527,20.411,22.851,33.866,23.738,23.069,27.1,22.333,21.304,29.701,26.672,26.295,21.296,20.598,22.702,26.319,26.556,25.244,24.582,26.64,21.375,25.321,24.134,23.722,27.657,25.489,24.096,30.83,19.74,21.711,23.393,19.956,18.177,18.261,21.441,21.195,16.916,27.233,28.274
33.655,NaN,27.377,26.067,25.102,25.427,29.186,25.335,25.943,21.255,25.714,21.467,33.081,31.786,28.473,29.496,25.076,29.57,25.911,30.666,23.232,26.12,22.998,26.071,22.666,29.21,25.796,23.308,26.698,28.029,24.559,23.266,25.626,17.894,21.9,22.066,16.794,18.729,26.704,29.404,27.001,144.678,20.86,23.413,33.996,24.678,23.305,27.287,22.475,21.608,30.178,26.844,26.505,21.721,20.894,22.954,26.577,26.776,25.322,24.774,27.134,21.603,25.473,24.356,23.972,27.755,25.57,24.245,31.223,19.905,22.104,23.444,20.147,18.198,18.458,21.519,21.318,16.972,27.428,29.3
33.781,NaN,27.851,26.452,25.326,25.841,29.274,25.469,26.216,21.397,25.869,22.046,33.218,32.136,29.4,29.854,25.152,30.037,26.254,30.745,23.384,26.914,23.191,26.336,22.933,29.584,26.251,23.427,26.816,28.785,24.626,24.446,25.733,18.233,22.31,22.236,16.962,18.877,26.956,29.93,27.148,145.368,20.944,23.529,34.723,24.999,23.399,27.371,22.596,21.818,31.262,27.224,26.752,22.028,21.21,23.127,26.722,27.283,25.62,25.331,27.557,22.128,25.531,24.461,24.245,27.936,25.881,24.406,31.318,20.21,22.324,23.82,20.22,18.404,18.948,22.636,21.78,17.087,27.457,29.425
34.061,NaN,28.478,26.803,25.676,26.451,29.414,26.035,26.416,21.978,26.997,22.539,33.428,32.508,29.524,30.071,25.354,30.456,26.524,31.115,23.601,27.706,23.611,26.444,23.506,29.751,26.517,23.743,27.056,29.072,24.76,24.704,25.984,18.345,22.549,22.407,17.313,19.05,28.207,30.096,28.042,145.675,21.116,23.734,34.872,25.204,23.535,27.551,22.77,22.244,31.79,27.827,27.433,22.169,21.575,23.207,27.013,28.002,25.958,25.941,27.661,22.345,25.819,24.689,24.411,28.505,26.095,24.667,31.495,20.704,22.467,24.729,21.124,19.028,21.003,23.679,22.751,17.169,28.069,30.229
34.319,NaN,28.936,26.955,25.865,26.571,29.572,26.162,26.781,22.399,27.151,22.826,33.622,32.716,29.654,30.16,25.659,30.683,26.735,31.584,24.602,28.119,23.945,26.863,23.917,30.115,26.605,24.371,27.122,29.363,25.247,25.432,26.609,18.368,22.638,22.761,17.593,19.405,28.44,30.47,28.111,148.419,21.313,24.108,35.586,26.37,23.632,27.74,22.946,22.378,32.282,28.134,27.681,22.478,21.987,23.585,27.567,28.349,26.221,26.637,27.97,22.462,25.978,25.114,25.127,28.793,26.266,24.932,32.06,20.831,22.757,24.962,21.181,19.084,21.531,24.257,23.648,17.31,28.327,30.373
