U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
17.395,NaN,100.818,100.335,12.35,32.945,14.592,13.277,12.948,9.118,393.225,9.211,16.895,12.015,12.651,17.734,18.929,12.77,10.922,16.671,10.919,12.958,10.558,11.029,38.891,13.456,13.832,14.332,14.4,79.844,15.101,10.099,11.506,9.219,6.737,7.966,7.267,8.769,12.497,11.621,14.105,97.079,9.711,10.13,19.89,41.294,9.839,14.914,10.444,11.241,18.204,12.073,280.194,9.533,9.845,12.873,12.935,82.877,13.506,13.233,11.776,7.783,45.001,15.092,13.008,13.919,12.792,8.711,227.721,24.152,11.283,11.933,11.051,7.402,8.25,11.061,9.318,8.416,12.087,11.648
17.59,NaN,101.608,102.613,12.491,34.227,15.266,13.583,13.305,9.218,400.352,9.277,17.131,13.11,14.028,17.984,19.171,12.853,11.036,17.136,11.014,12.999,10.795,11.169,39.547,13.588,14.234,14.505,14.652,81.879,15.212,10.28,11.625,9.355,6.781,8.15,7.453,8.842,12.844,11.891,14.217,99.929,9.918,10.478,19.995,42.102,10.264,15.309,10.691,11.41,18.511,12.436,280.437,9.764,9.98,13.747,13.106,83.395,13.651,13.367,12.078,8.058,45.125,15.647,13.189,14.159,13.154,9.411,244.534,24.384,11.605,12.097,11.926,7.456,8.423,11.215,9.537,8.544,12.455,11.905
18.067,NaN,104.429,102.788,12.68,34.453,15.498,13.774,13.468,9.318,414.047,9.527,17.319,13.367,14.14,18.202,19.993,12.982,11.364,17.462,11.358,13.129,10.898,11.357,39.934,13.78,14.348,14.612,14.831,82.417,15.662,10.461,11.727,9.646,6.875,8.397,8.032,8.899,12.979,12.529,14.788,102.195,10.202,10.767,20.246,42.182,10.484,16.006,10.841,11.73,18.953,12.515,285.776,10.046,10.257,13.926,13.32,86.456,13.791,13.742,12.322,8.139,46.619,15.815,13.355,14.567,13.327,9.781,253.458,25.83,11.774,12.394,11.933,7.586,8.644,11.444,9.846,9.412,12.996,12.701
18.431,NaN,113.161,104.347,13.221,35.159,15.871,14.216,13.614,9.524,415.895,9.576,17.723,14.361,14.903,18.612,19.993,13.192,11.676,17.529,11.883,13.976,11.02,11.477,40.418,14.092,14.761,15.173,15.02,83.849,17.073,10.5,11.758,9.725,7.101,8.465,8.322,9.032,13.353,12.619,16.181,103.356,10.312,10.881,20.392,42.59,10.657,16.205,11.277,12.063,19.354,12.765,286.26,10.597,10.44,14.555,13.393,86.74,13.913,13.812,12.899,8.237,47.927,16.023,13.761,14.697,14.089,9.904,264.153,26.748,12.164,12.611,12.15,7.69,8.708,11.489,9.917,9.433,13.019,14.298
18.601,NaN,113.427,106.413,13.453,35.62,16.04,14.388,13.827,9.673,418.483,9.879,18.15,14.472,15.133,19.24,20.134,14.025,11.916,18.037,11.999,14.4,11.155,11.788,41.131,14.259,14.89,15.287,15.154,89.476,18.119,10.542,12.014,10.194,7.149,8.528,8.62,9.093,13.459,12.896,16.534,104.427,10.437,11.159,21.305,43.275,10.772,16.817,11.909,12.201,19.485,13.178,287.183,10.776,10.702,14.825,13.971,87.374,14.148,14.011,14.624,8.427,48.277,16.31,14.106,14.818,14.222,9.988,282.919,27.17,12.298,12.703,12.472,7.75,8.845,11.534,9.977,9.541,13.159,14.346
18.714,NaN,116.396,111.487,14.203,36.928,16.148,14.635,14.049,9.955,431.615,10.107,19.035,14.807,15.247,19.579,20.269,14.243,12.522,18.267,12.478,14.499,11.221,11.908,41.526,14.394,15.284,15.439,15.571,91.39,18.484,10.617,12.247,11.039,7.27,8.6,8.914,9.483,13.641,13.207,16.698,108.56,10.54,11.3,21.512,43.449,10.894,17.97,12.091,12.465,19.68,13.295,300.203,11.062,10.869,14.993,14.064,88.76,14.346,14.576,14.802,8.45,48.433,16.48,14.437,15.457,14.806,10.427,289.042,27.564,12.426,12.828,12.77,7.813,8.912,12.168,9.977,9.951,13.391,14.735
18.928,NaN,122.769,112.713,14.398,39.034,16.251,14.754,14.322,10.097,443.709,10.247,19.468,15.765,16.156,19.81,20.341,14.471,12.802,18.567,12.913,14.754,11.363,12.464,42.714,14.741,15.394,15.648,15.755,92.409,18.659,10.866,12.456,11.196,7.547,8.771,9.034,9.728,14.322,13.405,16.95,109.614,10.638,11.543,22.076,43.793,11.103,18.336,12.399,12.804,19.857,13.71,301.27,11.324,11.08,15.303,14.37,89.049,14.755,14.832,15.092,8.716,50.487,16.647,14.953,15.912,14.946,10.873,291.888,28.029,12.548,12.871,12.973,8.006,9.03,12.211,10.315,10.137,13.505,14.798
19.361,NaN,123.096,113.3,14.499,40.945,16.389,15.187,14.485,10.274,445.223,10.297,19.917,16.548,16.276,20.025,20.959,14.62,12.939,18.836,13.226,14.882,11.483,12.564,43.396,14.98,16.71,16.138,15.981,96.967,18.895,11.165,12.783,11.366,7.637,8.901,9.053,10.535,14.509,13.479,17.024,112.533,10.881,11.704,22.628,44.02,11.703,18.762,12.695,12.885,19.98,14.129,303.21,11.455,11.375,15.427,14.747,89.33,14.863,15.156,15.192,8.978,50.901,17.006,15.1,16.132,15.097,10.973,292.056,29.13,13.129,13.092,13.069,8.079,9.151,12.425,10.485,10.266,13.526,15.404
19.501,NaN,123.328,116.948,14.985,41.691,16.489,15.502,14.711,10.596,457.543,10.458,20.423,17.674,16.419,20.654,21.12,15.226,13.118,19.003,13.394,15.108,11.553,12.864,44.155,15.295,17.031,16.824,16.598,97.489,19.139,11.276,13.3,11.709,7.7,9.23,9.516,11.202,14.87,13.519,17.548,112.794,10.983,11.879,22.808,45.363,11.779,18.998,12.948,13.29,20.983,14.363,310.056,11.548,11.489,15.81,14.838,89.879,15.032,15.279,15.278,8.978,51.213,17.422,15.592,16.382,15.349,11.236,298.465,29.242,13.166,13.209,13.112,8.328,9.183,12.589,10.57,10.482,13.594,15.754
19.89,NaN,125.527,119.591,15.279,42.21,17.124,15.751,15.096,10.708,459.118,10.593,20.91,17.762,16.592,20.861,21.236,15.866,13.55,19.161,14.205,15.263,11.802,12.987,46.475,15.429,17.374,17.459,16.921,98.664,19.478,11.349,13.411,11.867,7.786,9.404,9.772,11.355,15.054,13.793,17.779,113.487,11.114,12.189,22.938,46.623,12.084,19.301,13.406,13.422,21.109,14.757,315.674,11.706,11.591,16.074,15.075,94.771,15.253,15.484,15.656,9.114,53.136,17.643,15.789,16.619,15.535,11.384,303.206,29.572,13.337,13.418,13.148,8.509,9.256,12.639,10.885,10.734,13.868,15.984
20.148,NaN,125.932,121.726,15.386,42.558,17.625,16.176,15.29,10.814,460.067,10.696,20.983,17.981,16.875,21.309,21.373,16.143,14.197,19.357,14.34,16.03,11.911,13.116,46.691,15.619,17.46,17.649,17.111,100.609,19.539,11.605,13.497,11.911,7.877,9.535,9.847,11.576,15.443,14.312,17.929,115.027,11.551,12.446,23.193,47.478,12.294,19.846,13.93,13.626,21.517,14.84,329.101,11.891,11.689,16.389,15.55,96.217,15.513,15.855,15.976,9.282,55.381,18.203,16.066,17.036,15.785,11.53,303.975,29.696,13.414,14.241,13.183,8.756,9.542,13.541,11.121,11.166,13.891,16.026
20.312,NaN,131.383,122.596,15.562,42.766,17.883,16.461,17.559,10.852,472.465,10.862,21.401,18.222,17.332,21.602,21.6,16.481,14.344,19.595,14.507,16.146,11.992,13.535,47.724,15.712,17.949,17.751,17.381,102.725,19.949,12.014,13.662,12.337,7.971,9.578,9.974,11.909,15.653,14.52,18.053,118.902,12.082,12.771,23.577,48.283,12.452,20.46,14.097,13.944,21.684,15.081,333.783,11.988,11.855,16.596,15.87,97.849,15.759,16.176,15.976,9.415,55.786,18.375,16.21,17.27,15.979,11.692,310.048,29.816,13.999,14.516,13.261,9.262,9.639,13.789,11.323,11.199,14.334,16.313
20.661,NaN,133.19,123.309,15.624,43.76,18.002,16.504,17.678,10.951,476.822,11.024,21.827,18.433,17.794,22.08,21.96,16.606,14.512,19.748,14.814,16.387,11.992,13.839,48.064,16.018,18.077,18.21,17.489,106.119,20.288,12.072,14.078,13.215,8.16,9.669,10.12,11.945,16.091,14.782,18.213,119.398,12.339,13.303,23.822,49.352,12.735,20.593,14.238,14.119,21.894,15.325,337.341,12.056,11.993,16.733,16.031,100.266,16.312,16.536,16.122,9.508,56.018,18.505,16.422,17.634,15.979,11.858,317.733,30.052,14.1,15.117,13.382,9.288,9.87,13.812,11.609,11.231,14.77,17.011
21.495,NaN,139.763,123.671,15.717,43.861,18.142,16.708,17.942,11.331,488.864,11.125,21.984,18.566,18.275,22.35,22.391,16.793,14.819,19.878,15.166,17.148,12.152,14.031,48.487,16.468,18.439,18.488,17.592,108.336,20.524,13.762,14.162,13.566,8.278,9.777,10.175,12.022,16.158,14.893,18.417,122.251,12.51,13.438,23.962,50.073,12.999,20.997,14.478,14.237,22.184,15.73,343.448,12.194,12.081,17.024,16.317,101.429,16.378,16.995,16.334,9.715,56.573,18.63,16.59,18.364,16.446,12.088,322.898,30.181,14.36,15.44,13.466,9.622,10.214,14.426,11.783,11.706,14.823,17.076
22.106,NaN,141.738,130.791,16.022,45.692,18.455,17.037,18.054,11.493,490.243,11.371,22.803,18.773,18.48,22.557,22.617,16.884,15.533,20.035,15.271,17.449,12.337,14.374,49.328,16.782,18.721,18.617,18.033,109.588,20.632,13.924,14.292,14.366,8.298,9.843,10.618,12.115,16.72,15.537,18.58,125.674,12.903,13.657,24.586,50.778,13.207,21.422,14.678,14.595,22.559,16.323,343.976,12.424,12.514,17.48,16.912,102.203,16.606,17.11,16.443,9.843,56.925,18.767,16.72,19.594,16.859,12.511,326.741,30.336,14.548,15.494,13.658,10.26,10.347,14.779,12.085,11.865,15.469,17.361
22.635,NaN,146.2,133.171,16.375,46.431,18.548,17.148,18.907,11.913,494.241,11.497,23.253,18.959,18.611,22.734,23.092,17.123,15.767,20.209,15.896,17.613,12.381,14.805,50.333,16.907,19.043,19.004,18.19,113.42,20.744,13.953,14.365,14.504,8.331,10.025,11.034,12.169,17.754,15.787,18.957,125.925,12.985,14.015,25.187,52.237,13.556,21.579,14.906,15.048,23.179,16.468,343.976,12.771,12.944,17.637,17.303,103.352,17.037,17.209,17.206,9.999,57.371,18.947,17.016,19.677,16.922,12.655,328.871,30.455,15.537,15.589,14.167,11.11,10.444,14.919,12.329,11.995,15.622,17.725
22.777,NaN,146.904,134.364,16.613,46.686,18.749,17.336,19.05,12.155,517.631,11.721,23.612,19.087,18.855,23.047,23.301,17.655,16.145,20.783,16.135,18.286,12.624,15.19,50.61,17.135,19.379,19.169,18.766,113.767,20.978,14.049,14.728,14.813,8.391,10.089,11.221,12.529,17.889,16.009,19.368,126.306,13.239,14.467,25.594,53.219,13.683,21.847,15.114,15.314,23.41,16.675,348.037,12.877,13.194,18.254,17.757,104.421,17.259,17.322,17.538,10.179,57.703,19.118,17.108,19.97,17.493,12.947,333.774,30.763,15.705,15.875,14.561,11.156,10.582,15.011,12.382,12.124,16.142,17.888
23.526,NaN,148.084,135.249,16.879,46.99,19.587,17.391,19.219,12.322,527.789,11.888,24.347,19.397,18.935,23.452,23.429,17.752,16.285,21.149,16.444,18.5,12.992,15.766,53.912,17.323,19.509,19.478,18.92,116.397,21.123,14.109,14.768,14.87,8.424,10.258,11.292,12.591,18.059,16.149,19.591,126.848,13.369,14.571,25.779,54.09,13.887,22.013,15.825,15.561,23.723,16.88,357.401,13.211,13.311,18.367,18.032,104.827,17.461,17.809,18.219,10.414,58.036,19.458,17.502,20.099,18.17,13.197,334.799,31.11,15.795,16.237,14.763,11.191,10.698,15.281,12.513,12.372,16.341,18.149
23.816,NaN,149.125,142.024,17.14,46.99,20.024,17.594,19.558,12.628,528.696,12.008,24.61,19.751,19.57,23.752,23.535,18.295,16.448,21.625,16.7,18.781,12.992,15.958,55.682,17.401,19.759,19.703,19.433,116.669,21.699,14.294,15.041,15.201,8.558,10.775,11.358,12.881,18.328,17.088,20.137,127.184,13.784,14.846,26.111,54.158,14.026,22.569,16.114,15.717,23.989,16.962,357.945,13.662,13.401,18.683,18.184,105.444,17.98,18.026,18.351,10.745,58.38,19.746,17.899,20.531,18.218,13.3,335.857,31.506,15.827,16.277,14.953,11.224,10.823,15.969,12.832,12.531,16.723,18.211
23.993,NaN,150.002,142.76,17.322,48.965,20.312,17.872,19.764,12.978,530.037,12.217,25.293,20.532,19.778,24.052,23.837,18.504,16.768,21.774,17.146,18.996,13.235,16.159,55.977,17.607,19.906,20.016,19.771,120.583,22.033,14.451,15.141,15.364,8.723,10.982,11.574,13.086,18.806,17.325,20.419,128.032,14.114,15.275,26.327,54.708,14.579,23.033,16.328,15.826,24.083,17.199,361.49,13.719,13.88,18.756,18.652,107.534,18.129,18.254,19.248,10.849,58.739,19.907,18.678,20.703,18.422,13.407,337.9,32.58,15.99,16.33,14.996,11.531,11.563,16.071,12.906,12.545,16.916,18.554
23.993,NaN,153.725,144.497,17.381,50.172,20.776,18.358,20.3,13.306,539.323,12.316,25.763,20.761,19.903,24.388,24.007,18.953,17.038,22.038,17.678,19.061,13.341,16.252,56.191,17.921,20.096,20.971,20.002,120.827,22.377,14.671,15.189,15.525,8.885,11.028,11.741,13.124,19.288,17.351,20.5,129.89,14.625,15.461,26.847,55.677,14.638,23.134,17.003,16.136,24.226,17.685,368.05,13.911,13.975,19.113,18.83,110.697,18.608,18.354,19.375,10.982,60.016,20.147,18.749,20.822,18.951,13.707,338.701,33.319,16.453,16.654,15.215,11.641,11.721,16.332,12.964,12.778,17.05,18.855
24.332,NaN,156.224,145.791,17.485,50.885,21.223,18.602,20.558,13.461,543.92,12.563,26.028,21.083,20.725,24.694,24.361,20.013,17.385,22.191,17.964,19.231,13.597,16.464,56.37,19.286,20.276,21.111,20.649,121.734,22.466,15.372,15.5,15.578,9.217,11.163,11.908,13.483,19.538,17.39,21.013,130.425,14.781,15.571,27.32,55.928,14.847,23.891,17.153,16.389,24.54,18.11,373.433,14.029,14.204,19.359,19.193,111.085,18.945,18.533,19.58,11.229,61.565,20.466,18.955,21.283,19.38,13.952,339.024,34.439,16.497,17.137,15.74,12.071,11.764,16.768,12.988,12.884,17.076,19.073
24.466,NaN,157.966,147.187,17.585,53.9,21.618,18.721,21.208,13.818,555.348,12.778,26.327,21.472,20.869,25.98,24.55,20.298,17.619,22.513,18.027,19.583,13.661,16.683,56.92,19.584,20.828,21.243,20.852,121.938,22.522,15.432,15.802,15.67,9.523,11.189,12.271,13.62,19.715,17.465,21.455,133.977,14.869,15.836,27.696,56.67,15.281,24.089,17.334,16.487,24.688,18.476,375.065,14.23,14.528,19.723,19.32,112.58,19.085,18.822,19.873,11.373,62.211,20.869,19.099,21.46,19.514,14.075,339.895,35.116,17.192,18.022,15.928,12.199,11.941,16.958,13.09,12.916,17.36,19.195
24.682,NaN,161.335,148.31,18.02,55.531,22.054,19.369,21.298,14.037,570.369,12.982,27.064,21.775,21.131,26.384,24.815,20.659,17.963,22.787,18.365,20.029,13.796,16.764,57.411,20.293,21.096,21.391,21.093,122.452,22.553,15.853,15.98,15.771,9.821,11.381,12.338,13.841,20.181,18.154,21.685,133.977,15.026,16.125,28.009,61.455,15.465,24.373,17.655,16.652,24.888,18.519,383.581,14.391,14.646,19.901,20.336,112.804,19.671,19.004,20.024,11.524,62.499,21.019,19.599,21.541,19.616,14.532,348.023,35.6,17.401,18.121,16.449,12.434,12.077,17.007,13.372,13.305,17.937,19.467
24.904,NaN,161.563,151.567,18.399,55.818,22.429,19.766,21.489,14.351,571.502,13.105,28.445,21.851,21.526,26.597,25.076,21.008,18.697,22.89,18.563,20.307,13.844,17.134,58.184,20.426,21.462,21.754,21.254,122.897,22.931,15.957,16.316,15.989,9.887,11.443,12.359,14.242,20.372,18.196,21.799,135.491,15.202,16.468,28.479,64.493,15.741,25.838,17.819,17.014,25.094,18.839,390.029,14.586,14.813,20.093,20.59,114.877,20.055,19.145,20.441,11.699,62.627,21.198,20.154,21.918,20.141,14.834,350.849,35.804,17.623,18.301,16.969,12.62,12.091,17.379,13.441,13.444,18.213,20.453
24.987,NaN,162.176,154.255,18.499,56.383,23.561,19.897,22.782,14.477,578.244,13.198,28.611,22.206,21.79,27.156,25.152,21.116,18.857,22.969,18.693,20.818,14.033,17.256,58.572,20.588,21.809,21.974,21.459,123.99,23.112,15.979,16.575,16.385,10.091,11.49,12.475,14.329,20.663,18.289,22.02,136.12,15.811,16.624,28.658,64.698,16.131,26.215,18.019,17.312,25.36,19.204,393.011,14.85,14.902,20.825,20.979,115.247,20.106,19.214,21.016,12.07,64.693,21.324,20.232,22.754,20.344,15.055,356.929,36.152,17.757,18.435,17.154,13.095,12.229,17.692,13.559,13.468,18.658,20.518
25.488,NaN,165.278,158.126,18.684,56.551,23.666,20.105,22.86,14.812,578.857,13.295,28.874,22.682,22.089,27.436,25.354,21.194,19.385,23.568,18.755,21.217,14.216,17.572,58.852,20.746,22.693,22.178,21.595,123.99,23.506,16.031,16.624,16.762,10.329,11.809,12.591,14.406,21.143,18.503,22.096,140.852,16.017,16.99,29.329,64.875,16.337,26.417,18.114,17.539,26.082,19.399,393.64,15.139,15.02,20.991,20.979,118.909,20.524,19.311,21.124,12.355,64.941,21.432,20.966,23.104,20.543,15.317,361.72,36.566,17.826,18.814,17.35,13.161,12.653,17.81,13.626,13.757,19.028,21.244
25.703,NaN,167.367,162.554,18.765,56.93,23.968,20.286,22.954,14.963,593.7,13.493,28.989,22.82,22.284,28.341,25.659,21.759,19.465,23.978,19.241,21.457,14.346,17.661,59.862,20.885,22.867,22.355,21.78,125.63,23.668,16.358,16.812,16.855,10.836,11.918,12.654,14.525,21.291,18.531,22.501,143.072,16.189,17.205,29.388,66.267,16.453,26.728,18.427,17.662,26.227,19.492,407.541,15.287,15.11,21.115,21.382,120.588,21.227,19.728,21.31,12.661,65.642,21.741,21.073,23.244,20.794,15.475,364.645,37.907,18.211,19.183,17.487,13.322,12.697,17.824,13.787,13.922,19.322,21.332
25.791,NaN,170.221,162.861,19.236,57.012,24.594,20.883,23.118,15.177,600.877,14.04,29.141,24.074,22.399,28.998,25.951,22.071,19.764,24.202,19.572,21.641,14.532,17.772,60.547,20.986,23.47,22.64,22.193,132.074,24.626,16.618,17.068,17.247,10.884,12.163,12.687,14.668,21.719,18.701,22.669,144.164,16.263,17.318,29.804,68.842,16.631,27.1,18.852,17.772,26.495,19.566,407.92,15.417,15.197,21.29,21.567,121.251,21.537,19.864,21.462,12.865,68.836,22.003,21.212,23.354,21.019,15.725,367.669,39.509,18.43,19.209,17.521,13.356,12.764,18.434,14.632,14.021,19.374,21.748
25.906,NaN,171.663,163.094,19.482,57.84,24.851,21.385,23.181,15.277,605.962,14.174,29.535,24.365,22.643,29.089,26.093,22.36,19.851,24.568,19.759,22.016,14.748,17.956,60.735,21.452,24.523,23.307,22.73,134.65,24.76,16.851,17.146,17.335,11.013,12.188,12.919,14.852,21.982,19.388,23.303,148.56,16.578,17.426,30.053,69.458,16.825,27.37,19.157,17.978,26.84,19.73,410.789,15.549,15.472,21.415,21.754,121.506,21.599,20.403,21.593,13.203,69.213,22.193,21.334,23.72,21.127,16.007,368.189,40.154,18.96,19.627,18.119,13.453,12.966,19.106,14.809,14.11,19.892,21.833
26.059,NaN,172.063,164.309,19.709,58.387,25.082,21.444,23.339,15.657,608.183,14.356,29.802,24.638,22.865,29.282,27.068,23.093,20.102,24.859,19.845,22.174,15.193,18.042,61.669,21.837,24.857,23.439,22.812,135.73,25.345,16.903,17.317,17.423,11.023,12.547,13.021,15.102,22.186,20.318,23.513,150.363,16.807,17.778,30.991,71.405,17.072,27.551,19.619,17.978,27.051,19.865,420.628,15.664,15.753,22.126,22.11,123.394,21.735,20.584,22.028,13.413,70.534,22.796,21.566,23.886,21.315,16.321,370.02,40.349,19.117,19.666,18.527,13.529,13.039,19.311,14.859,14.127,20.267,21.913
26.408,NaN,173.112,167.07,20.43,59.287,25.908,21.567,23.432,15.769,612.18,14.481,29.969,25.164,23.065,29.495,27.719,24.888,20.575,25.339,20.321,22.529,15.306,18.512,62.241,22.807,25.054,23.742,23.085,137.752,26.307,17.094,17.368,17.595,11.368,12.591,13.998,15.25,22.202,21.223,23.714,150.599,17.416,17.983,32.419,72.498,17.18,27.74,20.02,18.381,27.705,19.988,422.012,15.745,15.848,22.34,22.201,123.784,22.047,20.662,22.376,13.552,71.426,22.914,21.715,24.145,21.659,16.671,370.269,40.688,19.308,19.8,19.141,13.592,13.382,19.623,15.011,14.242,20.439,22.637
26.753,NaN,176.055,170.338,20.723,60.737,26.235,22.111,23.543,15.969,613.564,15.028,30.148,25.948,23.545,29.707,28.137,25.026,20.792,25.713,21.248,22.77,15.723,18.938,64.019,23.141,25.714,24.373,23.294,141.069,27.154,17.259,17.44,17.684,11.611,12.637,14.114,15.289,22.64,21.552,23.803,152.323,17.634,18.201,32.996,72.599,17.356,27.96,20.113,18.511,27.992,20.215,427.029,15.841,16.01,22.7,22.447,125.918,22.176,20.758,22.662,13.753,72.6,23.142,22.016,24.316,21.804,16.829,378.959,41.287,19.76,19.898,19.404,13.672,13.635,19.987,15.104,14.577,20.482,23.005
26.93,NaN,177.702,173.072,20.991,62.523,26.544,22.279,23.916,16.45,617.056,15.18,30.568,26.154,23.919,29.854,28.781,25.283,21.436,25.829,21.624,22.856,15.962,19.197,64.185,23.623,25.797,24.475,23.4,146.002,28.21,17.396,17.768,17.894,11.91,12.994,14.407,15.449,23.014,22.333,23.998,153.123,17.977,18.375,33.293,73.718,17.99,28.017,20.255,18.694,28.123,20.343,433.455,16.079,16.215,22.76,22.642,126.302,22.553,20.906,23.309,13.961,73.523,23.283,22.163,24.48,21.939,17.064,380.771,41.84,19.992,19.981,19.955,14.125,13.875,20.031,15.202,14.726,20.666,23.06
27.082,NaN,178.011,175.631,20.991,62.912,26.692,22.436,24.347,16.559,631.099,15.372,31.049,26.368,24.555,30.071,29.187,25.615,22.101,25.974,21.879,23.121,16.023,19.561,65.123,24.039,26.251,24.705,23.625,151.471,28.249,17.51,18.783,18.237,12.141,13.106,14.51,15.579,23.196,22.979,24.062,154.983,17.977,18.526,33.687,74.004,18.206,28.327,20.442,19.116,28.236,20.431,438.178,16.329,16.324,22.952,22.803,128.642,22.876,21.136,23.547,14.235,75.207,23.517,22.33,24.624,22.137,17.665,385.526,42.33,20.229,20.027,19.997,14.397,13.925,20.117,15.469,14.85,20.808,23.149
27.252,NaN,179.328,176.999,21.146,63.22,26.759,22.643,24.531,16.686,651.823,15.76,31.653,26.546,25.063,30.159,29.347,25.803,22.42,26.376,22.057,23.253,16.298,19.805,66.28,24.321,26.517,24.853,23.83,153.3,28.411,17.981,19.068,18.345,12.99,13.314,14.718,15.9,23.442,23.019,24.29,156.369,18.195,18.933,33.866,76.13,18.647,28.672,20.875,19.199,28.397,20.99,438.962,16.457,16.581,23.127,23.149,129.297,22.961,21.438,23.698,14.507,78.226,23.591,24.142,25.088,22.381,17.976,391.409,42.588,20.262,20.257,20.146,14.492,14.155,20.258,15.928,14.858,20.841,23.22
28.007,NaN,180.943,181.168,21.375,63.81,27.112,23.131,24.799,16.993,677.024,15.974,33.081,26.919,25.162,30.35,29.717,26.104,22.657,26.651,22.187,23.738,16.468,20.31,66.666,24.954,26.605,25.056,24.046,157.098,28.548,19.145,19.102,18.368,12.99,13.471,14.75,16.292,23.666,23.074,24.79,156.731,18.424,19.21,33.996,76.503,19.271,28.787,20.931,19.477,28.538,21.116,441.43,16.597,16.842,23.584,23.292,130.416,23.314,21.604,24.843,14.695,79.788,24.134,24.811,25.82,22.752,17.976,407.921,43.449,20.397,20.644,20.22,14.587,14.589,20.446,16.021,14.965,20.904,23.355
28.126,NaN,182.596,181.62,21.715,66.28,27.185,23.267,24.862,16.993,679.102,16.151,33.218,27.187,26.043,30.555,29.933,26.37,22.975,27.129,22.392,24.042,16.515,20.665,66.968,25.083,27.014,25.587,24.606,161.552,28.729,19.248,20.029,18.531,13.196,13.528,14.912,16.423,24.016,24.044,24.877,158.396,18.603,19.598,34.723,76.936,19.808,29.273,21.104,19.752,28.923,21.39,457.273,17.029,17.079,23.866,23.439,133.59,23.717,22.047,25.671,15.178,81.25,24.356,25.117,26.201,22.83,18.158,409.05,44.681,20.51,21.143,20.348,14.833,14.839,20.729,16.087,15.278,20.975,23.479
28.292,NaN,182.804,183.791,22.182,66.662,27.567,23.477,25.463,17.138,681.289,16.453,33.428,27.446,26.8,30.685,30.555,26.537,23.453,27.241,22.492,24.368,16.869,21.12,67.216,25.215,27.095,25.862,25.222,163.122,28.934,19.479,20.313,18.651,13.233,13.669,15.288,16.555,24.708,24.353,25.247,159.691,18.942,19.761,34.872,77.72,20.444,29.731,21.215,20.036,29.226,21.583,465.9,17.159,17.116,24.148,23.515,133.783,23.955,22.174,25.894,15.35,82.044,24.823,25.289,26.421,22.933,18.438,410.328,45.363,20.88,21.24,21.024,15.292,15.034,20.94,16.547,15.398,21.491,23.505
28.582,NaN,183.306,187.711,22.486,66.955,27.675,23.658,25.721,17.334,706.948,16.562,33.622,27.666,27.074,30.973,31.037,26.687,23.92,27.574,22.804,24.515,16.989,21.719,68.294,25.34,27.228,25.96,25.943,165.271,29.372,19.59,20.428,18.928,13.372,13.832,15.393,16.753,24.925,24.432,25.408,159.796,19.111,20.229,35.586,78.018,20.836,29.819,21.319,20.431,29.701,22.018,466.425,17.283,17.33,24.593,23.684,134.422,24.161,22.634,26.07,15.731,82.562,25.105,25.478,26.741,23.131,18.514,410.772,45.568,21.005,21.29,21.121,15.331,15.143,21.008,16.59,15.641,21.538,24.826
28.756,NaN,184.786,188.499,22.635,67.858,27.84,24.029,25.836,17.584,717.696,16.839,33.742,27.776,27.111,31.283,31.505,26.769,24.089,28.001,23.079,24.848,17.142,22.092,68.881,25.476,27.333,26.697,27.056,165.925,29.855,19.824,20.658,19.181,13.556,13.933,15.672,16.9,25.039,24.69,25.596,162.577,19.23,20.437,35.698,80.036,21.001,29.927,21.595,21,29.775,22.304,486.565,17.531,17.477,24.821,23.894,134.978,24.382,22.797,26.29,15.882,82.996,25.481,25.687,26.902,23.313,18.659,419.307,45.849,21.028,21.599,21.181,15.358,15.682,21.441,16.811,15.671,21.868,25.12
29.02,NaN,184.994,193.128,22.812,68.294,28.214,24.196,25.942,17.668,719.299,16.891,34.088,28.176,28.293,31.524,31.581,27.194,24.207,28.429,23.384,25.145,17.397,22.288,69.899,25.942,27.978,26.832,27.436,178.01,32.328,19.942,21.136,19.441,13.603,14.044,16.282,17.346,25.098,25.011,26.281,163.735,19.379,20.71,35.858,81.082,21.295,30.316,21.811,21.229,30.058,22.454,488.331,17.692,17.815,25.418,24.366,134.978,24.554,22.944,26.537,16.629,84.92,25.68,26.1,27.162,24.011,18.866,422.003,46.609,21.151,21.945,21.319,15.422,15.818,21.519,16.966,15.795,22.021,25.254
29.089,NaN,185.767,193.953,23.191,69.678,28.51,24.473,26.216,17.767,723.475,17.141,34.424,28.944,28.471,31.9,31.888,27.688,24.348,28.518,23.472,25.553,17.512,22.412,71.222,26.032,28.058,27.077,27.69,178.181,33.105,20.031,21.581,19.764,13.665,14.098,16.51,17.565,25.222,25.086,26.671,165.141,19.476,20.996,36.252,81.772,21.581,30.455,21.942,21.307,30.179,22.648,489.243,17.971,17.973,25.466,24.588,135.474,25.028,23.141,26.64,16.839,85.333,26.021,26.458,27.657,24.795,19.199,422.825,46.772,21.525,22.086,21.541,15.556,16.077,22.635,17.813,16,22.116,25.597
