U2
8.44
15.287
26.705
27.085
29.107
34.234
37.177
41.135
46.486
46.693
48.076
50.619
53.916
56.374
56.938
60.744
66.282
66.669
66.971
68.3
69.918
73.082
73.926
74.12
78.471
79.851
81.885
82.423
83.856
88.049
89.651
89.994
91.397
92.989
95.214
95.417
97.493
98.054
98.676
100.343
100.826
101.062
101.358
104.44
105.376
108.343
109.599
110.813
111.499
112.523
112.721
113.166
113.432
116.403
116.68
116.95
119.604
121.736
122.605
123.319
125.536
130.792
133.179
134.371
141.075
142.769
146.21
148.322
150.012
153.741
154.267
161.543
162.863
164.317
165.283
165.931
172.072
173.083
177.519
178.016
178.19
180.267
181.629
184.796
189.172
190.203
192.503
193.935
195.36
196.131
198.695
199.107
203.657
204.097
205.238
205.691
207.954
209.156
211.393
212.443
215.857
217.902
218.779
226.534
227.758
228.785
230.616
230.806
231.221
238.128
238.402
238.591
239.08
239.48
241.883
243.778
246.053
249.435
252.15
254.833
255.796
257.427
257.783
259.433
260.536
261.106
261.857
261.977
262.468
262.607
266.108
267.777
268.011
271.204
271.894
272.641
272.904
274.758
275.03
275.604
276.279
280.854
284.579
286.916
288.461
290.341
291.046
291.855
295.318
296.05
296.887
299.269
301.369
302.423
302.894
303.815
305.542
311.606
312.513
313.626
314.869
316.372
318.534
323.157
323.939
325.272
326.503
326.725
326.93
327.454
328.243
328.813
329.382
331.339
331.654
331.819
333.61
333.928
334.915
336.771
338.561
341.736
341.984
342.223
344.234
346.522
347.194
347.708
350.164
352.421
353.101
354.307
354.631
355.504
359.405
360.245
361.386
361.708
363.036
363.848
364.324
364.546
367.277
368.049
369.511
369.808
370.628
372.324
374.788
374.9
376.89
380.238
382.124
383.363
384.774
385.614
385.971
387.233
387.784
388.06
393.218
398.471
400.041
400.412
403.603
404.523
405.273
405.638
406.802
414.033
414.343
415.356
417.58
418.212
420.402
422.382
424.041
428.343
429.057
430.538
431.634
432.184
435.539
436.429
436.649
437.844
440.722
441.14
442.106
442.922
443.898
446.669
447.02
454.035
455.001
456.015
459.124
459.474
460.38
461.226
462.741
464.071
464.754
465.361
465.663
466.532
469.117
469.392
470.087
470.684
475.822
476.011
477.217
477.534
478.791
480.09
481.923
482.43
485.692
488.513
488.708
490.265
490.493
493.549
495.135
500.762
501.932
509.478
511.938
514.404
515.702
516.793
524.268
529.104
534.437
536.465
537.146
537.259
538.071
538.861
540.283
540.626
542.347
543.911
544.891
546.315
546.974
548.633
548.854
550.103
551.184
553.927
557.764
561.416
563.14
565.351
567.206
567.96
569.571
569.823
570.177
570.376
573.597
576.945
579.273
580.307
580.646
581.89
588.248
591.241
593.706
595.293
595.617
601.641
601.868
604.064
607.937
609.043
612.621
615.004
616.879
620.076
622.85
623.459
625.609
625.848
629.575
634.985
636.079
639.027
639.381
640.631
642.241
642.677
644.452
648.624
649.496
653.032
656.029
659.083
663.411
666.674
666.987
668.147
670.085
673.564
679.078
681.269
681.997
682.422
683.802
684.107
685.88
686.697
687.497
692.997
695.45
696.491
697.028
697.946
698.8
700.309
701.644
702.599
703.388
703.672
707.725
717.335
718.523
719.091
720.112
723.47
725.181
725.655
729.674
730.875
734.339
735.051
737.417
738.835
739.37
740.147
741.339
741.902
747.41
749.062
749.757
750.26
751.357
753.384
754.618
755.046
755.181
756.262
756.68
758.091
762.511
766.294
767.265
767.932
768.576
772.282
773.418
773.857
775.375
775.66
775.936
776.181
776.584
777.626
777.891
779.247
782.018
782.488
786.041
787.592
793.744
798.557
801.182
802.097
802.651
805.859
810.746
817.176
817.596
821.19
822.178
822.741
823.387
824.778
825.368
826.266
827.617
828.227
829.422
832.847
834.666
837.691
837.944
840.817
842.842
844.501
845.09
847.953
850.367
852.151
852.546
852.907
854.71
855.34
856.769
857.211
858.975
859.42
860.27
861.009
862.469
863.4
865.26
866.013
866.381
868.148
875.231
877.414
878.548
880.35
881.021
881.13
884.926
891.221
891.865
893.491
899.908
901.585
902.643
904.458
905.299
906.623
907.62
909.174
909.469
910.625
910.812
912.671
921.771
925.674
927.114
927.555
929.201
929.822
931.86
934.001
938.98
940.952
943.027
944.334
949.48
949.855
950.134
951.73
952.933
956.325
958.143
958.441
960.431
960.672
961.751
968.878
970.212
970.477
970.592
971.567
973.832
975.366
976.639
977.939
978.427
979.129
980.31
981.121
986.617
988.962
993.715
994.143
996.268
997.388
998.15
