U2
0.778
3.6
4.098
5.231
5.739
7.692
8.193
8.505
11.962
12.158
13.609
14.322
14.522
15.256
16.729
17.526
19.303
20.244
21.442
22.279
22.763
23.409
23.656
25.136
25.777
27.242
27.746
28.451
28.654
29.822
32.21
33.068
34.01
34.408
34.56
35.174
35.495
35.827
36.577
37.022
37.612
37.981
38.496
38.612
39.59
39.983
40.294
40.562
40.824
41.864
43.138
43.868
45.822
47.771
48.578
49.259
50.121
52.282
52.434
52.81
53.033
56.408
56.736
57.537
58.185
59.644
60.166
61.037
61.919
62.288
62.727
63.159
63.846
65.427
66.211
66.752
67.749
69.161
69.389
71.958
72.976
73.484
74.082
74.458
75.233
76.774
77.198
79.23
79.519
79.874
80.465
80.886
82.01
83.916
84.124
85.684
88.095
88.273
88.437
88.928
89.108
89.633
90.3
91.066
94.693
95.046
95.972
95.972
98.17
99.965
100.839
101.023
101.299
101.643
101.98
102.402
103.133
104.255
105.539
106.784
109.612
109.77
111.279
111.837
115.309
116.192
117.102
118.887
119.761
122.079
124.341
124.524
125.264
126.658
127.653
128.302
129.576
129.722
130.76
131.798
133.132
137.425
138.817
140.876
141.731
142.043
142.563
144.54
145.4
145.601
145.923
148.015
148.36
149.139
149.524
150.482
150.641
150.835
152.595
152.925
153.133
153.682
155.435
155.614
155.841
156.102
157.064
160.723
162.788
163.029
164.589
167.26
167.65
167.904
169.244
171.368
173.881
174.307
176.492
177.073
177.579
178.183
179.94
180.579
181.375
182.555
184.27
185.47
187.172
188.629
189.101
189.516
192.447
192.563
194.188
194.371
194.53
195.032
196.343
196.723
197.712
198.165
198.952
199.25
199.525
200.06
200.285
202.412
204.078
204.558
205.107
205.341
207.478
207.696
208.396
208.824
211.938
212.332
212.648
215.903
216.134
216.305
217.202
218.162
218.866
219.041
219.919
220.174
222.124
223.38
226.518
226.818
226.97
227.837
228.215
228.492
229.651
230.984
231.172
232.168
234.966
235.357
235.768
235.972
235.972
236.148
236.487
237.228
238.405
239.497
239.98
240.659
240.813
241.674
242.773
243.588
244.496
247.77
248.795
249.203
250.048
250.188
251.031
252.412
252.615
257.409
258.349
258.713
258.921
259.795
262.833
263.219
265.567
266.927
267.122
268.387
268.69
269.29
273.071
273.362
274.227
274.898
277.521
278.276
279.667
279.958
281.153
281.487
282.731
284.627
285.428
286.398
286.591
286.967
287.705
290.332
291.88
295.104
295.28
295.445
297.212
297.724
301.172
301.674
303.103
303.474
303.928
304.71
304.807
305.792
306
306.554
310.002
311.236
314.82
315.466
318.082
319.305
319.895
322.594
323.548
324.677
325.929
327.451
328.646
330.264
330.832
331.157
336.203
336.934
338.649
342.306
343.11
343.955
344.304
346.702
347.351
350.209
350.623
352.018
353.672
354.677
355.676
356.031
356.719
357.218
358.797
359.209
361.894
362.295
366.015
366.331
366.534
366.949
368.483
368.684
370.635
372.781
373.564
377.768
378.798
379.295
379.953
380.15
382.652
384.573
385.325
385.832
386.936
387.484
388.588
389.687
390.844
391.627
392.872
393.534
394.298
395.87
396.583
398.609
399.425
400.271
401.342
402.789
403.884
404.878
405.897
406.581
408.337
408.919
409.048
412.096
413.292
413.558
414.157
414.478
415.261
415.52
416.019
416.779
418.315
418.694
418.951
420.141
421.292
421.506
422.544
423.841
424.08
425.719
426.377
426.585
428.978
429.634
430.425
430.586
434.929
436.121
437.768
438.234
438.37
440.83
441.163
444.401
446.06
448.127
451.924
452.857
453.143
453.581
454.52
455.034
457.049
458.592
458.81
460.108
460.636
461.026
462.768
464.161
464.432
464.914
465.233
466.102
466.812
467.147
468.923
469.188
470.738
471.071
471.919
472.985
473.372
474.76
475.206
475.447
475.895
482.865
483.135
483.308
483.756
484.096
484.578
488.245
489.158
490.169
491.996
494.393
494.829
495.852
496.265
497.993
498.64
499.049
499.291
500.164
500.456
500.956
503.488
503.857
505.535
505.966
506.629
506.94
507.28
507.739
508.523
510.799
511.539
511.747
512.846
513.403
514.447
515.299
517.553
519.912
521.031
521.294
523.665
524.177
524.554
528.192
528.437
528.934
530.036
530.711
533.03
534.617
535.019
535.599
536.101
537.835
539.004
539.168
539.927
541.701
547.286
549.227
549.563
557.185
558.196
558.795
559.256
559.411
561.34
562.175
565.109
565.523
570.372
571.057
573.248
574.074
575.07
575.26
575.911
576.241
576.473
577.255
577.767
578.005
578.527
579.736
580.831
582.909
587.446
587.77
589.097
590.224
593.078
593.816
596.384
597.167
598.103
598.8
598.939
602.362
603.296
605.335
606.035
606.311
606.858
607.926
608.347
608.748
610.326
610.607
611.012
612.325
612.707
612.919
613.14
616.182
617.305
618.072
618.851
619.325
619.593
620.104
621.641
621.721
622.008
622.306
622.893
624.482
625.552
626.844
627.61
627.88
628.756
628.885
629.354
629.849
630.753
631.336
631.511
633.187
633.303
635.098
636.679
638.182
638.367
638.869
639.047
639.626
640.918
641.337
642.777
643.065
643.452
644.003
644.904
647.505
648.027
648.643
648.86
649.957
654.149
654.97
655.223
655.685
656.003
656.222
658.716
659.457
660.202
661.098
662.363
663.099
663.425
663.846
664.039
664.178
666.123
668.867
670.188
671.435
671.829
672.227
674.731
674.913
675.196
676.728
678.32
678.81
679.517
680.254
680.452
682.373
683.137
683.435
685.834
686.605
687.375
688.84
690.045
691.624
692.303
692.84
693.047
693.319
694.725
695.136
695.244
695.527
695.753
697.28
697.657
699.301
699.85
700.348
700.704
702.911
703.078
706.468
706.891
707.612
708.212
708.46
708.781
709.02
709.148
711.736
713.366
715.286
718.749
720.32
721.656
722.345
723.971
723.971
724.467
726.033
726.264
726.683
726.834
727.623
728.341
730.029
730.484
731.979
732.713
733.051
733.416
733.698
733.905
734.228
735.123
735.545
735.84
736.094
736.302
736.639
737.14
737.307
740.179
741.435
741.661
741.931
742.244
744.294
745.491
745.692
746.394
747.642
747.864
748.083
748.229
749.272
749.917
750.311
750.467
750.932
751.464
752.739
754.585
755.969
756.356
757.532
766.441
766.828
767.494
768.965
769.306
770.102
772.594
775.792
776.244
776.516
779.927
780.723
780.953
781.372
782.19
783.72
783.999
784.857
787.178
788.2
790.345
793.464
793.849
794.208
795.13
795.838
796.124
798.774
801.042
801.868
802.241
805.482
805.692
806.233
806.996
807.91
808.691
809.013
809.474
810.051
810.492
811.181
811.693
812.4
814.012
814.313
815.645
816.579
817.9
818.199
820.345
820.636
820.83
821.255
821.727
822.561
822.78
823.248
823.495
824.217
826.574
828.387
828.531
828.751
829.142
829.583
830.131
830.608
831.959
833.822
834.074
834.25
835.048
835.196
836.036
836.312
836.625
837.385
837.709
840.116
842.544
843.302
845.48
846.291
847.412
847.773
849.558
851.695
851.886
853.011
853.627
853.908
856.608
858.103
858.76
859.152
860.088
861.374
863.234
864.999
865.769
867.946
869.31
869.646
870.236
871.026
871.348
873.856
874.287
874.909
875.189
875.418
877.013
877.392
877.691
879.171
880.236
883.054
883.734
885.712
887.343
887.908
888.129
892.064
892.335
892.769
893.379
893.544
893.931
894.372
896.249
897.682
898.027
899.399
900.863
902.581
903.04
903.318
903.883
905.974
905.974
