U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
0.117,1003.33,0.48,0.128,0.215,0.178,1.207,0.741,0.572,0.023,0.365,0.715,3.45,0.295,0.325,5.543,0.963,0.054,0.358,0.974,0.11,0.667,0.347,0,3.113,0.89,0.02,0.968,0.084,4.766,0.659,1.581,0.279,0.521,2.429,0.954,0.339,0.332,0.98,1.01,0.296,0.513,0.452,2.257,2.706,0.841,0.485,3.327,1.148,0.995,2.191,0.501,0.504,0.151,1.168,0.936,1.573,1.468,4.879,0.974,0.268,0.921,0.67,2.424,0.979,0.315,0.284,0.493,1.044,0.194,2.383,0,0.193,1.314,3.114,1.861,4.853,1.271,3.998,0.259
0.451,NaN,1.797,0.369,0.859,0.991,3.503,1.398,0.747,0.915,0.773,0.868,4.156,1.659,0.583,8.889,1.314,3.271,1.001,0.974,0.272,1.319,1.308,3.795,3.428,1.86,0.259,2.426,1.048,5.608,1.689,2.651,5.006,2.302,2.713,4.973,0.754,2.476,1.673,1.27,2.812,2.941,0.969,3.11,2.976,1.462,1.826,3.631,1.908,2.07,4.74,1.477,1.005,4.87,2.225,1.581,1.729,2.585,7.485,0.974,0.895,1.158,4.533,2.713,5.053,0.93,1.055,0.912,1.326,0.508,2.501,1.406,0.371,1.502,3.183,1.908,9.918,1.467,6.004,1.184
1.674,NaN,1.916,1.407,1.869,1.154,3.73,1.863,0.983,1.323,0.92,2.5,7.582,3.095,1.909,13.474,2.076,3.364,1.476,4.363,0.67,2.112,1.772,4.839,3.638,2.056,0.775,3.262,1.825,6.566,9.312,2.733,5.666,5.287,4.531,4.973,1.464,3.104,3.195,1.658,3.096,3.567,3.106,3.295,6.414,5.23,2.265,4.766,4.54,3.99,5.42,2.39,2.555,5.484,3.332,1.847,2.987,3.34,8.761,2.448,1.207,1.397,5.671,3.582,5.51,1.982,1.307,3.336,4.886,0.758,5.193,2.169,0.507,3.283,3.674,2.841,12.335,6.712,8.122,2.517
3.566,NaN,3.382,1.733,4.41,1.728,4.976,2.424,1.864,2.632,1.627,3.088,9.915,4.521,2.226,17.354,2.881,4.738,5.71,4.823,0.895,3.2,2.684,6.294,4.606,3.162,1.663,4.483,2.064,7.385,10.255,4.869,7.896,5.426,6.198,8.45,2.498,3.34,6.171,6.421,3.944,4.513,3.334,4.366,6.809,6.431,3.506,5.077,6.207,5.186,7.966,6.586,2.717,8.459,5.064,2.362,3.404,6.577,9.745,3.677,3.104,3.052,6.477,7.209,6.198,5.794,1.495,4.21,5.259,0.991,5.456,2.474,0.804,3.448,4.639,3.091,13.439,6.88,9.558,2.998
3.662,NaN,3.628,2.419,5.677,2.185,7.247,6.468,2.103,3.102,2.216,4.071,10.52,4.936,3.335,17.99,5.418,5.861,7.486,6.282,1.667,3.737,6.858,6.793,7.051,3.455,6.502,4.73,2.496,7.904,11.905,5.24,8.087,7.434,6.473,8.886,2.567,4.338,6.696,8.296,4.423,5.331,3.665,4.477,10.563,7.293,5.544,6.353,6.436,6.188,12.431,6.897,3.264,9.763,6.316,3.044,5.666,7.55,9.97,4.574,3.501,6.013,7.345,8.323,7.22,6.142,1.854,4.427,6.506,1.462,5.826,3.591,1.348,4.494,6.036,3.156,19.27,7.513,13.02,3.175
5.371,NaN,6.843,2.699,9.762,2.986,11.978,7.593,2.647,4.592,2.467,4.998,12.704,6.188,4.665,18.596,5.843,6.924,8.845,8.494,3.097,5.745,7.229,7.393,7.24,5.247,8.058,5.852,4.613,8.21,18.104,5.554,8.673,7.652,6.867,9.563,2.951,6.022,7.993,9.608,4.937,5.862,4.628,5.062,14.414,8.506,6.603,7.312,7.387,6.517,13.142,8.673,5.85,10.046,6.48,3.574,6.652,8.652,13.504,6.28,3.846,6.469,10.143,9.807,9.816,6.597,4.969,4.591,8.433,2.253,6.865,4.339,2.673,6.766,6.362,5.217,20.216,10.11,14.334,3.891
6.63,NaN,7.041,4.087,10.008,5.747,13.505,8.953,5.3,4.809,2.97,5.215,16.592,7.976,5.693,21.293,6.433,9.189,9.6,11.825,3.844,6.115,8.597,8.105,8.004,6.85,8.945,6.163,4.992,8.687,18.644,7.207,8.815,9.34,8.606,10.009,4.134,6.39,8.806,9.791,6.635,6.822,5.693,6.048,17.47,10.103,8.519,8.211,8.441,6.968,14.115,9.942,9.312,10.809,6.653,5.641,7.926,8.816,13.912,7.914,4.096,6.644,10.497,10.443,9.98,11.887,5.3,6.193,9.098,2.565,9.509,5.02,5.073,7.02,7.706,5.43,20.356,11.202,19.322,6.864
8.047,NaN,7.233,7.167,14.386,6.576,13.911,14.372,5.508,4.943,3.589,6.156,20.437,8.656,6.807,22.2,8.44,9.582,9.851,13.731,4.08,7.053,10.542,8.217,10.986,8.786,9.595,7.06,6.602,9.42,19.525,11.15,10.286,9.595,8.707,10.243,4.958,8.752,12.965,10.321,7.667,7.2,6.325,8.512,18.84,10.438,8.722,9.422,8.686,7.654,14.827,11.457,10.423,11.987,7.487,5.868,9.01,9.075,15.253,9.345,4.272,7.434,10.818,14.484,10.452,13.06,7.007,6.973,10.704,2.805,10.163,6.023,5.617,8.006,9.03,6.217,23.648,12.127,19.374,8.985
8.829,NaN,7.641,9.943,15.015,8.201,15.25,15.562,5.942,5.257,4.301,7.888,20.964,11.13,10.565,22.748,9.635,10.872,10.358,14.783,4.273,8.2,10.881,8.59,11.983,10.001,10.544,8.487,8.652,10.689,19.934,13.748,11.182,11.979,9.591,10.967,5.409,11.187,14.308,10.507,9.35,10.432,9.343,11.47,19.889,11.464,8.867,10.427,10.152,8.367,15.179,12.442,11.904,12.455,7.92,6.148,10.354,9.982,15.512,11.98,4.434,8.452,11.502,14.735,11.369,13.916,7.808,6.973,12.343,3.439,11.513,7.575,5.818,8.756,9.639,7.882,24.169,14.125,19.891,11.117
12.491,NaN,8.508,11.725,15.287,9.019,16.374,15.731,10.112,7.348,5.615,8.646,21.385,11.647,11.948,24.092,12.129,12.836,11.66,15.072,4.528,8.36,11.25,8.837,14.175,11.242,10.97,9.848,10.375,11.538,22.36,15.385,11.252,12.166,9.806,11.428,5.515,12.866,15.041,10.897,9.498,12.353,10.436,11.737,20.245,11.813,13,12.224,10.689,8.93,16.319,14.126,12.47,14.594,8.971,8.453,10.453,12.72,16.312,14.831,4.657,10.413,11.789,16.309,13.007,14.696,8.719,13.95,13.43,4.633,20.88,9.242,6.39,9.262,10.346,8.063,26.269,14.576,20.439,11.648
12.981,NaN,9.769,12.346,15.551,9.211,17.986,16.484,11.423,8.432,5.826,9.26,21.811,16.532,12.315,25.964,13.792,16.866,13.102,16.518,5.757,8.605,11.522,9.24,14.379,11.528,11.114,11.733,11.988,13.023,22.451,19.13,12.441,13.549,9.874,12.173,6.374,13.606,15.727,11.545,10.326,13.515,10.64,13.431,22.808,12.359,13.682,15,10.843,9.82,19.525,14.757,14.574,15.663,9.6,10.359,12.278,13.364,17.483,15.155,6.249,11.372,15.147,18.63,13.354,16.131,9.654,14.138,14.393,4.81,21.149,9.433,7.256,12.619,12.966,8.485,28.488,14.725,20.842,14.298
13.256,NaN,9.907,13.42,15.72,10.042,18.129,18.342,11.886,9.002,9.23,9.861,21.97,17.963,12.632,26.581,19.978,17.736,15.751,17.51,6.643,9.362,11.79,10.737,14.603,12.122,12.169,14.596,17.365,13.384,22.917,19.809,12.595,14.497,10.88,13.655,6.506,14.388,16.076,14.297,11.798,14.404,12.332,14.84,25.221,12.626,13.886,19.854,11.384,10.518,19.856,16.96,15.718,17.736,11.081,10.854,12.934,15.17,18.128,15.51,6.51,13.757,17.05,18.764,14.951,17.044,11.442,14.532,16.498,5.701,22.104,10.379,8.752,13.486,13.483,8.692,33.025,16.329,21.868,15.403
13.807,NaN,10.655,17.802,16.359,11.297,18.439,18.705,12.227,10.798,9.587,10.231,22.787,18.205,16.259,27.14,20.253,19.997,18.842,22.046,7.222,9.6,13.326,11.83,14.972,13.783,12.99,16.123,19.429,14.313,23.097,20.893,13.487,15.973,11.262,13.916,7.438,14.51,16.144,14.767,13.257,17.226,12.982,16.121,25.593,13.475,14.632,20.592,17.057,10.965,20.982,17.198,16.36,18.938,11.377,11.659,13.391,18.619,18.608,15.854,6.962,13.959,21.24,19.907,16.065,21.283,13.326,14.832,18.17,8.68,22.473,17.137,9.658,14.121,13.635,9.317,33.204,17.376,22.315,15.75
15.442,NaN,11.955,20.289,17.364,11.739,18.733,19.882,14.695,12.14,9.741,12.587,23.597,18.757,18.464,27.418,20.944,20.282,19.448,22.795,9.901,9.815,13.644,12.549,14.972,14.725,13.817,17.503,19.803,15.001,23.654,20.991,17.302,15.973,15.293,14.083,9.757,15.088,17.874,17.336,13.461,18.755,13.471,17.439,25.778,14.364,14.846,22.011,18.163,11.244,21.893,19.43,17.316,21.721,11.59,12.924,14.369,19.704,21.246,16.175,8.858,14.234,21.927,22.192,16.32,21.461,14.945,16.006,18.745,9.35,26.931,19.188,10.939,14.493,13.921,12.478,34.832,17.446,23.639,17.888
16.74,NaN,13.885,20.978,17.57,11.97,26.743,20.088,15.078,13.798,10.229,13.479,26.012,25.938,18.839,29.266,24.345,21.745,23.437,22.953,10.902,10.548,13.795,15.567,16.494,15.007,14.329,18.194,19.988,15.558,26.292,21.987,22.444,16.742,15.804,15.76,11.206,17.548,19.273,17.45,14.216,19.153,14.868,18.2,26.326,14.538,15.741,23.889,20.019,11.729,24.539,20.43,19.934,22.023,11.992,13.748,14.746,21.267,21.78,17.108,9.109,19.165,22.532,22.841,18.746,22.753,16.917,16.325,19.214,10.078,29.901,19.669,11.447,14.604,16.144,12.589,35.896,18.14,23.74,21.834
18.049,NaN,14.157,22.739,18.747,13.697,27.168,20.268,17.54,15.58,12.161,15.961,31.638,28.929,19.887,30.143,24.799,23.738,23.903,24.187,11.982,10.889,14.534,16.667,17.625,15.279,15.265,18.601,20.754,16.383,32.312,22.758,23.38,18.352,16.793,19.61,12.639,18.07,21.128,18.139,16.533,19.91,15.81,18.932,27.695,14.835,16.824,24.372,20.254,12.464,29.225,22.017,20.283,23.902,13.879,14.992,15.165,21.788,22.046,18.353,10.915,20.028,23.383,23.281,19.098,23.103,17.543,17.064,20.404,11.012,29.976,20.024,11.927,14.834,17.627,15.281,36.022,18.755,25.068,23.005
18.698,NaN,14.918,23.4,20.707,14.365,27.551,21.425,17.926,16.538,13.526,16.875,33.2,30.436,20.709,31.885,25.135,26.093,24.191,26.36,14.324,11.118,15.287,17.135,18.15,15.572,17.533,19.15,21.079,17.519,33.109,24.431,23.418,18.636,18.216,20.816,15.659,18.469,22.187,19.373,17.778,21.891,16.261,20.71,29.385,16.115,17.179,26.213,20.927,13.422,29.7,22.74,20.83,25.465,14.901,15.426,15.526,22,22.875,18.534,11.774,21.233,24.951,28.029,20.23,23.729,18.359,19.863,20.655,11.342,31.189,22.355,13.261,17.956,18.153,16.956,36.216,19.038,25.745,23.505
19.491,NaN,17.521,24.199,21.13,15.167,28.226,22.42,19.199,17.142,14.678,17.954,33.606,30.78,24.968,32.174,26.077,26.354,24.368,27.226,18.349,14.382,16.006,19.181,18.445,16.764,18.709,20.953,21.58,23.841,35.57,26.862,24.424,20.029,18.364,23.243,17.938,21.542,25.205,22.318,18.05,22.623,18.602,21.229,33.686,17.577,18.647,26.416,21.102,13.625,32.281,25.79,22.452,25.837,15.517,16.074,17.302,23.552,25.957,19.015,12.325,22.343,25.473,30.08,22.015,24.147,18.95,22.212,22.251,13.198,33.513,24.962,14.561,18.198,19.862,20.028,38.345,19.569,28.07,25.254
21.48,NaN,18.282,24.858,21.384,15.969,29.012,25.672,20.285,19.188,19.207,18.196,35.894,32.12,25.143,34.428,28.765,26.597,24.844,28.412,19.828,14.765,16.495,20.293,19.139,17.905,19.5,21.375,22.195,24.086,37.573,29.63,25.541,21.897,21.883,23.73,20.403,21.664,25.753,23.008,18.212,24.073,19.865,21.378,33.866,18.697,21.294,26.727,21.939,13.943,33.183,26.355,23.098,26.594,15.749,17.478,18.178,25.544,26.361,19.727,14.623,22.68,26.804,31.243,25.963,24.479,21.658,22.525,23.23,13.48,35.607,25.384,14.95,19.28,20.011,20.257,38.695,19.637,28.967,26.503
23.977,NaN,18.843,26.436,21.697,16.737,29.171,26.146,21.162,19.838,21.15,19.282,39.596,33.288,28.456,35.297,31.028,27.673,26.51,29.078,21.232,15.246,17.743,20.714,20.748,19.273,19.89,21.736,22.808,25.95,38.07,30.039,25.612,22.279,22.298,24.195,20.88,24.644,30.785,27.145,18.416,24.667,19.999,21.749,34.871,19.479,21.719,27.099,22.333,15.315,33.375,26.843,23.531,27.434,16.58,18.269,20.364,25.966,27.226,19.862,17.537,22.888,27.2,33.163,26.776,26.2,22.751,25.371,24.214,14.567,35.764,26.489,14.998,19.882,22.288,20.727,39.476,20.239,29.513,28.004
24.666,NaN,19.842,27.464,23.175,17.831,30.471,26.752,22.763,20.298,22.755,22.039,39.812,34.617,29.384,35.603,31.488,28.236,27.564,29.805,22.783,16.015,17.913,21.705,21.432,20.275,20.08,22.747,23.814,26.726,38.991,30.871,26.588,22.888,23.909,26.221,22.103,25.091,31.207,27.297,20.498,27.208,20.236,22.279,36.555,19.869,21.909,27.369,23.464,16.135,33.972,28.147,25.326,27.878,17.474,18.753,23.438,26.554,27.886,20.66,18.219,23.064,28.449,33.96,28.683,27.161,22.931,26.771,24.364,15.159,35.92,27.282,15.215,20.111,22.998,21.008,42.209,20.967,30.507,31.746
24.97,NaN,20.018,29.622,23.635,20.433,30.77,27.52,23.164,21.158,23.082,23.37,40.013,35.099,31.729,37.591,32.28,28.667,27.874,31.144,23.063,18.852,18.359,22.533,24.328,20.442,20.26,23.409,27.041,27.098,40.592,31.312,29.27,24.355,28.242,27.006,22.771,25.383,32.637,28.667,22.671,28.579,24.162,23.735,37.077,22.713,22.749,27.739,26.648,17.77,33.972,33.155,28.185,28.968,18.748,19.132,23.643,27.761,28.307,22.173,18.353,25.468,28.572,36.923,30.147,27.656,23.132,27.038,24.849,17.705,36.055,27.515,15.928,20.75,25.023,21.52,43.052,22.282,31.64,33.853
29.606,NaN,21.717,30.586,24.466,20.721,31.517,28.448,27.235,21.963,24.958,24.419,41.596,35.74,32.509,37.908,33.374,32.723,30.447,32.471,23.379,20.312,18.744,24.032,25.783,20.969,21.446,23.729,28.808,27.738,41.191,32.218,29.935,25.979,28.711,28.5,24.099,25.79,33.083,29.389,24.06,29.616,24.971,25.044,38.684,24.673,23.068,28.014,27.307,19.197,34.626,33.637,34.457,29.756,19.448,19.899,24.857,28.002,29.272,22.796,20.023,26.525,29.573,39.105,30.493,28.792,25.568,27.379,25.073,18.61,37.087,29.89,17.551,20.99,25.651,24.255,44.228,22.721,32.668,34.891
30.189,NaN,22.469,33.182,25.076,20.975,35.369,29.502,27.655,22.448,25.394,26.646,44.183,37.347,34.684,38.252,33.614,35.341,30.831,33.77,24.95,21.725,19.041,24.962,27.268,21.441,21.793,24.208,35.595,28.013,42.926,32.422,30.898,26.64,29.194,31.329,24.272,26.509,34.799,31.245,24.791,30.552,27.108,27.87,39.591,24.998,23.399,33.017,27.887,22.243,36.67,34.479,36.084,34.231,20.893,20.99,27.567,28.348,29.766,22.956,20.438,26.753,30.023,39.65,33.19,30.454,25.88,28.111,30.829,19.029,38.713,30.737,19.141,21.937,25.754,25.331,45.478,22.788,34.659,36.572
32.707,NaN,22.963,38.831,25.311,22.773,37.172,31.658,29.77,24.32,28.295,30.84,46.277,38.568,34.931,38.597,33.971,35.703,31.373,34.817,25.666,22.158,20.292,26.362,28.648,24.314,25.402,24.458,35.694,28.769,44.234,34.307,33.984,28.076,33.344,32.648,24.849,26.573,34.831,34.776,29.357,30.839,28.023,28.544,40.376,27.867,23.633,33.309,28.922,22.383,39.782,36.986,36.296,34.493,21.728,21.289,27.753,28.693,30.472,25.33,21.499,27.193,33.908,40.779,33.346,31.036,26.642,28.872,31.317,19.739,38.806,31.827,21.541,22.029,26.178,27.694,45.566,24.03,34.777,36.746
33.763,NaN,23.386,39.249,25.66,23.379,37.668,34.923,30.044,24.775,28.75,32.18,50.345,41.664,36.555,40.18,33.971,35.892,31.655,35.269,26.653,22.838,21.435,26.847,29.02,25.067,25.785,26.815,37.861,29.347,45.65,34.849,35.091,30.226,33.627,32.74,27.246,27.242,35.353,35.901,30.437,31.01,28.527,30.75,41.609,30.233,23.943,34.269,29.581,29.348,40.291,37.556,37.041,37.476,21.986,23.897,30.698,32.035,31.21,26.743,22.039,28.062,35.321,42.281,33.664,32.194,29.768,29.23,35.721,19.903,39.95,32.393,21.665,22.849,26.22,36.092,46.963,24.764,35.319,37.76
34.36,NaN,27.235,40.587,25.853,23.665,38.632,36.579,30.206,25.071,32.388,32.393,51.724,42.441,36.768,41.786,34.676,36.082,32.384,35.528,27.557,24.353,22.212,27.531,29.99,26.117,26.501,27.409,38.092,29.813,47.597,36.382,35.712,31.074,34.223,34.542,27.374,27.534,40.172,36.844,33.764,32.085,31.856,31.73,43.324,32.042,25.605,35.82,30.729,31.315,41.053,37.951,38.069,40.508,23.636,25.461,30.835,33.673,31.861,27.86,22.423,29.16,35.757,43.481,34.223,32.656,30.197,30.488,37.092,22.085,40.697,32.859,22.937,24.352,26.284,36.698,47.113,24.94,37.192,39.272
36.32,NaN,27.362,42.121,26.484,24.037,41.176,36.857,30.797,25.764,32.808,35.049,53.649,44.478,37.233,43.777,38.034,36.441,34.61,36.802,27.908,24.503,22.75,28.463,30.39,27.274,28.759,28.659,38.309,31.52,48.986,36.686,36.376,31.134,35.278,34.942,28.932,28.464,40.867,37.188,35.743,32.709,32.209,32.509,44.251,34.409,26.535,40.107,31.491,34.869,41.258,40.234,38.876,41.66,24.192,25.832,32.022,33.815,32.72,29.171,24.801,29.669,38.881,44.253,35.008,34.431,31.539,31.369,37.639,24.066,44.457,33.004,27.175,24.421,26.648,39.727,48.062,25.847,40.261,40.859
37.825,NaN,27.835,45.207,27.341,26.558,42.175,38.492,31.032,26.112,33.002,35.509,54.013,44.756,38.061,44.939,39.578,37.87,36.732,38.235,28.261,25.537,24.663,29.389,31.416,27.754,30.199,29.743,39.934,33.016,49.987,38.262,37.317,31.899,35.69,35.273,29.974,28.814,43.3,37.438,37.789,33.95,33.838,33.394,44.884,34.564,28.809,40.766,34.675,37.385,42.718,40.596,40.298,42.571,25.366,27.221,33.292,34.236,35.528,29.343,25.67,31.172,39.28,44.652,35.278,35.748,32.949,33.185,39.63,24.273,45.065,35.492,27.245,24.645,31.104,40.303,48.67,26.122,40.465,40.909
39.439,NaN,28.921,46.16,28.184,28.461,45.075,39.936,33.663,30.788,34.365,37.877,54.45,45.541,38.501,46.062,40.287,39.855,37.074,41.028,28.446,26.897,25.828,29.525,33.469,31.556,33.741,30.952,40.094,33.713,50.055,40.573,40.526,33.103,36.126,36.059,29.974,29.781,44.745,38.151,38.927,34.619,34.829,35.174,46.222,34.992,28.962,41.515,36.573,37.934,47.597,42.083,42.669,43.357,26.485,27.874,35.28,34.629,36.065,29.886,26.637,31.754,41.068,45.845,36.255,35.964,34.227,36.19,39.831,24.487,48.134,36.329,28.468,26.157,31.651,41.003,49.836,29.192,41.483,42.117
39.928,NaN,30.38,47.69,30.958,28.66,52.152,40.967,33.976,32.288,34.733,38.332,55.101,47.971,39.173,47.574,41.258,40.229,37.323,41.653,29.732,27.176,26.212,30.782,33.899,32.003,34.569,31.428,40.361,34.268,51.437,43.881,40.85,33.382,36.587,36.114,31.042,30.789,50.129,38.244,43.072,35.645,36.212,35.305,48.13,35.298,29.266,43.778,37.585,39.625,47.946,42.729,42.862,45.113,26.764,28.436,36.037,35.285,37.733,30.225,27.17,31.894,41.327,46.3,38.573,36.557,35.916,36.677,45.949,25.769,50.398,37.784,28.65,26.604,32.727,41.62,51.72,31.028,42.026,43.055
40.942,NaN,31.928,48.214,31.648,33.098,56.428,41.156,34.43,33.668,35.489,39.865,56.487,47.971,40.088,47.805,41.993,42.564,38.851,42.184,30.094,27.688,27.682,31.187,36.198,32.631,34.892,33.478,43.37,35.819,52.94,44.585,41.118,35.24,36.745,36.355,32.444,31.684,55.414,41.648,44.472,37.648,38.338,36.447,49.486,36.667,31.737,45.161,37.805,39.824,50.96,43.721,43.377,45.414,26.923,29.626,36.976,35.752,39.384,31.421,28.447,34.089,41.501,46.59,39.023,36.794,37.799,37.922,48.657,26.21,50.824,42.914,29.254,26.815,33.084,42.107,51.892,33.499,43.109,43.518
44.595,NaN,34.938,52.606,34.456,33.647,58.166,41.496,35.275,35.043,36.083,40.199,56.778,48.356,43.459,48.389,43.236,43.38,40.158,43.711,30.442,28.662,30.197,33.777,36.58,33.023,36.57,34.427,43.889,36.341,53.092,44.947,41.198,36.208,37.258,36.601,35.283,31.737,56.011,43.517,45.868,37.821,39.792,37.103,50.761,37.828,32.175,45.481,37.989,40.518,53.38,45.209,44.439,45.635,27.274,30.458,39.039,36.88,40.526,33.771,29.24,34.68,42.412,46.96,42.474,37.097,38.133,38.482,51.47,26.847,52.05,42.989,31.418,28.858,33.315,42.244,52.479,33.727,43.327,44.159
44.959,NaN,35.927,54.171,34.734,33.945,58.438,42.068,35.857,35.266,37.917,40.385,58.568,48.517,44.412,49.953,43.833,44.508,43.721,44.348,30.715,29.071,30.828,35.348,36.917,33.871,37.836,34.828,44.499,37.013,54.674,45.136,41.965,37.011,37.356,37.705,37.934,32.38,58.245,44.158,49.104,38.068,40.298,39.524,52.022,38.595,34.429,48.574,40.321,41.093,53.874,45.625,45.086,47.194,27.863,33.696,39.838,39.047,45.604,34.229,29.731,38.49,43.858,47.59,43.418,37.181,38.565,38.858,52.62,27.531,52.964,44.082,31.547,28.975,33.63,46.501,53.631,35.572,43.533,45.178
45.774,NaN,36.572,56.399,37.25,35.286,60.253,44.398,36.556,35.533,38.605,41.955,61.187,48.768,46.406,50.022,44.404,45.085,43.891,44.57,33.347,30.169,32.012,35.533,37.167,35.372,39.365,36.006,44.643,37.584,55.2,46.073,43.114,37.874,38.532,38.956,38.141,32.83,58.893,45.156,51.143,39.64,40.775,40.778,56.355,40.771,35.604,51.971,42.984,41.271,54.101,48.366,47.688,48.103,28.138,34,41.14,39.273,46.979,35.37,30.223,38.866,44.214,48.106,46.6,40.882,38.938,42.037,53.063,28.153,56.685,44.335,34.014,28.975,34.515,47.046,56.556,35.901,46.207,45.773
52.093,NaN,38.49,56.692,38.132,35.518,60.914,45.689,36.793,36.189,39.816,42.573,63.636,52.111,47.902,50.655,45.755,45.222,44.165,46.403,33.66,31.088,34.931,36.088,38.408,36.815,39.711,36.133,44.813,38.245,55.44,48.106,43.601,40,38.88,40.943,38.712,33.382,59.978,45.487,51.642,39.842,42.695,41.867,57.54,41.207,37.862,52.909,48.471,41.486,55.445,48.986,48.562,48.582,28.515,34.848,42.112,40.225,47.203,37.173,30.445,39.061,44.449,48.957,47.21,43.55,39.391,43.445,53.637,29.516,57.545,47.674,34.251,29.869,35.508,47.693,56.881,36.817,49.476,47.994
53.344,NaN,39.395,61.694,39.752,35.836,61.517,45.845,37.926,36.343,40.078,42.737,63.985,53.538,54.078,50.815,46.396,45.412,45.08,47.829,33.886,31.24,35.354,36.335,39.404,37.243,40.302,36.434,45.813,38.618,57.769,48.805,45.395,41.29,38.92,41.564,39.178,35.047,60.015,45.727,52.599,40.216,44.965,43.094,58.526,41.787,38.677,55.973,49.788,41.645,56.099,49.174,49.458,48.995,29.426,36.383,42.33,41.398,48.831,38.504,31.126,40.655,47.747,51.451,48.99,43.985,40.324,46.258,54.417,30.463,58.953,50.489,36.397,31.249,36.522,49.707,57.071,36.955,51.738,49.751
53.768,NaN,40.573,63.837,41.395,36.878,62.186,46.027,38.135,36.728,40.4,43.258,65.32,54.351,54.727,52.933,47.945,47.762,47.025,48.066,34.624,32.216,35.539,36.622,40.539,39.766,40.834,38.338,46.045,39.494,57.921,49.077,47.553,41.58,41.163,43.444,42.095,36.562,60.205,46.056,54.668,40.764,47.606,43.731,59.647,45.038,40.085,55.973,50.07,43.486,56.918,50.057,49.702,50.784,29.679,37.086,43.025,41.835,52.141,40.772,31.599,41.158,49.127,52.058,51.329,46.489,41.564,48.821,56.661,32.216,59.297,52.558,37.046,32.055,37.576,49.797,57.146,37.441,52.944,52.998
56.014,NaN,43.044,64.913,45.112,38.62,64.226,47.999,38.373,38.361,44.176,44.073,66.94,54.983,55.321,54.55,49.242,48.094,48.206,50.686,35.698,34.019,36.589,37.563,41.768,39.908,43.148,39.025,46.324,39.704,59.82,49.218,50.493,42.002,42.405,44.006,42.593,41.698,62.179,47.603,57.091,41.199,47.834,46.15,59.998,46.514,40.18,56.26,51.388,43.785,57.863,51.467,49.987,52.054,30.347,42.272,46.411,42.126,52.613,41.064,33.896,45.12,51.381,52.537,52.045,47.167,42.258,49.084,58.201,33.621,59.982,58.304,40.082,32.395,38.345,50.012,58.569,39.598,53.683,53.224
56.389,NaN,43.276,65.332,49.293,39.992,69.851,50.925,40.089,39.03,45.092,44.708,68.341,57.087,56.689,54.956,50.111,48.343,48.854,51.776,40.081,34.42,36.825,38.354,41.956,40.925,43.326,39.787,46.944,39.973,62.08,49.494,51.246,43.269,44.255,44.55,43.821,43.158,62.696,47.879,57.531,47.888,48.09,46.495,61.886,46.831,40.362,57.1,51.759,45.854,59.659,51.711,52.853,52.744,31.373,43.244,48.63,42.485,53.12,41.29,34.289,47.18,52.927,53.396,52.842,48.091,42.615,49.783,58.514,33.83,60.494,59.509,42.449,33.172,38.42,52.856,59.657,40.016,54.445,53.539
56.901,NaN,43.466,65.971,49.682,40.149,70.177,51.522,40.409,39.547,47.198,45.965,68.64,57.529,57.282,57.101,51.414,50.495,49.277,52.612,40.413,35.747,39.387,38.662,42.251,41.125,43.989,40.214,47.216,39.973,63.583,50.03,53.247,52.361,44.653,48.075,43.962,43.481,63.177,48.22,57.739,50.324,48.665,46.931,64.922,47.147,42.021,60.258,52.04,46.251,59.995,52.735,53.163,56.435,31.631,44.737,48.928,43.712,54.136,42.102,34.816,48.035,56.676,53.588,53.12,49.42,43.131,49.854,59.19,34.853,64.734,61.81,42.62,33.379,39.345,55.337,59.978,40.788,54.507,54.544
62.042,NaN,44.575,65.971,50.94,41.673,71.01,54.03,41.036,40.197,47.814,46.654,68.846,60.361,57.874,59.497,53.885,51.465,49.649,52.916,40.937,36.575,39.629,39.939,44.43,41.505,45.172,41.375,49.001,41.441,65.545,50.723,54.253,53.404,45.116,48.463,45.064,44.316,64.504,49.476,59.893,51.453,48.818,47.341,67.653,47.276,42.807,61.029,55.066,48.121,63.813,52.949,54.709,57.108,32.422,45.152,49.17,48.353,54.596,46.403,35.99,50.482,57.622,53.803,53.437,53.873,44.55,50.54,60.249,37.562,67.665,66.842,44.156,33.468,40.782,57.114,62.416,45.452,54.569,60.338
63.845,NaN,45.205,67.283,51.684,41.835,72.112,55.202,41.275,40.423,49.303,47.811,70.013,60.884,58.709,60.172,54.102,52.731,53.916,54.135,42.584,36.839,39.95,40.417,45.807,42.242,47.991,42.694,49.233,42.236,65.98,50.78,54.582,53.893,45.933,50.422,45.85,44.417,64.886,51.6,63.753,54.426,51.716,48.375,67.961,47.574,43.102,63.369,56.797,49.449,64.981,54.169,55.587,59.213,34.099,46.231,50.995,50.409,56.089,47.474,36.207,52.079,58.03,54.942,53.814,54.147,47.315,51.364,62.523,39.099,69.387,66.956,44.603,35.002,41.537,58.426,63.638,45.489,54.821,60.99
