U1,U2,U3,U4,U5,U6,U7,U8,U9,U10,U11,U12,U13,U14,U15,U16,U17,U18,U19,U20,U21,U22,U23,U24,U25,U26,U27,U28,U29,U30,U31,U32,U33,U34,U35,U36,U37,U38,U39,U40,U41,U42,U43,U44,U45,U46,U47,U48,U49,U50,U51,U52,U53,U54,U55,U56,U57,U58,U59,U60,U61,U62,U63,U64,U65,U66,U67,U68,U69,U70,U71,U72,U73,U74,U75,U76,U77,U78,U79,U80
946.696,NaN,784.453,774.928,847.004,736.6,NaN,850.092,729.43,666.833,887.082,693.793,NaN,919.653,858.35,871.89,886.857,827.384,780.562,877.182,749.351,674.921,720.179,745.164,714.747,892.652,834.082,708.731,834.528,826.723,NaN,893.801,943.548,715.379,680.132,709.784,828.974,768.693,984.184,904.43,944.585,810.973,667.76,732.71,NaN,793.246,773.585,882.415,796.259,811.97,942.963,787.857,921.835,739.682,702.95,694.341,762.251,762.049,838.103,856.954,843.801,748.038,773.075,768.235,758.998,877.497,893.98,744.609,903.001,663.712,813.322,941.717,867.078,668.677,762.957,910.648,813.872,723.792,979.847,925.779
949.007,NaN,784.718,775.686,849.011,737.058,NaN,850.316,730.08,668.104,887.335,695.728,NaN,920.502,860.04,872.528,887.587,832.646,781.015,878.669,750.765,675.92,721.28,745.43,715.553,892.971,836.632,709.513,835.926,827.487,NaN,894.514,944.577,717.042,681.342,712.127,828.974,768.794,987.266,904.899,947.925,810.973,671.729,733.079,NaN,793.717,775.763,884.439,797.409,812.534,943.528,789.106,923.163,740.495,703.271,694.968,762.848,762.359,838.461,857.247,844.47,748.424,773.39,768.944,760.368,879.539,896.775,748.046,903.863,664.565,813.448,942.618,868.995,670.025,764.657,916.308,814.825,726.764,980.241,926.201
952.698,NaN,786.395,777.908,849.364,739.088,NaN,850.722,730.25,669.366,888.511,697.128,NaN,920.706,860.737,873.04,888.274,833.446,781.31,879.31,751.216,677.375,723.212,746.96,717.12,892.971,837.195,710.442,837.218,827.792,NaN,895.028,945.625,722.089,682.479,712.255,829.218,768.853,987.336,905.994,948.162,811.357,673.515,733.417,NaN,794.002,776.391,884.732,797.738,812.85,944.083,789.5,923.699,741.528,703.836,696.289,763.051,762.766,843.277,857.665,846.078,749.041,773.649,770.329,760.532,881.343,897.915,749.389,908.332,665.825,814.29,943.412,870.183,673.518,765.377,917.762,815.527,729.761,980.507,926.358
955.976,NaN,788.79,778.96,851.68,739.554,NaN,851.406,730.366,670.139,889.08,697.715,NaN,921.264,861.024,873.508,889.036,833.662,783.004,879.676,751.477,677.601,723.626,747.842,717.706,895.729,839.601,712.021,837.723,828.616,NaN,896.859,946.396,723.298,683.989,712.33,829.422,769.44,988.682,907.287,948.346,811.556,673.671,733.91,NaN,794.214,777.228,886.992,798.234,813.288,947.411,790.025,924.326,741.682,707.598,698.222,764.373,763.054,843.655,858.839,848.088,751.323,776.887,772.056,764.549,884.069,898.884,750.907,909.069,666.037,814.759,944.168,870.438,675.3,765.625,919.596,815.984,730.616,982.43,928.068
956.813,NaN,791.004,779.473,852.317,740.81,NaN,851.69,731.402,671.422,889.385,699.564,NaN,922.088,861.539,875.501,892.71,834.504,785.828,881.248,752.432,678.188,724.027,749.094,720.138,898.647,840.112,712.13,840.992,830.214,NaN,899.303,948.197,723.629,684.301,712.963,830.498,771.911,988.785,908.516,949.277,813.339,674.013,734.399,NaN,795.689,778.235,888.646,798.961,817.352,947.775,791.272,924.926,742.288,708.961,699.111,765.404,763.614,845.089,859.911,849.579,752.016,778.53,772.9,768.313,887.009,900.118,751.314,910.784,666.177,815.635,945.628,871.562,676.005,766.451,920.137,820.89,731.641,985.419,933.773
957.392,NaN,791.951,781.024,854.93,742.25,NaN,851.822,732.523,671.669,891.077,702.149,NaN,922.685,861.886,875.803,895.179,834.957,787.573,882.93,753.042,678.454,724.784,749.512,721.138,899.531,840.616,713.026,841.604,832.209,NaN,902.141,948.427,725.942,686.004,713.283,830.639,776.825,989.023,909.917,949.415,813.626,674.503,735.026,NaN,798.601,778.48,889.496,799.995,818.185,948.378,793.619,926.004,742.699,709.932,699.355,766.996,765.202,849.759,861.505,849.934,752.12,779.416,776.126,769.11,888.601,902.42,752.1,912.326,666.458,816.09,946.16,871.706,677.149,768.173,921.123,821.829,732.2,986.418,934.305
959.787,NaN,793.346,781.434,855.643,742.419,NaN,854.989,733.087,671.931,891.465,703.355,NaN,924.929,862.673,876.885,898.149,836.711,788.959,883.3,753.427,678.629,726.116,753.354,722.339,900.536,841.625,713.576,842.942,832.344,NaN,903.215,949.666,727.386,686.821,713.991,831.117,777.525,989.103,910.732,950.12,814.458,678.245,735.783,NaN,799.287,778.855,891.28,801.917,819.152,949.949,793.924,927.462,743.033,710.216,699.984,767.23,766.073,850.916,861.758,851.724,752.919,779.76,777.415,771.651,891.477,904.057,752.577,912.763,666.875,821.223,946.497,873.924,678.094,768.341,922.222,823.383,732.403,986.725,936.94
960.184,NaN,795.124,782.136,859.181,744.303,NaN,855.508,733.581,672.678,892.224,705.864,NaN,925.777,863.551,877.276,898.479,836.832,789.698,884.512,756.155,678.755,728.705,754.041,723.06,902.136,842.946,714.138,843.145,832.559,NaN,904.254,949.944,728.36,689.91,715.561,833.784,777.882,989.581,911.418,955.648,815.092,679.878,736.059,NaN,799.468,780.067,892.266,802.069,819.788,950.636,794.968,927.739,743.314,710.665,700.58,767.661,767.747,852.705,864.595,855.975,753.427,780.431,780.184,772.084,892.581,904.671,753.974,913.772,668.919,822.98,948.338,874.713,679.931,768.557,923.465,825.041,736.061,987.954,940.283
960.903,NaN,796.437,782.387,859.649,745.771,NaN,857.185,733.73,673.947,894.222,707.372,NaN,926.356,865.098,878.121,899.199,837.609,790.042,886.349,756.229,682.028,730.89,755.221,723.733,904.126,843.621,714.755,846.234,833.812,NaN,907.794,950.13,728.789,690.978,716.596,834.415,780.751,990.782,911.471,956.814,816.665,681.254,736.186,NaN,801.13,780.463,892.899,802.671,820.265,951.827,796.409,928.849,743.592,710.911,702.273,769.434,768.159,853.225,865.631,855.975,753.813,781.288,780.439,774.357,892.997,905.07,753.974,914.525,669.376,824.247,948.579,877.01,681.037,769.432,924.924,825.092,737.23,989.731,940.588
961.682,NaN,796.675,783.218,860.517,745.949,NaN,859.167,735.395,675.462,896.192,708.12,NaN,928.154,866.023,878.29,899.687,837.73,792.595,887.603,756.55,683.745,731.601,755.398,724.019,905.597,844.141,715.505,847.456,835.183,NaN,912.111,950.235,729.11,691.636,717.894,834.695,783.022,992.4,911.856,957.089,816.826,681.741,737.627,NaN,802.615,780.938,894.398,804.72,821.018,952.627,797.095,929.095,744.704,711.261,704.538,771.007,768.484,857.514,865.892,858.666,755.354,781.447,780.824,775.411,893.348,907.38,754.262,914.686,670.512,828.298,949.823,878.13,681.278,769.59,925.958,827.231,737.388,990.312,940.697
963.582,NaN,796.835,784.33,861.983,746.51,NaN,859.571,736.866,676.607,896.653,710.437,NaN,928.967,866.805,879.658,899.91,838.379,795.821,887.954,757.323,684.87,732.684,756.761,724.361,907.482,845.955,717.754,847.867,836.373,NaN,913.065,951.519,729.448,691.824,719.08,838.793,786.572,992.688,912.061,957.949,817.171,683.761,739.041,NaN,802.768,782.928,894.52,804.897,822.463,954.785,797.804,930.343,745.664,711.638,704.935,772.855,768.91,858.328,866.343,858.894,755.946,781.973,781.455,776.021,896.309,910.591,754.69,915.831,672.143,828.649,950.905,879.021,681.623,772.765,929.101,827.746,737.622,996.441,941.36
964.152,NaN,797.624,784.7,862.603,746.836,NaN,860.723,737.615,676.936,896.818,711.438,NaN,929.429,867.098,880.594,900.752,838.775,795.968,888.411,763.543,686.585,732.873,757.075,724.886,908.135,846.615,717.904,848.4,836.617,NaN,913.795,955.405,731.503,693.467,719.764,839.122,788.178,993.872,913.78,959.099,817.69,684.213,739.825,NaN,803.855,783.166,894.758,808.139,822.632,958.171,799.12,930.765,746.287,711.875,705.537,773.338,770.902,858.585,866.569,860.657,757.072,781.973,785.221,776.34,897.636,913.345,755.061,916.534,673.014,828.976,953.6,879.323,683.045,773.86,929.259,828.187,738.259,998.414,942.549
965.035,NaN,798.31,787.005,863.21,748.872,NaN,863.939,738.768,678.167,897.789,712.011,NaN,931.794,867.256,883.19,901.063,840.044,797.53,891.284,765.228,688.622,732.981,758.427,727.539,914.73,850.21,719.824,848.853,840.106,NaN,914.617,956.391,732.435,694.732,721.247,842.367,789.034,999.466,916.147,960.189,818.127,685.001,741.401,NaN,804.634,784.106,895.858,808.375,823.372,959.252,801.959,934.271,747.373,712.22,706.557,773.71,774.381,862.557,867.747,862.355,758.525,782.654,785.447,778.739,900.344,913.976,755.481,918.714,677.048,831.983,953.677,879.824,684.324,774.252,932.254,828.92,740.753,NaN,944.5
965.643,NaN,799.212,788.754,866.809,749.228,NaN,864.58,739.102,679.356,897.933,712.205,NaN,932.939,867.505,884.253,904.382,840.418,800.863,892.32,765.823,689.099,734.722,759.926,727.833,915.682,850.678,720.892,849.395,840.239,NaN,915.422,957.519,734.04,697.203,722.49,842.87,789.336,999.911,917.77,960.69,819.202,689.026,741.675,NaN,805.082,786.302,898.046,812.52,823.82,966.74,802.949,934.732,747.534,715.26,706.983,775.002,775.743,862.995,867.956,863.336,760.215,783.733,785.644,780.892,901.832,914.424,758.793,921.551,678.253,832.302,958,882.846,684.513,775.627,933.036,829.516,740.942,NaN,944.811
965.798,NaN,799.36,788.969,868.661,749.465,NaN,865.362,739.731,680.425,899.443,713.795,NaN,933.539,869.686,884.621,904.524,840.567,801.164,892.485,766.338,691.522,735.29,760.479,728.14,916.938,853.715,721.057,850.963,842.82,NaN,917.912,962.752,735.762,697.287,723.367,843.132,790.548,NaN,919.092,960.971,819.754,690.874,743.434,NaN,808.692,789.377,898.329,813.721,825.837,969.393,803.76,935.893,747.824,715.467,707.158,775.737,777.396,863.694,868.642,863.496,760.771,784.397,785.938,781.863,902.889,915.126,759.851,922.66,680.822,833.319,959.653,883.731,687.904,778.723,933.084,829.569,741.113,NaN,944.838
967.45,NaN,800.149,789.338,869.295,751.501,NaN,866.643,740.569,680.728,900.981,713.951,NaN,934.151,870.68,886.991,905.337,842.1,807.311,893.458,766.688,692.501,735.967,761.084,728.869,917.76,857.493,723.476,852.701,843.292,NaN,919.368,963.746,736.606,698.031,723.693,845.784,790.699,NaN,919.758,961.257,820.393,691.358,745.916,NaN,810.34,790.135,898.705,814.204,827.019,972.041,808.041,937.006,748.417,716.836,707.588,776.129,779.754,865.499,869.23,865.912,763.066,785.354,786.098,782.237,905.423,916.292,760.103,923.727,681.704,834.774,962.256,884.659,689.269,779.122,933.525,830.319,741.336,NaN,945.527
968.252,NaN,802.515,795.378,870.805,752.582,NaN,869.271,743.315,681.601,902.322,716.553,NaN,936.372,871.859,887.204,905.926,843.095,807.922,893.578,768.635,695.156,737.074,762.053,731.063,919.793,861.652,724.69,854.944,848.646,NaN,919.432,964.442,739.741,699.031,724.966,845.973,796.55,NaN,920.23,963.369,820.567,692.346,746.396,NaN,812.219,791.005,902.931,814.96,827.459,972.191,808.738,937.283,749.603,717.694,707.768,776.643,779.991,865.92,871.094,866.182,764.833,786.972,789.439,782.795,906.349,918.289,760.201,924.255,682.72,835.303,962.639,885.894,689.666,779.309,934.829,831.659,741.54,NaN,946.446
969.082,NaN,804.033,795.829,871.434,753.771,NaN,871.046,744.94,682.335,904.903,717.582,NaN,938.171,872.266,887.456,906.303,843.809,809.404,894.705,768.98,697.271,737.983,762.193,731.5,920.578,863.024,725.034,855.537,849.264,NaN,920.746,965.824,740.123,699.189,726.066,845.973,797.067,NaN,921.086,965.643,821.713,692.584,747.864,NaN,813.632,791.953,903.746,815.166,827.679,977.29,808.957,937.975,752.296,718.872,708.196,777.022,782.246,866.813,871.502,867.138,766.025,786.972,790.847,783.552,907.201,919.018,760.804,925.597,685.716,837.394,963.623,892.702,691.174,780.084,937.547,831.867,741.598,NaN,947.885
969.877,NaN,804.238,796.355,872.279,754.607,NaN,871.6,745.432,682.662,905.226,717.744,NaN,940.308,873.614,887.861,907.788,845.572,810.761,894.871,769.226,697.958,738.441,762.969,731.736,922.219,863.958,725.258,855.921,852.039,NaN,923.14,966.396,741.331,699.308,726.128,846.283,797.84,NaN,921.692,966.624,822.228,693.46,748.235,NaN,814.971,792.377,904.2,817.296,828.572,981.078,809.097,937.975,753.291,719.22,711.204,778.091,783.196,868.909,871.899,869.227,766.389,787.634,791.037,784.828,907.471,919.815,760.957,929.082,688.14,838.002,963.777,893.989,693.055,780.411,938.146,833.786,741.821,NaN,948.381
972.092,NaN,804.497,800.976,875.741,756.009,NaN,872.862,748.099,682.729,905.581,719.108,NaN,941.753,875.388,889.152,910.635,847.427,812.134,896.112,770.133,698.158,739.43,766.24,733.806,923.802,864.968,726.536,856.736,854.018,NaN,923.502,966.53,741.393,699.977,727.258,846.739,798.22,NaN,923.496,970.428,823.035,694.205,750.144,NaN,815.279,796.678,904.802,820.623,829.04,984.052,810.856,938.513,753.812,720.297,712.06,779.43,783.386,872.718,873.04,869.551,768.637,788.35,791.772,785.23,911.465,922.321,762.013,930.701,689.197,839.578,970.057,895.272,693.64,782.662,939.51,834.636,744.574,NaN,951.558
972.256,NaN,804.758,803.264,880.123,756.155,NaN,873.194,749.218,685.706,905.724,719.341,NaN,941.902,876.49,889.358,913.194,847.579,814.016,899.508,770.695,698.24,739.575,767.029,736.288,923.964,865.219,727.303,857.609,854.427,NaN,925.823,967.842,743.754,700.524,727.57,846.817,798.604,NaN,927.233,972.464,824.712,694.832,751.623,NaN,816.394,798.588,905.302,820.762,832.209,985.566,811.165,939.773,756.376,720.626,712.845,780.563,785.553,873.663,875.873,871.433,769.226,789.756,791.993,786.161,913.416,925.203,763.521,931.29,691.429,840.126,971.024,895.869,694.138,782.846,944.51,837.52,744.711,NaN,952.308
973.495,NaN,807.638,803.761,880.292,757.265,NaN,874.045,749.743,687.036,908.771,720.118,NaN,942.934,879.112,890.904,913.624,847.777,815.16,900.648,771.82,700.354,739.914,768.625,736.685,924.922,865.902,727.971,857.79,854.986,NaN,926.031,968.71,744.672,702.508,729.859,847.006,801.657,NaN,927.396,973.005,824.94,695.807,753.453,NaN,817.283,799.154,907.643,821.815,832.926,986.351,812.134,940.074,764.313,721.315,714.541,783.745,787.461,874.899,879.225,871.649,770.297,790.411,792.657,786.694,913.919,925.702,765.177,931.716,692.352,840.808,971.164,896.879,695.56,785.038,945.786,840.561,744.897,NaN,954.122
976.008,NaN,809.004,804.873,882.24,758.165,NaN,875.486,749.955,688.127,909.011,720.283,NaN,943.658,879.849,892.3,914.743,849.017,816.526,900.889,774.745,702.076,740.692,768.91,737.225,925.866,866.639,727.971,858.733,855.425,NaN,927.611,969.665,745.272,703.021,730.26,847.042,801.731,NaN,927.593,973.86,826.388,696.196,755.191,NaN,818.013,801.406,908.288,821.965,833.15,987.358,812.857,941.614,764.556,722.553,714.865,784.335,787.626,877.249,880.154,873.132,771.993,791.339,793.138,787.653,914.606,928.452,765.519,932.204,692.593,843.716,971.44,897.04,698.167,785.655,946.353,841.949,745.08,NaN,954.442
977.718,NaN,809.925,806.985,883.935,759.158,NaN,875.658,751.757,689.269,910.528,722.66,NaN,943.833,880.612,892.662,916.314,849.903,818.246,902.824,776.534,703.746,741.426,769.718,738.07,926.899,867.375,729.471,861.087,859.413,NaN,927.989,971.655,745.41,704.345,730.901,847.891,802.011,NaN,929.078,975.387,828.806,697.304,756.108,NaN,818.155,805.081,910.491,822.691,836.806,988.59,814.72,942.74,764.893,724.69,716.124,785.313,788.111,877.519,880.837,874.091,773.642,791.64,796.107,788.485,921.447,928.948,766.632,937.05,693.621,843.808,972.188,897.651,699.024,787.131,946.623,842.705,745.614,NaN,954.617
979.643,NaN,810.218,808.04,885.144,759.625,NaN,880.133,753.708,689.85,910.861,723.254,NaN,944.498,882.127,892.949,916.82,851.166,821.401,903.393,779.686,705.499,741.658,770.163,738.873,928.576,867.956,729.604,862.392,861.646,NaN,928.313,972.357,745.99,705.124,731.376,848.241,802.973,NaN,929.682,976.153,830.837,698.809,758.481,NaN,819.741,806.972,910.671,823.891,839.989,988.898,815.078,943.847,765.905,726.198,716.587,785.776,788.87,881.683,882.93,874.418,774.185,792.775,796.439,789.285,922.237,930.554,770.763,938.624,695.471,844.371,973.225,899.956,700.311,787.42,948.007,843.035,745.796,NaN,955.355
979.941,NaN,810.517,808.331,885.82,762.494,NaN,881.803,754.402,692.284,912.253,724.511,NaN,945.077,884.845,894.213,917.211,852.73,823.106,904.435,780.429,708.634,744.093,770.874,740.172,929.925,868.294,730.51,866.207,863.016,NaN,930.612,972.782,746.189,705.399,731.519,848.702,802.973,NaN,934.059,977.434,833.497,700.855,759.609,NaN,820.402,806.972,911.995,824.833,840.198,989.161,817.592,946.374,766.541,727.514,716.959,786.657,789.989,884.523,884.939,874.969,776.51,793.279,797.424,790.431,922.864,932.234,772.918,942.225,695.979,848.527,975.655,901.467,700.769,788.472,951.738,844.084,747.542,NaN,958.819
983.372,NaN,811.542,809.732,886.286,764.811,NaN,885.378,757.667,694.7,913.601,724.911,NaN,945.493,886.457,896.182,917.856,853.346,824.034,905.294,781.819,709.085,745.17,771.195,740.694,931.797,870.423,731.745,868.297,864.05,NaN,932.685,976.456,746.621,705.448,732.227,849.023,803.085,NaN,938.635,977.722,833.886,701.916,759.74,NaN,821.75,807.609,912.479,825.493,841.001,990.373,817.988,946.732,766.882,728.227,717.588,788.503,790.624,884.797,885.705,875.535,776.621,794.136,798.756,791.737,923.432,933.397,776.335,943.034,696.95,850.103,975.712,907.504,708.356,788.542,952.013,845.935,748.426,NaN,959.821
983.728,NaN,812.721,814.782,886.972,765.18,NaN,890.754,757.817,695.365,916.327,726.847,NaN,948.102,887.92,896.41,918.522,855.885,824.819,905.956,783.246,709.319,747.583,771.415,741.428,932.19,870.95,732.541,872.572,864.88,NaN,933.288,977.812,746.842,706.726,733.137,849.138,803.597,NaN,940.283,978.579,834.348,702.957,759.867,NaN,822.517,809.756,916.664,825.658,841.335,996.468,818.537,947.769,767.629,728.41,717.79,788.775,791.303,885.523,887.574,878.593,776.939,794.963,799.295,793.034,923.624,933.826,777.588,944.902,698.757,850.334,976.978,911.175,708.809,790.539,954.224,846.624,749.213,NaN,962.089
987.075,NaN,817.165,818.803,886.972,766.731,NaN,891.3,758.299,697.145,917.285,727.903,NaN,951.498,890.346,897.241,918.676,856.501,825.107,912.524,783.655,709.597,748.045,772.488,741.666,933.157,873.28,733.135,874.051,866.845,NaN,934.069,978,747.216,706.901,733.883,850.102,803.73,NaN,941.314,978.785,834.657,703.811,761.279,NaN,824.015,814.022,917.556,825.78,843.469,996.967,818.776,947.957,767.813,731.193,718.154,788.923,793.607,886.804,890.409,879.874,777.85,795.499,800.572,794.418,924.094,934.386,778.732,945.545,699.538,850.583,977.704,911.583,709.326,790.86,956.114,848.396,749.784,NaN,962.619
987.855,NaN,818.091,818.946,890.186,767.746,NaN,891.502,758.997,697.481,920.229,729.302,NaN,955.918,890.623,897.384,919.793,857.677,826.002,913.683,784.78,710.42,749.253,772.632,743.664,937.209,874.494,736.056,874.436,867.213,NaN,934.113,978.714,747.312,707.621,733.963,851.738,805.219,NaN,942.487,980.045,835.953,705.458,763.376,NaN,824.624,816.744,918.052,826.726,845.001,999.617,820.085,948.827,770.702,731.742,718.863,789.092,794.959,888.3,891.809,880.385,779.688,796.655,800.83,796.089,927.248,935.832,779.724,945.943,700.15,851.102,980.177,912.581,710.929,791.512,957.239,849.109,751.117,NaN,964.515
988.563,NaN,820.316,819.21,892.387,768.161,NaN,894.682,761.643,705.896,921.128,729.599,NaN,958.162,893.863,897.781,922.359,858.955,826.982,914.26,785.562,711.196,750.69,777.166,744.642,938.26,876.241,737.997,875.757,869.343,NaN,939.165,980.497,747.523,709.031,735.132,853.272,807.549,NaN,943.02,982.96,836.722,706.769,763.65,NaN,825.083,818.321,918.96,827.793,846.854,NaN,821.955,949.988,770.944,732.931,720.711,789.535,798.805,892.08,892.324,880.893,780.399,798.812,801.588,796.448,927.482,937.103,780.343,947.704,700.489,851.224,982.179,912.964,711.441,793.865,957.797,851.276,751.304,NaN,964.684
989.628,NaN,820.621,819.976,897.599,771.778,NaN,895.001,767.113,707.555,925.711,731.228,NaN,960.69,895.103,897.925,922.988,861.501,827.925,917.594,786.166,712.67,751.099,779.05,745.492,938.732,877.399,738.813,877.012,871.603,NaN,944.647,990.032,749.041,709.077,735.982,855.511,809.854,NaN,943.503,984.283,837.253,707.214,764.469,NaN,825.547,818.918,920.191,828.631,847.431,NaN,825.389,950.802,772.309,734.01,721.252,790.342,799.365,892.847,894.528,885.027,780.777,798.953,804.068,796.847,928.544,938.677,780.781,949.24,700.862,851.93,982.73,915.546,711.517,797.55,958.412,852.02,751.631,NaN,967.381
997.218,NaN,821.718,820.383,898.508,772.211,NaN,895.536,767.348,708.118,928.622,731.534,NaN,961.861,897.075,898.044,925.219,861.958,830.356,919.164,786.588,713.452,751.291,779.207,746.692,942.221,879.18,741.361,878.227,872.396,NaN,948.76,991.781,750.289,709.705,736.944,855.569,811.274,NaN,947.424,985.2,837.905,707.36,764.611,NaN,825.848,819.774,920.618,832.34,848.648,NaN,825.731,953.739,772.92,734.587,721.937,790.69,799.681,894.906,896.029,889.517,782.255,799.452,805.355,797.692,931.138,939.92,782.17,950.085,702.283,852.003,983.083,916.709,714.898,799.096,959.113,852.076,753.359,NaN,969.676
998.183,NaN,822.063,821.649,898.722,775.68,NaN,897.806,768.231,708.749,928.796,731.776,NaN,962.087,898.576,899.291,925.37,866.245,832.16,919.341,787.635,714.285,751.674,779.795,747.203,942.526,879.786,741.671,880.599,873.034,NaN,950.603,993.897,753.057,712.609,740.136,855.707,815.055,NaN,949.72,990.079,838.82,708.112,764.886,NaN,826.395,822.186,921.362,832.592,849.62,NaN,826.047,955.936,775.619,734.735,723.408,791.945,802.074,895.075,897.164,889.706,782.545,799.928,808.541,798.006,932.149,940.835,782.392,950.591,703.59,854.17,990.159,916.814,715.439,799.558,960.192,852.313,755.608,NaN,969.884
NaN,NaN,825.156,821.954,898.87,776.128,NaN,900.801,770.17,710.706,930.4,733.036,NaN,963.631,899.695,900.398,925.884,867.844,832.985,919.49,788.622,717.841,752.443,780.178,748.382,942.885,879.972,741.877,883.831,874.144,NaN,952.324,994.765,755.117,712.735,743.318,858.361,815.772,NaN,952.083,991.184,839.848,708.496,765.558,NaN,828.669,822.724,922.31,833.162,850.844,NaN,826.353,956.562,776.03,735.201,723.826,795.08,803.003,898.036,897.716,892.913,782.789,801.261,809.456,798.887,935.576,942.525,783.283,950.735,703.82,854.834,992.578,920.217,716.809,800.292,960.977,852.394,758.681,NaN,970.585
NaN,NaN,826.721,822.587,899.523,776.527,NaN,900.999,770.61,710.875,931.838,733.608,NaN,964.598,900.809,904.241,926.208,868.1,833.753,919.657,789.692,719.081,754.937,781.398,748.842,943.093,879.972,742.712,883.95,874.836,NaN,955.266,996.471,755.905,713.369,743.775,860.721,817.644,NaN,953.167,992.058,843.062,708.903,766.436,NaN,829.59,824.267,922.498,834.335,851.801,NaN,827.006,961.32,777.158,735.538,724.151,795.606,803.255,900.994,900.501,897.457,783.16,801.909,810.31,801.241,938.958,943.708,784.731,951.879,704.507,855.7,994.482,920.813,718.082,801.024,961.659,852.681,759.745,NaN,973.197
NaN,NaN,829,825.118,901.459,777.172,NaN,902.736,771.641,714.056,933.145,734.314,NaN,965.875,901.778,905.047,928.436,869.002,834.163,920.317,790.411,719.616,755.35,781.599,748.976,943.776,880.312,745.915,885.268,875.18,NaN,958.656,996.641,757.031,713.775,744.758,863.388,818.138,NaN,956.462,992.38,844.124,710.061,766.771,NaN,831.123,824.582,923.743,838.774,854.174,NaN,827.483,961.649,779.449,735.923,724.703,796.448,805.53,901.954,901.841,897.91,784.675,802.404,810.844,802.063,939.887,944.685,784.825,954.728,705.384,855.855,996.372,923.644,718.649,802.003,961.838,854.286,760.515,NaN,973.473
NaN,NaN,830.883,825.386,902.798,779.054,NaN,903.289,773.743,715.254,935.016,735.63,NaN,966.099,903.346,907.641,930.207,869.521,835.114,920.44,792.463,720.213,757.21,782.066,751.102,944.281,881.725,748.885,887.063,877.14,NaN,959.543,996.715,757.166,716.981,745.696,863.765,818.304,NaN,956.758,994.639,844.573,712.438,767.238,NaN,833.892,825.186,923.989,840.419,855.932,NaN,829.551,964.481,780.007,738.889,726.297,797.607,805.973,903.394,902.84,898.561,784.835,803.283,811.43,802.428,941.572,945.276,785.253,955.365,705.562,857.528,998.018,924.181,719.427,806.454,963.039,857.922,760.783,NaN,973.61
NaN,NaN,831.952,825.725,903.445,779.802,NaN,903.798,776.341,717.467,935.661,736.052,NaN,966.618,904.933,908.098,930.395,871.704,835.456,922.092,792.754,721.348,758.06,782.835,751.536,949.857,882.133,748.983,887.578,877.393,NaN,961.879,997.091,757.412,717.861,746.365,864.179,818.929,NaN,956.86,995.983,846.13,712.834,767.497,NaN,835.311,828.449,924.423,841.808,858.094,NaN,831.06,965.454,780.503,739.003,726.579,797.78,805.973,903.76,903.97,900.113,785.349,805.928,812.077,803.246,942.188,945.427,786.689,957.141,706.562,858.095,998.142,924.302,720.759,806.721,963.544,858.003,761.509,NaN,974.817
NaN,NaN,833.888,826.349,903.789,780.185,NaN,905.321,777.874,719.101,936.583,737.196,NaN,967.053,905.874,908.367,932.368,872.097,841.823,922.496,794.092,722.099,758.408,784.214,752.734,951.643,882.53,749.349,888.026,878.817,NaN,962.465,NaN,758.17,720.139,748.482,865.284,819.08,NaN,958.139,999.776,846.302,717.436,768.007,NaN,835.925,832.227,924.983,843.315,859.46,NaN,831.848,969.33,781.315,739.28,728.244,799.104,806.436,904.429,905.71,900.397,786.672,806.508,813.004,805.269,946.177,945.869,788.802,957.384,707.869,860.404,998.839,927.356,720.922,807.096,964.487,860.669,762.405,NaN,974.871
NaN,NaN,835.102,827.458,904.412,781.356,NaN,905.439,779.163,719.453,937.549,738.764,NaN,968.374,907.371,909.002,932.955,872.566,847.432,923.563,794.5,722.716,760.071,785.156,755.066,955.942,883.408,749.938,888.265,879.235,NaN,963.223,NaN,759.166,720.327,749.963,865.586,821.122,NaN,958.769,NaN,849.332,718.882,768.768,NaN,836.576,833.202,925.23,845.637,860.76,NaN,832.468,969.541,781.639,743.085,728.884,799.526,807.212,906.044,906.18,902.273,786.984,806.65,815.582,805.898,946.358,945.969,789.1,957.605,708.503,860.712,999.122,928.796,721.596,807.169,965.179,862.364,762.703,NaN,975.616
NaN,NaN,840.435,827.927,905.261,782.365,NaN,907.472,780.175,719.615,937.716,740.189,NaN,971.518,909.621,910.033,933.137,873.31,848.022,925.532,795.761,726.122,760.487,786.07,755.297,956.251,884.628,750.636,892.092,879.684,NaN,963.944,NaN,760.313,721.45,750.55,865.87,821.461,NaN,961.061,NaN,851.858,719.828,769.101,NaN,837.027,834.595,930.042,847.448,862.072,NaN,832.957,971.387,782.486,743.76,730.507,800.234,807.373,906.296,910.228,902.802,788.37,807.112,815.97,808.018,946.752,947.363,789.494,957.923,708.753,861.599,999.786,931.372,722.297,807.87,966.129,866.194,764.476,NaN,976.631
NaN,NaN,843.123,828.741,905.778,783.252,NaN,908.913,781.933,720.134,939.315,740.46,NaN,972.539,911.211,910.676,933.361,873.917,852.921,926.71,797.766,726.53,760.803,786.712,758.041,957.189,884.942,752.742,892.455,883.986,NaN,966.805,NaN,762.947,721.765,751.869,866.225,821.876,NaN,962.002,NaN,852.343,721.58,770.743,NaN,837.221,838.44,931.254,847.626,862.888,NaN,833.293,972.602,783.178,744.607,731.308,802.871,807.917,906.456,911.204,903.07,788.499,807.464,816.247,808.209,948.058,948.74,789.747,959.097,710.704,861.664,NaN,933.405,730.114,808.551,967.748,866.684,764.557,NaN,985.864
